interview__key,buyers__1,buyers__2,buyers__3,buyers__4,buyers__5,buyers__6,buyers__7,buyers__96,sl_oth_1,cp03__1,cp03__2,cp03__3,cp03__4,cp03__5,cp03__6,cp03__7,cp03__8,cp03__9,cp03__10,cp03__11,cp03__12,cp02__1,cp02__2,cp02__3,cp02__96,cp0_other,markt_output_dist,markt_input_dist,crop_contract,contract_crop,input_access_subsidy,subsidy_type__1,subsidy_type__2,subsidy_type__3,subsidy_type__4,subsidy_supplier__1,subsidy_supplier__2,subsidy_supplier__3
"47-86-51-93",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",45,45,"No","","yes","No","Yes","No","No","Yes","No","No"
"89-64-71-91",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","",25,25,"No","","yes","Yes","Yes","Yes","No","Yes","No","No"
"32-24-09-18",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","",10,10,"No","","yes","No","Yes","No","No","Yes","No","No"
"54-13-98-82",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","none",10,50,"No","","no",,,,,,,
"21-11-21-29",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",52,52,"No","","no",,,,,,,
"81-55-77-74",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","",35,35,"No","","no",,,,,,,
"23-00-40-40",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","",10,10,"No","","no",,,,,,,
"17-59-86-59",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","",40,.5,"No","","no",,,,,,,
"89-73-28-02",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",50,3,"No","","yes","No","Yes","No","No","Yes","No","No"
"14-55-50-79",0,0,0,0,0,0,1,0,"","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","didn't sale",1,50,"No","","no",,,,,,,
"60-36-21-40",1,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","",80,80,"No","","yes","No","Yes","No","No","Yes","No","No"
"57-25-85-63",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","no produce sold",85,85,"No","","no",,,,,,,
"80-36-08-51",0,1,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",120,120,"No","","no",,,,,,,
"73-98-72-78",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","",12,12,"No","","yes","No","Yes","No","No","Yes","No","No"
"48-58-14-95",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","",7,7,"No","","no",,,,,,,
"08-00-46-02",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","none",1,1,"No","","no",,,,,,,
"45-96-62-88",0,1,0,0,0,0,0,0,"","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",1,12,"No","","no",,,,,,,
"58-44-41-63",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","",50,1,"No","","no",,,,,,,
"36-02-91-03",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","",2,50,"No","","yes","No","Yes","No","No","Yes","No","No"
"29-24-40-33",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","",12,12,"No","","yes","No","Yes","No","No","Yes","No","No"
"64-42-73-18",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","",.25,.25,"No","","yes","No","Yes","No","No","Yes","No","No"
"56-97-76-00",1,0,0,0,0,0,0,0,"","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","",85,85,"No","","yes","Yes","Yes","No","No","No","No","Yes"
"37-93-28-73",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",.5,.5,"No","","no",,,,,,,
"03-58-95-42",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","none",98,98,"No","","no",,,,,,,
"15-23-04-89",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","none",48,48,"No","","no",,,,,,,
"51-35-95-32",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",7,7,"No","","yes","No","Yes","No","No","Yes","No","No"
"32-54-58-03",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",12,12,"No","","no",,,,,,,
"45-15-07-99",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","",78,78,"No","","no",,,,,,,
"59-16-11-16",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport any",10,10,"No","","yes","No","Yes","No","No","Yes","No","No"
"78-92-27-80",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",20,20,"No","","yes","No","Yes","No","No","Yes","No","No"
"24-78-22-03",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport any",85,85,"No","","yes","No","Yes","No","No","Yes","No","Yes"
"61-90-23-18",0,1,0,0,0,0,0,0,"","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","came to homestead",7,7,"No","","no",,,,,,,
"36-41-14-75",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","",70,70,"No","","no",,,,,,,
"15-24-20-62",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","none",1,1,"No","","no",,,,,,,
"13-30-97-65",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","",35,35,"No","","no",,,,,,,
"62-39-49-91",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","came at homestead",90,90,"No","","no",,,,,,,
"37-93-31-47",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","",5,80,"No","","no",,,,,,,
"41-29-34-43",0,1,0,0,0,0,0,0,"","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","",16,16,"No","","yes","Yes","Yes","No","No","Yes","No","Yes"
"24-91-36-31",1,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","came at home",7,7,"No","","no",,,,,,,
"85-94-51-81",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","",1,8,"No","","no",,,,,,,
"05-53-82-60",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","",7,7,"No","","no",,,,,,,
"79-66-45-07",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","",10,10,"No","","yes","No","Yes","No","No","Yes","No","No"
"78-15-69-36",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport any",10,10,"No","","no",,,,,,,
"53-49-72-57",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport to buyers",90,90,"No","","yes","No","Yes","No","No","Yes","No","No"
"66-30-66-08",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",0,0,"No","","no",,,,,,,
"36-62-86-65",0,1,0,0,0,0,0,0,"","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","",55,2,"No","","no",,,,,,,
"93-72-05-88",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","",18,18,"No","","no",,,,,,,
"64-59-07-31",1,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",98,98,"No","","no",,,,,,,
"14-20-80-15",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No","",80,80,"No","","no",,,,,,,
"78-03-04-37",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","none",100,100,"No","","no",,,,,,,
"56-24-05-48",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","no produce sold",50,50,"No","","no",,,,,,,
"53-23-20-20",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","none",30,30,"No","","yes","No","Yes","No","No","No","No","Yes"
"52-44-39-84",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",45,45,"No","","no",,,,,,,
"67-64-28-49",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","",1,80,"No","","no",,,,,,,
"75-72-38-92",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","",7,7,"No","","no",,,,,,,
"37-95-25-26",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","",40,40,"No","","no",,,,,,,
"16-25-25-05",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",60,60,"No","","no",,,,,,,
"61-27-42-98",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"47-23-15-41",0,1,0,0,0,0,0,0,"","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","",8,70,"No","","no",,,,,,,
"19-28-77-73",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",10,3,"No","","no",,,,,,,
"68-18-94-35",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"93-17-92-46",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport any",50,50,"No","","no",,,,,,,
"93-76-84-35",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","came to home",35,35,"No","","yes","No","Yes","No","No","Yes","No","No"
"44-86-19-68",1,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","",1,18,"No","","no",,,,,,,
"99-24-36-43",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","",18,10,"No","","no",,,,,,,
"18-82-63-90",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","",1,8,"No","","yes","No","Yes","No","No","No","Yes","No"
"86-57-20-12",0,1,0,0,0,0,0,0,"","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","",5,14,"No","","no",,,,,,,
"38-84-93-57",0,1,0,0,0,0,0,0,"","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",25,25,"No","","yes","No","Yes","No","No","No","No","Yes"
"27-07-91-33",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",11,11,"No","","no",,,,,,,
"50-08-65-68",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","none",48,48,"No","","no",,,,,,,
"78-04-92-62",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","",5,5,"No","","no",,,,,,,
"52-85-47-82",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","",80,1,"No","","no",,,,,,,
"19-35-88-74",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","Yes","No","No","",55,55,"No","","no",,,,,,,
"59-09-71-58",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","SHE DID NOT PRODUCT CROP",0,0,"No","","no",,,,,,,
"74-51-37-03",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","produce only for food",37,37,"No","","no",,,,,,,
"75-11-11-88",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","",75,75,"No","","no",,,,,,,
"22-78-28-40",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","never transport",0,0,"No","","no",,,,,,,
"25-98-64-43",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","never sell",40,40,"No","","no",,,,,,,
"56-29-47-60",1,1,0,0,0,0,0,0,"","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","",100,10,"No","","no",,,,,,,
"82-22-01-30",1,0,0,0,0,0,0,0,"","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No","",18,18,"No","","no",,,,,,,
"15-47-66-05",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",10,10,"No","","no",,,,,,,
"04-89-61-71",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","",5,15,"No","","no",,,,,,,
"58-73-17-40",0,1,0,0,0,0,0,0,"","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",0,0,"No","","no",,,,,,,
"82-66-58-84",1,0,0,0,0,0,0,0,"","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","",50,50,"No","","no",,,,,,,
"40-67-36-34",0,1,0,0,0,0,0,0,"","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",100,10,"No","","no",,,,,,,
"76-04-73-59",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","he didn't sell",10,10,"No","","no",,,,,,,
"84-25-35-86",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","Yes","No","No","",.5,.5,"No","","no",,,,,,,
"29-66-30-52",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","none",50,50,"No","","no",,,,,,,
"50-37-18-88",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",26,2,"No","","no",,,,,,,
"62-42-00-50",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"94-15-10-76",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","",50,50,"No","","no",,,,,,,
"42-39-21-50",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","produce only food crop",25,25,"No","","no",,,,,,,
"84-84-86-66",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","",50,50,"No","","no",,,,,,,
"53-27-67-24",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","",14,14,"No","","yes","Yes","No","No","No","Yes","No","No"
"02-02-62-52",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","was not sold",2,2,"No","","no",,,,,,,
"10-89-66-70",0,1,0,0,0,0,0,0,"","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","",12,12,"No","","no",,,,,,,
"28-72-52-28",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","none",20,20,"No","","no",,,,,,,
"89-15-58-91",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","",1,35,"No","","no",,,,,,,
"57-65-92-31",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Didn't sell",48,48,"No","","no",,,,,,,
"78-69-73-93",1,0,0,0,0,0,0,0,"","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",15,15,"No","","no",,,,,,,
"86-71-54-16",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",70,.25,"No","","yes","No","Yes","No","No","Yes","No","No"
"49-00-37-24",0,0,0,0,0,0,1,1,"SHE DID NOT SELL MAIZE","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","SHE DID NOT SELL",70,70,"No","","no",,,,,,,
"60-73-62-17",0,1,0,0,0,0,0,0,"","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","",1,75,"No","","no",,,,,,,
"16-68-23-18",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport to buyers",50,50,"No","","no",,,,,,,
"75-36-25-09",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",10,3,"No","","no",,,,,,,
"92-13-03-64",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",2,1,"No","","no",,,,,,,
"32-53-28-17",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",89,89,"No","","no",,,,,,,
"18-06-29-93",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","",3,1,"No","","no",,,,,,,
"86-17-31-91",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","",.5,.5,"No","","yes","No","Yes","No","No","Yes","No","No"
"34-05-05-84",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport any",50,50,"No","","no",,,,,,,
"24-72-79-56",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"56-10-85-53",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"65-86-13-71",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"47-19-77-59",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",10,10,"No","","no",,,,,,,
"72-38-19-68",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","",28,28,"No","","no",,,,,,,
"87-95-06-00",1,0,0,0,0,0,0,0,"","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",102,102,"No","","yes","No","Yes","No","No","Yes","No","No"
"27-03-96-63",0,1,0,0,0,0,0,0,"","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","",23,23,"No","","no",,,,,,,
"43-65-32-18",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","",25,25,"No","","no",,,,,,,
"20-11-50-00",0,0,0,1,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",20,.25,"No","","no",,,,,,,
"93-65-33-33",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",4,5,"No","","yes","Yes","Yes","No","No","No","No","Yes"
"35-33-01-98",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",0,0,"No","","no",,,,,,,
"52-85-83-28",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","No","",47,47,"No","","no",,,,,,,
"83-02-65-23",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","",13,10,"No","","no",,,,,,,
"56-88-41-02",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","crops was consumed at home",120,120,"No","","no",,,,,,,
"67-06-10-95",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","",2,3,"No","","no",,,,,,,
"96-49-31-22",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"10-07-11-91",1,0,0,0,0,0,0,0,"","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","",2,1,"No","","no",,,,,,,
"13-05-66-13",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",2,1,"No","","no",,,,,,,
"47-07-01-10",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"37-48-11-93",1,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"67-06-61-48",0,1,0,0,0,0,0,0,"","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","came to homestead",1,1,"No","","no",,,,,,,
"89-00-56-37",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport any",1,1,"No","","yes","No","Yes","No","No","Yes","No","No"
"28-16-54-68",0,1,0,0,0,0,0,0,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","",2,1.5,"No","","no",,,,,,,
"44-25-43-31",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"33-83-81-59",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",10,10,"No","","no",,,,,,,
"94-91-64-84",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","",2,1,"No","","no",,,,,,,
"58-84-03-84",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",5,5,"No","","no",,,,,,,
"41-54-65-45",0,1,0,0,0,0,0,0,"","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","",75,75,"Yes","Rice","no",,,,,,,
"55-68-02-17",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",1.5,1.5,"No","","no",,,,,,,
"14-43-79-24",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"06-98-04-04",1,0,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","",2,2,"No","","no",,,,,,,
"48-67-43-42",0,1,0,0,0,0,0,0,"","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","",2,2,"No","","yes","No","Yes","No","No","Yes","No","No"
"46-95-07-61",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","none",1,1,"No","","no",,,,,,,
"97-29-47-65",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"74-85-56-04",0,1,0,0,0,0,0,0,"","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","",2,2,"No","","yes","No","No","Yes","No","Yes","No","No"
"50-63-58-49",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",5,5,"No","","no",,,,,,,
"37-89-69-52",1,0,0,0,0,0,0,0,"","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","",2,2,"No","","no",,,,,,,
"29-36-47-57",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"96-44-22-62",0,0,0,0,0,0,1,0,"","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","",2,2.5,"No","","no",,,,,,,
"02-51-86-61",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"18-39-49-03",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","none",1,1,"No","","no",,,,,,,
"64-03-84-99",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","none",1,1,"No","","no",,,,,,,
"49-82-95-52",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"59-52-11-34",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","THEY DID NOT SELL",1,1,"No","","no",,,,,,,
"59-43-90-91",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",5,2,"No","","no",,,,,,,
"30-40-96-29",1,0,0,0,0,0,0,0,"","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","",2,2,"No","","no",,,,,,,
"57-67-24-08",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","",2,2,"No","","no",,,,,,,
"51-50-93-36",0,1,0,0,0,0,0,0,"","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",10,10,"No","","no",,,,,,,
"90-76-57-66",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","",2,2,"No","","no",,,,,,,
