interview__key,buyers__1,buyers__2,buyers__3,buyers__4,buyers__5,buyers__6,buyers__7,buyers__96,sl_oth_1,cp03__1,cp03__2,cp03__3,cp03__4,cp03__5,cp03__6,cp03__7,cp03__8,cp03__9,cp03__10,cp03__11,cp03__12,cp02__1,cp02__2,cp02__3,cp02__96,cp0_other,markt_output_dist,markt_input_dist,crop_contract,contract_crop,input_access_subsidy,subsidy_type__1,subsidy_type__2,subsidy_type__3,subsidy_type__4,subsidy_supplier__1,subsidy_supplier__2,subsidy_supplier__3
"23-24-36-18",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",10,10,"No","","no",,,,,,,
"88-50-89-00",1,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",15,15,"No","","no",,,,,,,
"25-45-17-13",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",15,15,"No","","no",,,,,,,
"83-60-66-04",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","none",2,2,"No","","no",,,,,,,
"20-14-81-13",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"97-46-80-41",0,1,0,0,0,0,0,0,"","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"65-11-27-59",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"88-74-63-20",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"74-15-98-92",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"53-98-64-81",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","HE DID NOT SELL",2,2,"No","","no",,,,,,,
"79-94-33-31",1,0,1,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"44-47-90-17",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"29-83-03-47",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","none",2,2,"No","","no",,,,,,,
"50-57-96-51",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",2,1,"No","","no",,,,,,,
"55-37-25-70",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","THEY DID NOT SELL",5,5,"No","","no",,,,,,,
"71-34-06-10",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",.25,.25,"No","","no",,,,,,,
"19-06-46-71",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",3,3,"No","","no",,,,,,,
"38-40-25-06",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","none",1,1,"No","","no",,,,,,,
"01-06-26-91",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","",5,5,"No","","no",,,,,,,
"58-64-10-38",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",.25,.25,"No","","no",,,,,,,
"13-95-57-54",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","SHE DOES NOT SELL",15,15,"No","","no",,,,,,,
"47-67-62-28",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport any to the buyers",1,1,"No","","no",,,,,,,
"96-80-22-06",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","None",2,2,"No","","no",,,,,,,
"11-11-66-21",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","",15,15,"No","","no",,,,,,,
"62-90-81-91",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"61-58-38-15",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"60-05-03-82",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","SHE DID NOT CULTIVATE",15,15,"No","","no",,,,,,,
"53-26-53-30",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","None",1,1,"No","","no",,,,,,,
"52-64-71-85",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport any to buyers",1,1,"No","","no",,,,,,,
"20-65-75-92",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","",5,9,"No","","no",,,,,,,
"15-48-45-49",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","no crops sold",5,5,"No","","no",,,,,,,
"12-80-86-60",0,1,0,0,0,0,0,0,"","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","",3,3,"No","","no",,,,,,,
"79-49-70-48",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"17-50-60-85",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",5,5,"No","","no",,,,,,,
"69-60-70-64",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",1,2,"No","","no",,,,,,,
"50-18-09-61",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"92-88-71-89",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","",7,7,"No","","no",,,,,,,
"63-56-49-05",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",2,1,"No","","no",,,,,,,
"35-15-30-36",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",15,15,"No","","no",,,,,,,
"60-45-66-66",0,1,0,0,0,0,0,0,"","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","",15,15,"No","","no",,,,,,,
"27-04-54-49",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",18,18,"No","","no",,,,,,,
"74-33-74-42",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","",7,7,"No","","no",,,,,,,
"62-89-56-95",0,1,0,0,0,0,0,0,"","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"22-97-51-26",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"12-39-62-46",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"49-65-69-49",1,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","",0,0,"No","","no",,,,,,,
"15-16-01-28",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","",2,1,"No","","no",,,,,,,
"12-72-22-77",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"08-25-51-14",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",1,5,"No","","no",,,,,,,
"32-65-79-67",1,0,0,0,0,0,0,0,"","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"19-38-65-61",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"17-45-14-15",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",1,2,"No","","no",,,,,,,
"44-89-53-23",0,1,0,0,0,0,0,0,"","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"18-93-14-98",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",5,25,"No","","no",,,,,,,
"55-94-46-33",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","",200,300,"No","","no",,,,,,,
"34-96-75-45",0,1,0,0,0,0,0,0,"","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","",5,5,"No","","no",,,,,,,
"81-41-37-07",1,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","",15,15,"No","","no",,,,,,,
"81-12-37-94",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"90-10-67-97",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",2,2,"No","","no",,,,,,,
"42-77-91-16",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","",1.5,2,"No","","no",,,,,,,
"39-99-71-22",1,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",5,10,"No","","no",,,,,,,
"63-27-82-21",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","",1,5,"No","","no",,,,,,,
"12-57-09-17",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",1,2,"No","","no",,,,,,,
"48-80-14-71",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","",3,3,"No","","no",,,,,,,
"20-35-04-67",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",1,2,"No","","no",,,,,,,
"66-80-39-89",1,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","",3,3,"No","","no",,,,,,,
"65-65-92-08",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","nothing was sold",3,3,"No","","no",,,,,,,
"28-72-09-15",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",15,15,"No","","no",,,,,,,
"93-50-38-85",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","none",2,2,"No","","no",,,,,,,
"54-94-37-06",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","they did not sell",5,5,"No","","no",,,,,,,
"18-40-54-13",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",2,1,"No","","no",,,,,,,
"86-74-30-03",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","",5,10,"No","","no",,,,,,,
"42-16-79-97",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","",2,2,"No","","no",,,,,,,
"40-03-97-68",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","",1.5,1.5,"No","","no",,,,,,,
"29-78-34-46",0,1,0,0,0,0,0,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",15,15,"No","","no",,,,,,,
"80-80-63-46",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","none",10,10,"No","","no",,,,,,,
"82-00-06-77",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","",1,2,"No","","no",,,,,,,
"39-18-34-69",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",1,25,"No","","no",,,,,,,
"06-74-60-98",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","None",2,2,"No","","no",,,,,,,
"96-59-50-58",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"31-14-26-53",0,1,0,0,0,0,0,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"96-00-21-83",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",3,3,"No","","no",,,,,,,
