interview__key,r_infu__id,as07__1,as07__2,as07__3,as07__4,as07__5,as07__6,as07__7,as07__8,as07__9,as07__96,as07__n88,as07__n99,as07_oth,network_mostinf_gender,network_mostinf_eth,network_eth_oth,network_mostinf_agegrp,as08,as09
"45-89-04-52",3,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Bena","","In their 40s",7,0
"12-50-51-44",1,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Women","Hehe","","In their 30s",3,3
"12-50-51-44",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Hehe","","In their 30s",2,2
"12-50-51-44",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Hehe","","In their 30s",3,2
"64-36-21-26",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Other, Specify","Chaga","In their 40s",29,29
"64-36-21-26",2,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Women","Hehe","","In their 20s",29,29
"64-36-21-26",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Hehe","","In their 20s",29,29
"78-84-99-05",1,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Men","Bena","","In their 30s",0,0
"78-84-99-05",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Bena","","In their 50s",10,3
"78-84-99-05",3,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Hehe","","In their 40s",0,0
"37-66-37-12",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 60s",29,5
"37-66-37-12",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 40s",6,0
"37-66-37-12",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 40s",15,0
"52-54-55-08",1,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Hehe","","In their 50s",3,0
"52-54-55-08",2,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Hehe","","In their 40s",5,0
"52-54-55-08",3,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Hehe","","In their 50s",4,0
"32-13-89-08",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 50s",0,0
"32-13-89-08",2,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Hehe","","In their 20s",0,0
"32-13-89-08",3,"No","No","No","No","Yes","No","Yes","No","Yes","No","No","No",,"Men","Hehe","","In their 60s",3,0
"85-25-22-09",1,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Hehe","","In their 40s",10,2
"85-25-22-09",2,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Hehe","","In their 40s",15,6
"85-25-22-09",3,"No","No","No","No","No","Yes","No","No","Yes","No","No","No",,"Men","Bena","","In their 40s",20,7
"72-82-24-11",1,"No","No","No","No","No","No","Yes","No","Yes","No","No","No",,"Men","Hehe","","&gt;70",2,2
"72-82-24-11",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Hehe","","In their 60s",20,10
"72-82-24-11",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Hehe","","In their 50s",15,10
"36-18-65-12",1,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Hehe","","In their 40s",5,5
"36-18-65-12",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Hehe","","In their 40s",7,7
"36-18-65-12",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Hehe","","In their 30s",10,2
"42-45-66-86",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 40s",3,3
"42-45-66-86",2,"No","Yes","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 60s",3,3
"42-45-66-86",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Hehe","","In their 60s",3,3
"44-14-86-31",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 30s",3,3
"44-14-86-31",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","&gt;70",2,2
"44-14-86-31",3,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Hehe","","In their 30s",1,0
"84-19-29-35",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 60s",15,6
"84-19-29-35",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Hehe","","&gt;70",4,4
"84-19-29-35",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Hehe","","In their 50s",8,5
"39-19-67-67",1,"No","No","No","No","No","No","Yes","No","Yes","No","No","No",,"Men","Hehe","","In their 60s",7,7
