interview__key,h02,h03,h03_oth,h04,h04_oth,h05,h05_oth,h06,h06_oth,h07,h07_oth
"75-36-25-09",2,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"92-13-03-64",6,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"32-53-28-17",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"18-06-29-93",2,"Iron sheets","","Concrete","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"86-17-31-91",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"34-05-05-84",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"24-72-79-56",4,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"56-10-85-53",5,"Iron sheets","","Wood","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"65-86-13-71",4,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud","Sand","","Piped water (house or public)","","Flush toilet",""
"47-19-77-59",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"72-38-19-68",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"87-95-06-00",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"27-03-96-63",5,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"43-65-32-18",4,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"20-11-50-00",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"93-65-33-33",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"35-33-01-98",2,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","Covered pit latrine without a slab",""
"52-85-83-28",5,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"83-02-65-23",7,"Iron sheets","","Wood","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"56-88-41-02",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"67-06-10-95",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"96-49-31-22",3,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"10-07-11-91",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"13-05-66-13",3,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"47-07-01-10",4,"Iron sheets","","Other➡️ Please specify","burnt bricks with cement","Cement screed","","Piped water (house or public)","","Flush toilet",""
"37-48-11-93",4,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"67-06-61-48",4,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"89-00-56-37",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"28-16-54-68",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"44-25-43-31",7,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Covered pit patrine with slab",""
"33-83-81-59",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"94-91-64-84",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"58-84-03-84",2,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"41-54-65-45",6,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"55-68-02-17",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"14-43-79-24",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"06-98-04-04",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"48-67-43-42",2,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"46-95-07-61",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"97-29-47-65",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"74-85-56-04",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"50-63-58-49",9,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"37-89-69-52",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"29-36-47-57",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"96-44-22-62",3,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"02-51-86-61",2,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"18-39-49-03",1,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"64-03-84-99",1,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"49-82-95-52",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"59-52-11-34",4,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"59-43-90-91",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"30-40-96-29",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"57-67-24-08",2,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","VIP latrine",""
"51-50-93-36",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","VIP latrine",""
"90-76-57-66",3,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"69-63-24-75",3,"Iron sheets","","Bricks with cement","","Sand","","Piped water (house or public)","","Covered pit latrine without a slab",""
"98-67-98-63",4,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"27-72-61-17",6,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"37-84-88-65",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"14-81-03-80",2,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"53-19-96-03",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"83-97-00-24",4,"Iron sheets","","Other➡️ Please specify","burnt brick with cement","Other➡️ Please specify","cement rough (not screed)","Piped water (house or public)","","VIP latrine",""
"46-19-90-07",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"92-29-31-08",3,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"17-42-40-28",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"45-79-64-22",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"13-96-72-87",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"19-29-74-86",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"35-00-29-50",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"59-86-12-12",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"76-11-26-21",1,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"62-32-74-83",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"38-96-93-13",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"29-68-16-29",8,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"81-19-19-51",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"66-94-31-99",7,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"49-37-92-04",6,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"21-55-58-12",9,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"12-96-07-43",4,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"93-06-19-65",2,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"11-66-34-17",3,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"56-59-99-19",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"31-05-57-57",2,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"10-22-42-13",1,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud and cement","Cement screed","","Piped water (house or public)","","Other➡️ Please specify","he used relative toilet"
"78-11-12-15",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"46-31-75-02",1,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"08-59-45-61",3,"Thatched grass","","Wood","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"44-58-66-87",2,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"61-83-81-67",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"05-38-54-18",5,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"83-79-00-11",3,"Thatched grass","","Other➡️ Please specify","Burnt bricks with mud and other part mud with poles","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"01-37-46-42",4,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"12-21-05-43",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"91-17-37-47",4,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud","Sand","","Piped water (house or public)","","VIP latrine",""
"78-30-57-92",1,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"46-37-91-60",6,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"21-41-06-23",4,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"72-86-62-61",5,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"10-25-72-61",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"09-97-42-13",3,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"40-84-03-01",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"67-68-95-71",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"40-87-67-76",3,"Iron sheets","","Concrete","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"53-06-55-30",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"27-68-03-52",3,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"31-09-93-80",9,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"99-42-64-05",3,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"50-99-25-24",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"43-58-14-96",3,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"20-64-96-32",2,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"05-63-81-75",4,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"30-58-59-34",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"37-78-49-16",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"52-38-96-08",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"74-41-82-14",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"39-49-23-24",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"01-07-36-19",7,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"18-35-86-78",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"48-62-04-43",7,"Iron sheets","","Other➡️ Please specify","Bricks with mud","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"37-36-66-29",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"23-98-09-79",4,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud and cement","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"17-40-48-73",3,"Iron sheets","","Other➡️ Please specify","burnt bricks with cement and mud","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"10-94-03-72",4,"Iron sheets","","Other➡️ Please specify","burnt brick with mud","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"99-02-51-45",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","VIP latrine",""
"80-26-66-95",9,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"83-04-04-09",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"90-43-64-15",6,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"07-17-03-20",3,"Iron sheets","","Bricks with cement","","Other➡️ Please specify","cement rough","Piped water (house or public)","","VIP latrine",""
"83-78-16-55",4,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"82-41-37-73",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"57-66-78-32",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"19-38-64-11",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","VIP latrine",""
"09-79-30-27",4,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"16-36-46-03",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"29-33-47-98",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","VIP latrine",""
"71-36-42-24",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"53-26-25-13",3,"Iron sheets","","Other➡️ Please specify","burnt brick with mud","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"73-14-84-43",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"37-05-61-84",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Ecosan toilet",""
"10-79-21-80",3,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"71-25-75-41",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"07-05-98-97",4,"Iron sheets","","Other➡️ Please specify","burnt brick with mud","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"10-73-90-09",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"84-88-48-48",10,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"54-31-68-36",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"45-71-98-33",5,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"27-11-46-19",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"42-55-71-95",10,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"53-10-63-62",4,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","VIP latrine",""
"75-46-17-40",7,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"65-21-97-07",7,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"71-15-20-71",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
"45-78-55-42",3,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"79-58-56-71",4,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud","Sand","","Piped water (house or public)","","VIP latrine",""
"03-48-58-80",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"27-44-99-33",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"36-68-49-71",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"68-16-01-33",5,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"61-84-87-27",6,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"52-39-81-92",2,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"53-10-37-83",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"20-43-08-03",2,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"82-59-96-75",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"00-90-86-19",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Ecosan toilet",""
"49-39-09-00",7,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"72-52-50-05",3,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud","Sand","","Piped water (house or public)","","Covered pit latrine without a slab",""
"55-72-94-92",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"58-19-75-80",1,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"29-86-85-66",4,"Iron sheets","","Other➡️ Please specify","Bricks with cement and mud","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"75-69-40-10",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"44-12-79-34",3,"Thatched grass","","Other➡️ Please specify","bricks with cement and mud","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"91-78-46-88",5,"Iron sheets","","Other➡️ Please specify","bricks with cement and mud","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"37-25-02-09",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"88-73-32-16",2,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"55-56-00-41",4,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"34-77-61-74",4,"Iron sheets","","Concrete","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"33-67-48-86",4,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","VIP latrine",""
"94-42-36-98",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
"76-40-74-03",4,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud and cement","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"06-67-72-60",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"28-69-62-69",5,"Iron sheets","","Other➡️ Please specify","bricks with mud","Sand","","Piped water (house or public)","","Covered pit latrine without a slab",""
"49-95-19-41",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"75-71-59-88",5,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"49-01-19-20",6,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"06-30-46-81",2,"Iron sheets","","Other➡️ Please specify","burnt brick with mud","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"05-55-74-03",9,"Iron sheets","","Concrete","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"56-78-80-92",2,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"25-17-27-31",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"96-39-63-39",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"81-42-10-54",4,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"81-46-38-58",3,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"08-94-56-34",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"24-87-22-92",2,"Iron sheets","","Other➡️ Please specify","Bricks with mud","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"30-69-73-88",6,"Iron sheets","","Other➡️ Please specify","burn bricks with mud","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"72-71-89-86",6,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud","Sand","","Piped water (house or public)","","VIP latrine",""
"11-04-05-87",8,"Iron sheets","","Concrete","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"69-48-65-88",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"18-22-43-52",3,"Thatched grass","","Other➡️ Please specify","burnt bricks with mud","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"92-56-88-52",5,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
