interview__key,h02,h03,h03_oth,h04,h04_oth,h05,h05_oth,h06,h06_oth,h07,h07_oth
"15-76-60-42",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"31-41-38-46",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"01-03-25-84",3,"Concrete","","Tin/iron sheets/mabaati","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"31-13-18-39",5,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","VIP latrine",""
"49-33-75-72",4,"Iron sheets","","Bricks with cement","","Other➡️ Please specify","bricks floor","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"72-79-79-86",4,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"86-17-23-69",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"35-55-11-33",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"74-41-75-97",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"75-64-48-24",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"46-90-31-29",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"32-45-37-94",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"29-06-99-56",4,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"86-92-94-72",6,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"95-96-07-01",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"56-10-42-62",4,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"39-85-42-75",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"51-15-10-63",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"81-75-45-31",6,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"57-29-61-37",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"92-19-38-79",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"51-61-36-83",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"26-90-05-49",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"66-97-67-27",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"78-48-49-89",5,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"98-05-66-83",2,"Iron sheets","","Unburnt bricks with mud","","Sand","","Piped water (house or public)","","Uncovered pit latrine",""
"78-17-71-31",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"35-97-55-04",9,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","VIP latrine",""
"01-00-08-00",6,"Concrete","","Tin/iron sheets/mabaati","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"23-16-40-98",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"33-60-15-24",8,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"83-29-00-04",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","VIP latrine",""
"39-46-43-34",6,"Concrete","","Tin/iron sheets/mabaati","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"83-88-85-49",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"86-33-34-77",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","VIP latrine",""
"85-40-54-06",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"99-20-43-65",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"84-47-44-08",5,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"95-71-45-18",5,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"43-23-29-59",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Ecosan toilet",""
"65-07-52-31",9,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"24-72-94-40",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"27-52-71-52",10,"Concrete","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"21-67-72-81",6,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"40-08-15-69",6,"Concrete","","Tin/iron sheets/mabaati","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"40-09-03-46",3,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"88-78-79-65",4,"Concrete","","Tin/iron sheets/mabaati","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"72-36-26-24",6,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"07-13-49-69",6,"Tin","","Tin/iron sheets/mabaati","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"02-58-47-09",6,"Iron sheets","","Bricks with cement","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"22-68-37-41",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"75-57-77-41",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"04-02-68-66",5,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"02-25-96-16",4,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"48-71-75-24",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"81-80-02-23",3,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"42-14-73-23",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"76-93-41-01",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"95-12-78-81",6,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"20-49-21-26",3,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"93-19-03-86",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"83-16-53-05",6,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","VIP latrine",""
"96-79-62-23",6,"Concrete","","Tin/iron sheets/mabaati","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"45-89-04-52",2,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"12-50-51-44",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"64-36-21-26",6,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"78-84-99-05",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"37-66-37-12",4,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","VIP latrine",""
"52-54-55-08",6,"Concrete","","Wood","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"32-13-89-08",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"85-25-22-09",4,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"72-82-24-11",8,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"36-18-65-12",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"42-45-66-86",4,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"44-14-86-31",3,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"84-19-29-35",6,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"39-19-67-67",7,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"43-82-97-85",7,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"91-14-48-53",4,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","VIP latrine",""
"20-26-28-94",7,"Concrete","","Wood","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"23-89-23-81",6,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"52-40-25-11",5,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"58-44-00-29",8,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"94-81-60-01",5,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"00-76-76-29",5,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"30-24-92-73",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"23-53-41-46",6,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","Covered pit patrine with slab",""
"62-55-13-64",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"42-85-64-91",6,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"90-50-65-07",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"54-70-24-21",5,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"38-66-21-90",6,"Concrete","","Tin/iron sheets/mabaati","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"32-53-90-85",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"67-43-43-96",6,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud","Sand","","Piped water (house or public)","","Covered pit patrine with slab",""
"30-12-86-30",3,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"18-64-04-51",6,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","VIP latrine",""
"44-00-42-23",4,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"49-30-59-44",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"08-14-33-80",2,"Iron sheets","","Wood","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"03-68-26-31",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"76-88-86-20",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"41-48-09-97",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"21-76-07-53",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"01-41-01-54",5,"Iron sheets","","Other➡️ Please specify","burnt brick with mud","Cement screed","","Piped water (house or public)","","Flush toilet",""
"13-11-49-85",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"72-37-75-96",5,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"71-85-96-60",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"92-03-64-77",4,"Iron sheets","","Other➡️ Please specify","burnt brick with mud","Smooth earth (soil)","","Piped water (house or public)","","VIP latrine",""
"33-40-16-02",5,"Concrete","","Wood","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"55-06-75-57",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"01-05-06-43",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"12-46-80-99",4,"Iron sheets","","Bricks with cement","","Sand","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"34-76-42-19",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"62-44-56-00",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"35-05-05-79",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"00-88-32-67",6,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"65-77-01-81",5,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"68-46-66-56",5,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"30-46-23-21",5,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"13-17-41-36",7,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","VIP latrine",""
"99-55-34-47",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"82-90-83-43",5,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"98-51-51-03",3,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"10-71-84-42",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"49-18-02-61",8,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"58-97-08-64",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"61-93-54-26",7,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"51-95-58-91",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"32-49-75-13",4,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"68-39-51-63",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"46-13-75-58",7,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"40-78-00-02",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"69-63-50-52",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","VIP latrine",""
"20-96-52-92",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"37-33-23-29",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"55-09-60-79",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"13-88-02-80",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"50-55-09-07",5,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"85-93-95-50",5,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"97-19-27-00",3,"Concrete","","Tin/iron sheets/mabaati","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"60-48-30-05",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"80-01-40-08",4,"Iron sheets","","Other➡️ Please specify","burnt bricks with cement","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"29-52-09-79",4,"Iron sheets","","Unburnt bricks with mud","","Sand","","Piped water (house or public)","","VIP latrine",""
"07-76-06-35",10,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"73-75-27-37",1,"Concrete","","Tin/iron sheets/mabaati","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"99-26-76-45",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"91-46-41-86",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"67-86-22-06",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"98-64-51-77",7,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"83-59-27-80",6,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","Covered pit latrine without a slab",""
"12-54-62-85",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"47-32-93-31",4,"Concrete","","Tin/iron sheets/mabaati","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"45-06-90-36",4,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"24-42-82-26",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"22-27-70-86",5,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"04-24-78-04",2,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"83-44-01-42",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","VIP latrine",""
"55-32-62-10",9,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"16-97-28-87",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"79-79-53-26",4,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"86-05-40-89",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"06-02-25-50",5,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"07-64-12-97",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"67-73-53-75",2,"Iron sheets","","Bricks with cement","","Sand","","Piped water (house or public)","","Flush toilet",""
"96-07-74-28",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"13-42-68-56",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"78-89-03-74",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"29-15-86-87",7,"Concrete","","Tin/iron sheets/mabaati","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"83-15-50-69",6,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"96-73-61-56",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"68-46-53-43",4,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","Covered pit latrine without a slab",""
"65-84-91-55",5,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"79-25-63-35",6,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"80-29-04-22",7,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"15-34-92-71",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"28-29-76-59",7,"Concrete","","Wood","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"26-01-09-21",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"29-37-06-51",3,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"81-06-47-80",3,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"65-79-07-96",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"10-31-70-66",6,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"32-61-55-41",2,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"33-65-05-28",7,"Concrete","","Wood","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"37-31-29-27",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"13-98-20-22",7,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"04-80-94-39",7,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"28-75-01-80",6,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","Covered pit latrine without a slab",""
"30-19-51-31",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"29-29-81-12",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"83-66-69-06",2,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"26-43-59-91",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"97-96-91-38",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"27-34-90-31",4,"Concrete","","Tin/iron sheets/mabaati","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"23-72-17-40",6,"Concrete","","Tin/iron sheets/mabaati","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"39-58-22-39",6,"Concrete","","Tin/iron sheets/mabaati","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"97-79-33-71",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"69-57-31-01",4,"Concrete","","Grass","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"60-54-64-58",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"89-99-48-67",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
"44-61-50-65",4,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"12-80-78-48",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"28-02-97-48",5,"Concrete","","Tin/iron sheets/mabaati","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
