interview__key,lndprep__1,lndprep__2,lndprep__3,lndprep__4,cp021__1,cp021__2,cp021__3,cp021_source__1,cp021_source__2,cp021_source__3,cp021_source__4,cp021_source__5,cp021_source__6,cp021_source__96,cp021_source_other,cp_plantdays,cp_weedays,cp_hvstdays,cp_lbrdays,irr_train,cp026__1,cp026__2,cp026__3,cp026__4,cp026__5,cp026__6,cp026__7,cp026__96,cp026_oth,cp028,cp028_inst__1,cp028_inst__2,cp028_inst__3,cp028_inst__4,cp028_inst__5,cp028_inst__6,cp028_inst__7,cp029,cp030,cp031,cp032,crop_residue__1,crop_residue__2,crop_residue__3,crop_residue__4,crop_residue__5,crop_residue__96
"64-84-94-47",0,1,0,0,"Yes","No","No",,,,,,,,,6,14,7,0,1,"Yes","No","No","No","No","No","No","No",,,,,,,,,,,,,,0,1,1,0,0,0
"47-86-51-93",0,1,0,0,"Yes","No","No",,,,,,,,,3,7,3,0,1,"Yes","Yes","No","No","No","Yes","No","No",,,,,,,,,,,,,,0,0,1,0,0,0
"89-64-71-91",0,1,0,0,"Yes","No","Yes","No","No","No","No","No","No","Yes",,8,14,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0
"32-24-09-18",0,1,0,0,"Yes","No","No",,,,,,,,,2,10,3,0,1,"No","Yes","No","No","Yes","Yes","No","No",,,,,,,,,,,,,,0,0,1,1,0,0
"54-13-98-82",0,1,0,0,"Yes","No","No",,,,,,,,,2,5,5,0,1,"Yes","Yes","No","No","No","No","No","No",,,,,,,,,,,,,,0,1,0,0,0,0
"21-11-21-29",0,1,0,0,"No","Yes","No",,,,,,,,,1,7,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"81-55-77-74",0,1,0,0,"Yes","No","No",,,,,,,,,6,29,14,0,1,"No","No","Yes","No","No","No","No","No",,,,,,,,,,,,,,0,0,1,0,0,0
"23-00-40-40",0,1,0,0,"Yes","No","No",,,,,,,,,2,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0
"17-59-86-59",0,1,0,0,"Yes","No","No",,,,,,,,,7,14,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"89-73-28-02",0,1,0,0,"Yes","No","No",,,,,,,,,7,14,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"14-55-50-79",0,1,0,0,"No","Yes","No",,,,,,,,,5,60,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1
"60-36-21-40",0,1,0,0,"No","Yes","No",,,,,,,,,6,8,24,38,3,"Yes","Yes","No","No","No","No","No","No",,,,,,,,,,,,,,0,1,0,0,0,0
"57-25-85-63",0,1,0,0,"Yes","No","No",,,,,,,,,10,16,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"80-36-08-51",0,1,0,0,"Yes","No","No",,,,,,,,,7,30,21,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"73-98-72-78",0,1,0,0,"Yes","Yes","No",,,,,,,,,1,28,14,0,1,"Yes","Yes","No","No","No","No","No","No",,,"No","No","No","No","No","No","Yes",,,,,0,0,1,1,0,0
"48-58-14-95",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,7,31,62,2,3,"Yes","Yes","Yes","Yes","No","No","No","No",,,,,,,,,,,,,,0,0,0,1,0,0
"08-00-46-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45-96-62-88",0,1,0,0,"Yes","No","No",,,,,,,,,12,30,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0
"58-44-41-63",0,1,0,0,"Yes","No","No",,,,,,,,,14,30,60,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"36-02-91-03",1,0,0,0,"Yes","No","No",,,,,,,,,2,7,2,6,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"29-24-40-33",0,1,0,0,"No","Yes","No",,,,,,,,,2,7,3,0,1,"No","Yes","No","No","No","No","No","No",,,"No","No","No","No","No","No","Yes",,,,,0,0,1,0,0,0
"64-42-73-18",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,4,14,4,18,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"56-97-76-00",0,1,0,0,"Yes","No","No",,,,,,,,,8,28,12,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"37-93-28-73",0,1,0,1,"Yes","Yes","No",,,,,,,,,7,17,30,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"03-58-95-42",0,1,0,0,"Yes","No","No",,,,,,,,,60,30,30,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"15-23-04-89",0,1,0,0,"Yes","No","No",,,,,,,,,30,30,21,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"51-35-95-32",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,15,19,4,25,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,1,0,0,0,0
"32-54-58-03",0,1,0,0,"Yes","No","No",,,,,,,,,2,7,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"45-15-07-99",0,1,0,0,"Yes","No","No",,,,,,,,,6,8,7,21,2,"Yes","Yes","No","No","No","No","No","No",,,,,,,,,,,,,,0,1,0,0,0,0
"59-16-11-16",0,1,0,0,"Yes","No","No",,,,,,,,,20,9,10,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"78-92-27-80",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,1,14,1,3,0,,,,,,,,,,,"No","No","No","Yes","No","No","No",,,,,0,1,0,0,0,0
"24-78-22-03",0,1,0,0,"Yes","Yes","No",,,,,,,,,2,9,6,5,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"61-90-23-18",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,32,16,14,62,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0
"36-41-14-75",0,1,0,0,"Yes","No","No",,,,,,,,,7,7,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"15-24-20-62",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,2,8,8,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"13-30-97-65",0,1,0,0,"Yes","Yes","No",,,,,,,,,8,17,14,2,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"62-39-49-91",0,1,0,0,"Yes","No","No",,,,,,,,,9,6,2,15,6,"Yes","Yes","No","No","No","No","No","No",,,"No","No","Yes","No","No","No","No",,,,,0,0,1,0,0,0
"37-93-31-47",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,2,3,4,9,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,1,0,0,0,0
"41-29-34-43",0,1,0,0,"Yes","Yes","No",,,,,,,,,30,30,30,5,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0
"24-91-36-31",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,4,5,1,1,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0
"85-94-51-81",0,1,0,0,"Yes","No","Yes","No","No","No","No","No","No","Yes",,6,10,7,0,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,0,0,1,1,1
"05-53-82-60",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,3,6,21,2,5,"Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,0,0,0,1,0,0
"79-66-45-07",0,1,0,0,"Yes","No","No",,,,,,,,,1,7,2,0,1,"No","Yes","No","No","Yes","Yes","No","No",,,,,,,,,,,,,,0,0,1,1,0,0
"78-15-69-36",0,1,0,0,"Yes","No","No",,,,,,,,,7,14,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"53-49-72-57",0,1,0,0,"Yes","No","No",,,,,,,,,30,30,30,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"66-30-66-08",0,1,0,0,"No","Yes","No",,,,,,,,,2,14,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"36-62-86-65",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,2,7,2,10,3,"Yes","Yes","Yes","Yes","Yes","No","No","No",,,,,,,,,,,,,,0,0,1,0,0,0
"93-72-05-88",0,1,0,0,"Yes","No","No",,,,,,,,,2,8,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"64-59-07-31",0,1,0,0,"No","Yes","No",,,,,,,,,14,30,30,21,2,"Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,0,0,1,0,0,0
"14-20-80-15",0,1,0,1,"Yes","Yes","No",,,,,,,,,13,34,5,1,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"78-03-04-37",0,1,0,0,"Yes","No","No",,,,,,,,,14,30,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"56-24-05-48",0,1,0,0,"Yes","No","No",,,,,,,,,14,40,13,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"53-23-20-20",0,1,0,0,"Yes","No","No",,,,,,,,,2,14,2,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"52-44-39-84",0,1,0,0,"Yes","No","No",,,,,,,,,7,14,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"67-64-28-49",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,3,7,6,4,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"75-72-38-92",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,32,10,40,40,2,"Yes","Yes","Yes","No","No","No","No","No",,,"No","Yes","No","No","No","No","No",,,,,0,1,0,0,0,0
"37-95-25-26",0,1,0,0,"No","Yes","No",,,,,,,,,3,10,7,2,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"16-25-25-05",0,1,0,0,"Yes","No","No",,,,,,,,,4,14,3,3,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"61-27-42-98",0,1,0,0,"No","Yes","No",,,,,,,,,7,30,60,14,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"47-23-15-41",0,1,0,0,"Yes","No","No",,,,,,,,,3,8,2,0,1,"Yes","Yes","No","No","No","No","No","No",,,,,,,,,,,,,,0,1,0,0,0,0
"19-28-77-73",0,1,0,0,"Yes","No","No",,,,,,,,,21,42,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"68-18-94-35",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,3,6,4,10,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"93-17-92-46",0,1,0,0,"Yes","No","No",,,,,,,,,8,16,9,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"93-76-84-35",0,1,0,0,"Yes","Yes","No",,,,,,,,,5,10,1,4,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"44-86-19-68",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,7,14,21,30,5,"No","No","No","No","No","No","No","Yes",,,,,,,,,,,,,,0,0,0,1,0,1
"99-24-36-43",0,1,0,0,"Yes","No","No",,,,,,,,,2,10,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0
"18-82-63-90",0,1,0,0,"Yes","Yes","No",,,,,,,,,7,10,15,10,0,,,,,,,,,,,"No","No","No","Yes","No","No","No",,,,,0,0,0,1,0,0
"86-57-20-12",0,1,0,0,"Yes","No","No",,,,,,,,,10,20,20,7,1,"Yes","Yes","No","Yes","No","No","No","No",,,,,,,,,,,,,,0,0,1,0,0,0
"38-84-93-57",0,1,0,0,"No","Yes","No",,,,,,,,,14,75,50,7,0,,,,,,,,,,,"No","No","No","Yes","No","No","No",,,,,0,0,0,1,0,0
"27-07-91-33",0,1,0,0,"Yes","No","No",,,,,,,,,6,17,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0
"50-08-65-68",0,1,0,0,"No","Yes","No",,,,,,,,,2,30,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"78-04-92-62",0,1,0,0,"Yes","No","No",,,,,,,,,2,3,3,10,2,"Yes","Yes","Yes","No","No","No","Yes","No",,,"No","No","No","No","No","No","Yes",,,,,0,0,1,1,0,0
"52-85-47-82",0,1,0,0,"Yes","Yes","No",,,,,,,,,6,30,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"19-35-88-74",0,1,1,0,"No","No","Yes","No","No","Yes","No","No","No","No",,3,5,1,1,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"59-09-71-58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-51-37-03",0,1,0,0,"Yes","No","No",,,,,,,,,5,20,1,1,5,"Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,0,1,0,1,0,0
"75-11-11-88",0,1,0,0,"No","Yes","No",,,,,,,,,2,30,30,7,1,"Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,0,1,1,0,0,0
"22-78-28-40",0,1,0,0,"Yes","No","No",,,,,,,,,3,7,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"25-98-64-43",0,1,0,0,"Yes","No","No",,,,,,,,,12,28,24,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"56-29-47-60",0,1,0,0,"Yes","No","No",,,,,,,,,19,28,28,0,0,,,,,,,,,,,"No","No","No","No","No","No","Yes",,,,,0,1,0,0,0,0
"82-22-01-30",0,1,0,0,"No","Yes","No",,,,,,,,,3,14,7,8,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"15-47-66-05",0,1,0,0,"Yes","No","No",,,,,,,,,14,21,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0
"04-89-61-71",0,1,0,0,"Yes","No","No",,,,,,,,,4,28,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"58-73-17-40",0,0,0,1,"Yes","No","No",,,,,,,,,15,30,21,14,1,"Yes","No","No","Yes","No","No","No","No",,,"No","No","No","No","No","No","Yes",,,,,0,0,1,0,0,0
"82-66-58-84",0,1,0,0,"Yes","No","No",,,,,,,,,10,6,32,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0
"40-67-36-34",0,1,0,0,"Yes","No","No",,,,,,,,,3,14,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"76-04-73-59",0,1,0,0,"Yes","No","No",,,,,,,,,1,30,7,38,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"84-25-35-86",0,1,0,0,"No","Yes","No",,,,,,,,,7,20,4,0,2,"Yes","No","No","No","No","No","No","No",,,,,,,,,,,,,,0,1,0,1,0,0
"29-66-30-52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-37-18-88",0,1,0,0,"Yes","No","No",,,,,,,,,3,28,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"62-42-00-50",0,1,0,0,"No","Yes","No",,,,,,,,,15,60,9,0,0,,,,,,,,,,,"No","No","No","No","No","No","Yes",,,,,0,0,0,1,0,0
"94-15-10-76",0,1,1,0,"Yes","Yes","No",,,,,,,,,7,28,1,0,2,"Yes","Yes","Yes","No","No","No","No","Yes",,,,,,,,,,,,,,0,1,0,1,0,0
"42-39-21-50",0,1,0,0,"Yes","No","No",,,,,,,,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"84-84-86-66",0,1,1,0,"Yes","Yes","No",,,,,,,,,5,7,1,3,8,"Yes","Yes","Yes","No","No","Yes","No","No",,,,,,,,,,,,,,0,1,1,1,0,0
"53-27-67-24",0,1,0,0,"Yes","Yes","No",,,,,,,,,3,12,7,1,0,,,,,,,,,,,"No","No","Yes","No","No","No","No",,,,,0,0,0,1,0,0
"02-02-62-52",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,7,60,14,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0
"10-89-66-70",0,1,0,0,"Yes","Yes","No",,,,,,,,,10,15,14,2,2,"Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,0,0,0,1,0,0
"28-72-52-28",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,30,30,30,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"89-15-58-91",0,1,0,0,"No","Yes","No",,,,,,,,,7,13,12,5,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"57-65-92-31",0,1,0,0,"Yes","Yes","No",,,,,,,,,1,4,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"78-69-73-93",0,1,0,0,"Yes","No","No",,,,,,,,,17,5,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"86-71-54-16",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,2,2,4,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"49-00-37-24",0,1,0,0,"Yes","No","No",,,,,,,,,9,14,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"60-73-62-17",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,3,10,7,12,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"16-68-23-18",0,1,0,0,"Yes","No","No",,,,,,,,,6,15,21,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"75-36-25-09",0,1,0,0,"Yes","No","No",,,,,,,,,4,21,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"92-13-03-64",1,0,0,0,"No","No","Yes","No","Yes","No","No","No","No","No",,1,10,3,13,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"32-53-28-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-06-29-93",0,1,0,0,"Yes","No","No",,,,,,,,,3,7,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"86-17-31-91",0,1,0,0,"Yes","No","No",,,,,,,,,4,7,3,0,1,"Yes","No","No","No","No","No","No","No",,,,,,,,,,,,,,0,1,0,0,0,0
"34-05-05-84",0,1,0,0,"Yes","No","No",,,,,,,,,29,29,29,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"24-72-79-56",1,0,0,0,"Yes","No","No",,,,,,,,,3,30,14,8,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"56-10-85-53",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,7,5,10,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"65-86-13-71",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,6,30,15,20,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0
"47-19-77-59",0,1,0,0,"Yes","No","No",,,,,,,,,2,14,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"72-38-19-68",0,1,0,0,"Yes","No","No",,,,,,,,,5,28,10,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0
"87-95-06-00",0,1,0,0,"No","Yes","No",,,,,,,,,30,30,30,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"27-03-96-63",0,1,0,0,"Yes","No","No",,,,,,,,,20,50,15,20,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"43-65-32-18",0,1,0,0,"No","Yes","No",,,,,,,,,9,16,9,6,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"20-11-50-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"93-65-33-33",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,6,6,6,0,,,,,,,,,,,"No","No","No","No","No","No","Yes",,,,,0,0,0,1,0,0
"35-33-01-98",0,1,0,0,"Yes","Yes","No",,,,,,,,,1,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"52-85-83-28",0,1,0,0,"Yes","No","No",,,,,,,,,3,42,5,0,1,"Yes","Yes","No","Yes","No","No","No","No",,,,,,,,,,,,,,0,1,0,1,0,0
"83-02-65-23",0,1,0,0,"Yes","No","No",,,,,,,,,8,4,14,4,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"56-88-41-02",0,1,0,0,"No","Yes","No",,,,,,,,,2,30,2,0,1,"Yes","Yes","Yes","No","No","No","No","No",,,"No","No","No","Yes","No","No","No",,,,,0,0,0,1,0,0
"67-06-10-95",0,1,0,0,"Yes","No","No",,,,,,,,,8,60,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"96-49-31-22",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,1,3,3,3,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"10-07-11-91",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,60,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"13-05-66-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-07-01-10",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,4,30,3,3,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"37-48-11-93",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,7,30,14,40,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"67-06-61-48",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,6,21,7,34,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"89-00-56-37",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,2,16,4,20,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"28-16-54-68",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,1,2,20,12,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,,0,0,1,0,0,0
"44-25-43-31",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,5,5,10,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"33-83-81-59",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,1,21,2,2,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"94-91-64-84",1,0,0,0,"No","No","Yes","No","Yes","No","No","No","No","No",,14,11,21,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"58-84-03-84",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,1,120,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"41-54-65-45",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,3,8,7,150,1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,,0,1,0,0,0,0
"55-68-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-43-79-24",0,1,0,0,"Yes","No","No",,,,,,,,,1,5,2,5,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"06-98-04-04",0,0,1,0,"No","No","Yes","No","Yes","Yes","No","No","No","No",,15,94,50,7,1,"Yes","No","No","No","No","No","No","No",,,"No","No","Yes","No","No","No","No",,,,,0,0,1,0,0,0
"48-67-43-42",0,1,1,0,"No","No","Yes","No","No","Yes","No","No","No","No",,2,9,12,21,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"46-95-07-61",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,1,7,7,4,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"97-29-47-65",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,28,28,28,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"74-85-56-04",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,5,14,7,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"50-63-58-49",0,1,1,0,"No","No","Yes","No","No","Yes","No","No","No","No",,28,5,10,15,1,"No","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,0,0,1,0,0,0
"37-89-69-52",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,21,21,14,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"29-36-47-57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"96-44-22-62",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,7,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"02-51-86-61",0,1,0,0,"Yes","No","No",,,,,,,,,7,14,4,3,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"18-39-49-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"64-03-84-99",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,6,14,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"49-82-95-52",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,3,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"59-52-11-34",0,1,0,0,"Yes","No","No",,,,,,,,,1,7,1,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"59-43-90-91",1,0,0,0,"No","No","Yes","No","Yes","No","No","No","No","No",,2,2,1,0,0,,,,,,,,,,,"No","Yes","No","No","No","No","No",,,,,0,0,1,0,0,0
"30-40-96-29",0,1,0,0,"Yes","No","No",,,,,,,,,2,7,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"57-67-24-08",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,1,30,7,25,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"51-50-93-36",0,1,0,0,"Yes","No","Yes","No","No","No","No","No","No","Yes",,14,30,30,7,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"90-76-57-66",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,28,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"69-63-24-75",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,1,21,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"98-67-98-63",0,1,1,0,"No","No","Yes","No","No","Yes","No","No","No","No",,4,21,2,27,0,,,,,,,,,,,"No","No","No","Yes","No","No","No",,,,,0,0,1,0,0,0
"27-72-61-17",0,1,1,0,"No","No","Yes","No","No","Yes","No","No","No","No",,7,60,6,60,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
