interview__key,lndprep__1,lndprep__2,lndprep__3,lndprep__4,cp021__1,cp021__2,cp021__3,cp021_source__1,cp021_source__2,cp021_source__3,cp021_source__4,cp021_source__5,cp021_source__6,cp021_source__96,cp021_source_other,cp_plantdays,cp_weedays,cp_hvstdays,cp_lbrdays,irr_train,cp026__1,cp026__2,cp026__3,cp026__4,cp026__5,cp026__6,cp026__7,cp026__96,cp026_oth,cp028,cp028_inst__1,cp028_inst__2,cp028_inst__3,cp028_inst__4,cp028_inst__5,cp028_inst__6,cp028_inst__7,cp029,cp030,cp031,cp032,crop_residue__1,crop_residue__2,crop_residue__3,crop_residue__4,crop_residue__5,crop_residue__96
"65-11-27-59",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,6,3,4,4,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"88-74-63-20",0,1,0,0,"No","Yes","No",,,,,,,,,1,30,3,0,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,0,1,0,0,0
"74-15-98-92",0,1,0,0,"No","Yes","No",,,,,,,,,2,50,4,14,1,"No","Yes","No","No","Yes","No","No","No",,,,,,,,,,,,,,0,0,1,0,0,0
"53-98-64-81",0,1,0,0,"Yes","No","No",,,,,,,,,3,7,31,5,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"79-94-33-31",0,1,1,0,"Yes","Yes","No",,,,,,,,,14,30,10,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"44-47-90-17",0,1,0,0,"No","Yes","No",,,,,,,,,1,30,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"29-83-03-47",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,2,14,14,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0
"50-57-96-51",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,15,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"55-37-25-70",0,1,0,0,"No","Yes","No",,,,,,,,,2,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"71-34-06-10",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,2,34,20,4,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"19-06-46-71",0,0,0,1,"Yes","No","No",,,,,,,,,1,14,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"38-40-25-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-06-26-91",0,1,1,0,"Yes","No","No",,,,,,,,,2,8,14,5,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"58-64-10-38",0,1,0,0,"Yes","Yes","No",,,,,,,,,1,48,3,0,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,1,0,0,0,0
"13-95-57-54",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,3,60,2,2,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,1,0,0,0,0
"47-67-62-28",0,1,0,0,"No","Yes","No",,,,,,,,,2,60,1,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0
"96-80-22-06",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,14,14,7,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"11-11-66-21",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,10,28,20,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"62-90-81-91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-58-38-15",0,1,0,0,"No","Yes","No",,,,,,,,,3,21,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"60-05-03-82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-26-53-30",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,60,30,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"52-64-71-85",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,4,60,8,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"20-65-75-92",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,3,20,28,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"15-48-45-49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12-80-86-60",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,21,25,11,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"79-49-70-48",0,1,0,0,"No","Yes","No",,,,,,,,,2,60,60,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"17-50-60-85",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,4,21,14,21,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"69-60-70-64",0,1,0,0,"No","Yes","No",,,,,,,,,3,60,10,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"50-18-09-61",0,1,0,0,"No","Yes","No",,,,,,,,,6,30,14,15,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"92-88-71-89",0,1,1,0,"Yes","Yes","No",,,,,,,,,10,40,20,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"63-56-49-05",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,60,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"35-15-30-36",1,0,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,2,60,25,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"60-45-66-66",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,3,60,21,60,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"27-04-54-49",0,0,1,0,"No","No","Yes","No","Yes","No","No","No","No","No",,4,35,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"74-33-74-42",0,1,1,0,"Yes","Yes","No",,,,,,,,,3,28,28,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"62-89-56-95",0,1,0,0,"Yes","Yes","Yes","No","No","No","No","No","No","Yes",,3,60,30,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"22-97-51-26",0,1,0,0,"No","Yes","No",,,,,,,,,3,60,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"12-39-62-46",0,1,1,0,"Yes","Yes","Yes","No","No","Yes","No","No","No","No",,3,3,5,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"49-65-69-49",0,1,0,0,"No","Yes","No",,,,,,,,,3,14,2,14,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"15-16-01-28",0,1,0,0,"No","Yes","No",,,,,,,,,1,31,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"12-72-22-77",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,1,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"08-25-51-14",0,1,0,0,"Yes","Yes","No",,,,,,,,,1,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"32-65-79-67",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,2,12,8,22,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"19-38-65-61",0,1,0,0,"No","Yes","No",,,,,,,,,2,30,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"17-45-14-15",0,1,0,0,"No","Yes","No",,,,,,,,,2,21,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"44-89-53-23",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,14,40,21,35,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
"18-93-14-98",0,1,0,0,"No","Yes","No",,,,,,,,,3,30,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"55-94-46-33",0,1,0,0,"Yes","Yes","No",,,,,,,,,3,30,8,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"34-96-75-45",0,1,0,0,"Yes","Yes","Yes","No","No","Yes","No","No","No","No",,5,21,10,5,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"81-41-37-07",0,0,0,1,"Yes","No","No",,,,,,,,,7,20,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"81-12-37-94",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,1,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"90-10-67-97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-77-91-16",0,1,0,0,"Yes","Yes","No",,,,,,,,,4,44,1,3,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"39-99-71-22",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,10,2,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"63-27-82-21",0,1,0,0,"Yes","Yes","No",,,,,,,,,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"12-57-09-17",0,1,0,0,"No","Yes","No",,,,,,,,,1,40,14,0,0,,,,,,,,,,,"No","No","No","No","No","Yes","No",,,,,0,0,1,0,0,0
"48-80-14-71",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,3,28,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"20-35-04-67",0,1,0,0,"No","Yes","No",,,,,,,,,2,60,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"66-80-39-89",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,15,28,28,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"65-65-92-08",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,10,30,21,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"28-72-09-15",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,10,23,14,8,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"93-50-38-85",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,21,21,14,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"54-94-37-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-40-54-13",0,1,0,0,"No","Yes","No",,,,,,,,,3,18,10,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"86-74-30-03",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,30,14,14,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"42-16-79-97",0,1,0,0,"Yes","Yes","Yes","No","No","Yes","No","No","No","No",,3,60,14,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"40-03-97-68",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,7,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"29-78-34-46",0,1,0,0,"No","Yes","Yes","No","No","Yes","No","No","No","No",,3,37,21,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"80-80-63-46",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,60,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0
"82-00-06-77",0,1,0,0,"Yes","Yes","No",,,,,,,,,1,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"39-18-34-69",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,30,30,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"06-74-60-98",0,1,0,0,"No","Yes","Yes","No","No","Yes","No","No","No","No",,2,60,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"96-59-50-58",0,1,0,0,"No","No","Yes","Yes","No","Yes","No","No","No","No",,5,60,30,90,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0
"31-14-26-53",0,1,0,0,"No","Yes","No",,,,,,,,,2,60,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"96-00-21-83",0,1,0,0,"No","Yes","No",,,,,,,,,4,30,21,5,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,0,1,0,0,0
