interview__key,crp_ip1_exp,crp_ip3_exp,crp_ip5_exp,crp_ip6_exp,crp_ip7_exp,crp_ip8_exp,crp_ip9_exp,crp_ip10_exp
"47-09-64-37",4800,0,0,0,3000,0,700,0
"34-25-65-08",2500,4000,2800,0,2000,2500,1700,1000
"86-44-30-89",4200,0,0,9000,0,0,700,0
"74-03-89-65",,,,,,,,
"56-65-93-48",2400,0,0,5000,3000,0,0,0
"66-39-11-55",480,0,3000,4500,3000,0,900,1000
"14-03-04-43",,,,,,,,
"27-47-38-04",2000,0,2500,0,0,0,500,0
"43-92-12-14",,,,,,,,
"05-86-89-30",,,,,,,,
"84-33-11-24",2500,0,0,6000,9800,0,0,0
"79-96-52-99",5000,0,0,15000,5000,0,200,1000
"27-91-30-19",,,,,,,,
"49-11-32-04",,,,,,,,
"88-01-30-83",,,,,,,,
"53-42-52-41",,,,,,,,
"18-88-95-82",3600,0,0,6000,1000,0,0,0
"44-20-34-87",,,,,,,,
"62-58-98-18",,,,,,,,
"10-26-36-54",,,,,,,,
"97-96-81-02",,,,,,,,
"29-40-66-47",6400,0,6300,9000,1800,0,1800,0
"18-40-35-80",,,,,,,,
"79-71-02-69",2000,0,1200,5000,0,0,600,0
"25-22-65-60",,,,,,,,
"89-59-08-73",,,,,,,,
"91-40-38-85",1500,0,0,0,0,0,0,0
"17-33-53-75",630,0,0,0,0,0,0,0
"48-20-09-62",4500,0,0,12000,4000,0,0,0
"29-88-28-45",900,0,750,1750,0,2000,700,0
"92-61-60-00",,,,,,,,
"98-05-61-12",,,,,,,,
"49-80-41-29",,,,,,,,
"56-67-61-31",1500,14000,4000,4800,0,0,0,0
"93-39-60-64",,,,,,,,
"75-50-72-64",2400,0,0,5000,6500,0,0,0
"13-68-33-58",1750,0,0,3500,0,0,0,0
"67-51-21-12",1200,1500,400,0,2000,0,300,0
"92-63-14-10",,,,,,,,
"23-95-53-31",960,0,0,0,1800,0,250,0
"76-83-42-25",3000,0,2400,5000,0,0,0,0
"34-04-41-33",2500,0,0,10000,4000,4500,500,3000
"65-40-10-81",6500,0,0,7000,5000,0,2000,0
"32-27-90-36",1200,0,800,3500,0,0,1500,1000
"34-35-99-68",,,,,,,,
"96-83-30-59",10000,10000,8000,15000,1000,0,0,0
"08-93-39-25",2000,8000,1800,5000,3000,4500,1000,0
"70-80-52-20",4800,0,600,5000,0,10000,800,0
"98-33-69-97",7400,0,0,12500,9500,0,0,0
"72-65-40-82",,,,,,,,
"28-81-45-53",480,600,700,3600,0,0,1200,1000
"06-80-46-73",2400,0,1350,7500,5000,0,1600,3000
"09-02-42-42",2400,0,0,0,5000,0,0,0
"16-61-64-98",,,,,,,,
"29-61-04-95",3200,0,0,3000,0,0,0,0
"39-38-75-31",1200,0,0,4800,0,0,0,0
"49-39-29-75",,,,,,,,
"30-17-77-88",8000,0,0,7000,10000,0,0,0
"29-08-77-29",7000,0,0,12000,6500,0,600,0
"69-05-41-80",50000,0,0,6000,0,0,0,0
"21-49-13-73",1000,0,0,0,2000,0,0,0
"75-38-27-75",,,,,,,,
"14-85-47-22",8000,17500,2000,15000,4500,25000,1200,0
"53-81-07-04",2400,12600,2600,4700,2400,5000,1200,0
"65-80-02-03",,,,,,,,
"69-30-60-03",,,,,,,,
"21-15-99-40",,,,,,,,
"44-56-27-24",4900,0,0,7500,0,0,800,2000
"75-37-22-90",7200,0,0,10500,5000,0,0,0
"67-01-06-94",,,,,,,,
"04-57-01-84",6000,0,0,7000,3000,0,0,0
"53-87-70-93",,,,,,,,
"89-42-22-50",1875,0,700,2500,0,5000,600,0
"41-64-40-11",,,,,,,,
"89-49-22-36",1550,6500,1000,7500,5000,15000,500,0
"20-63-38-57",,,,,,,,
"84-72-64-66",2050,0,1000,10000,0,0,0,0
"63-42-88-22",2200,7000,6000,0,4000,0,1000,0
"22-88-22-30",,,,,,,,
"27-50-41-80",,,,,,,,
"87-50-20-38",9000,0,0,6000,20000,0,500,2000
"78-63-95-63",300,0,0,0,3000,0,0,0
"21-75-94-85",,,,,,,,
"20-46-30-59",1350,0,700,0,300,0,0,0
"12-17-56-74",2400,0,0,5000,2000,0,0,0
"80-41-60-05",8000,0,0,3500,2000,0,0,1000
"50-77-28-73",4000,0,1400,4500,8000,0,400,1000
"42-38-30-13",15000,0,5000,7000,3000,0,3750,0
"05-33-62-23",,,,,,,,
"17-87-80-73",4800,0,0,6000,2500,0,0,0
"73-58-06-14",28000,25000,55000,5000,35000,10000,1000,5000
"22-13-82-99",,,,,,,,
"49-72-13-69",3200,12000,8000,10000,3600,0,1000,0
"72-23-50-93",,,,,,,,
"24-20-09-18",750,21000,18000,0,20000,2000,2000,0
"02-65-40-62",1000,0,0,0,3000,0,0,0
"65-04-66-76",1550,7000,1500,4700,3000,0,1000,0
"87-33-92-13",2700,0,0,6000,4000,0,0,0
"61-75-70-64",,,,,,,,
"23-31-62-51",4000,0,0,0,2000,0,0,0
"95-05-18-77",2500,0,0,10000,0,0,200,0
"87-43-52-74",1350,0,700,0,300,0,0,0
"61-21-03-67",1550,6500,2000,5000,0,0,1000,0
"72-29-78-52",2600,0,1500,0,2000,0,800,0
"11-76-72-18",,,,,,,,
"97-14-88-73",8300,3500,4000,12000,10000,5000,3000,0
"68-19-50-42",3000,0,0,3500,3000,0,0,0
"95-00-37-38",,,,,,,,
"94-73-96-31",,,,,,,,
"40-23-79-37",4500,0,0,0,4000,0,500,0
"49-36-92-60",,,,,,,,
"21-46-54-95",2100,0,1000,5000,1500,10000,3000,500
"65-71-98-91",4500,0,0,7500,0,0,0,0
"58-91-32-30",,,,,,,,
"18-10-16-95",10000,0,1200,6000,3600,0,0,0
"20-74-87-97",,,,,,,,
"42-18-27-84",,,,,,,,
"65-19-88-53",,,,,,,,
"56-92-07-98",,,,,,,,
"74-74-25-12",,,,,,,,
"83-96-24-75",5000,0,0,6000,6000,0,0,0
"56-67-49-17",,,,,,,,
"16-50-24-00",,,,,,,,
"73-07-75-47",,,,,,,,
"26-48-16-48",,,,,,,,
"72-76-08-58",1600,0,0,0,0,0,0,0
"51-88-01-88",,,,,,,,
"94-25-97-12",,,,,,,,
"06-34-31-56",2500,0,0,0,2000,0,0,0
"85-35-12-09",,,,,,,,
