interview__key,ctry,region,dist,ward,ea,hhid,res_ident,attempt_1,reason_not_interviewed,reason_not_interviewed_other,replacement,is_replacement,interviewed_consent,res_head,res_rel,interview_possible
"83-96-24-75","Kenya","Baringo","Tiaty East","Churo","Churo Centre","100021032615","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"56-67-49-17","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032216","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"16-50-24-00","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110611","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"73-07-75-47","Kenya","Baringo","Tiaty East","Churo","Chepngotiny","100021032506","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"26-48-16-48","Kenya","Baringo","Tiaty East","Churo","Chepngotiny","100021032511","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"72-76-08-58","Kenya","Baringo","Tiaty East","Churo","Marigat","100021032305","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"51-88-01-88","Kenya","Baringo","Tiaty East","Churo","Chepngotiny","100021032505","No","Yes","Other (Specify)","Both the household head and the wife are diseased hence replacement","Yes","Yes",1,"Head of the household",,"Yes"
"94-25-97-12","Kenya","Baringo","Tiaty East","Churo","Chepngotiny","100021032512","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"06-34-31-56","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032202","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"85-35-12-09","Kenya","Baringo","Tiaty East","Churo","Chepngotiny","100021032507","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
