interview__key,liv_pdtsal,which_liv_pdts__1,which_liv_pdts__2,which_liv_pdts__3,which_liv_pdts__4,which_liv_pdts__5,which_liv_pdts__6,which_liv_pdts__7,which_liv_pdts__96,which_liv_pdts_oth,liv_buyer,liv_buyer_oth,liv_buyer_where,livmkt_dist,liv_pdt_inc,liv_contract
"67-03-64-23","No",,,,,,,,,,,"",,3,,"No"
"34-93-29-30",,,,,,,,,,,,"",,,,
"74-55-51-40","No",,,,,,,,,,,"",,2,,"No"
"64-62-65-29","No",,,,,,,,,,,"",,4,,"No"
"30-54-31-50","No",,,,,,,,,,,"",,9,,"No"
"42-02-08-83","No",,,,,,,,,,,"",,3,,"No"
"04-71-60-91",,,,,,,,,,,,"",,,,
"37-15-67-95","No",,,,,,,,,,,"",,10,,"No"
"42-23-71-10","No",,,,,,,,,,,"",,8,,"No"
"50-11-26-74","No",,,,,,,,,,,"",,9,,"No"
"41-04-96-60","Yes","No","No","No","No","No","Yes","No","No",,"Brokers, middlemen, traders","","Rural market in neighbouring other village",10,18000,"No"
"64-11-10-98",,,,,,,,,,,,"",,,,
"57-81-30-05","No",,,,,,,,,,,"",,4,,"No"
"88-77-78-80","No",,,,,,,,,,,"",,2,,"No"
"50-74-95-60","Yes","No","No","No","No","No","Yes","No","No",,"Brokers, middlemen, traders","","Rural market in neighbouring other village",3,68000,"No"
"99-69-07-36","No",,,,,,,,,,,"",,6,,"No"
"94-52-87-82","No",,,,,,,,,,,"",,4,,"No"
"36-65-12-21",,,,,,,,,,,,"",,,,
"97-41-99-18",,,,,,,,,,,,"",,,,
"90-57-88-40",,,,,,,,,,,,"",,,,
"38-86-39-27","No",,,,,,,,,,,"",,3,,"No"
"03-07-08-19","No",,,,,,,,,,,"",,15,,"No"
"72-39-10-40","No",,,,,,,,,,,"",,6,,"No"
"06-58-90-91","No",,,,,,,,,,,"",,3,,"No"
"20-64-53-81","No",,,,,,,,,,,"",,.5,,"No"
"64-24-49-94","No",,,,,,,,,,,"",,12,,"No"
"84-08-92-59","No",,,,,,,,,,,"",,5,,"No"
"80-92-01-63",,,,,,,,,,,,"",,,,
"39-04-13-87",,,,,,,,,,,,"",,,,
"12-81-58-78","No",,,,,,,,,,,"",,5,,"No"
"07-91-23-12",,,,,,,,,,,,"",,,,
"46-43-23-18","No",,,,,,,,,,,"",,35,,"No"
"48-70-52-60","Yes","No","No","No","No","No","Yes","Yes","No",,"Direct buyers, open-air market","","Directly at the farm",20,48000,"No"
"64-66-30-53","No",,,,,,,,,,,"",,5,,"No"
"07-19-59-75",,,,,,,,,,,,"",,,,
"03-69-84-05","No",,,,,,,,,,,"",,28,,"No"
"55-07-48-89","No",,,,,,,,,,,"",,25,,"No"
"84-64-87-37","No",,,,,,,,,,,"",,4,,"No"
"01-15-12-42","No",,,,,,,,,,,"",,3,,"No"
"99-30-86-99","No",,,,,,,,,,,"",,5,,"No"
"43-03-84-96","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Market in this village",2,250,"No"
"16-96-89-30","No",,,,,,,,,,,"",,7,,"No"
"26-40-62-78",,,,,,,,,,,,"",,,,
"45-82-95-63","No",,,,,,,,,,,"",,30,,"No"
"19-12-89-41","No",,,,,,,,,,,"",,5,,"No"
"86-61-90-88","No",,,,,,,,,,,"",,15,,"No"
"01-74-93-41",,,,,,,,,,,,"",,,,
"38-25-54-65","No",,,,,,,,,,,"",,15,,"No"
"21-70-86-32",,,,,,,,,,,,"",,,,
"02-81-96-02","No",,,,,,,,,,,"",,26,,"No"
"54-34-58-95","No",,,,,,,,,,,"",,5,,"No"
"76-19-75-88","No",,,,,,,,,,,"",,4,,"No"
"66-74-73-77","No",,,,,,,,,,,"",,5,,"No"
"08-37-41-83","No",,,,,,,,,,,"",,20,,"No"
"68-02-84-17","No",,,,,,,,,,,"",,5,,"No"
"75-80-31-44","No",,,,,,,,,,,"",,25,,"No"
"27-87-86-78",,,,,,,,,,,,"",,,,
"69-86-48-74","No",,,,,,,,,,,"",,5,,"No"
"71-45-11-71","No",,,,,,,,,,,"",,7,,"No"
"04-56-93-47","No",,,,,,,,,,,"",,3,,"No"
"48-20-93-40","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Directly at the homestead",7,1500,"No"
"77-28-28-65","No",,,,,,,,,,,"",,25,,"No"
"11-74-52-10","No",,,,,,,,,,,"",,15,,"No"
"15-73-69-92",,,,,,,,,,,,"",,,,
"18-25-85-30","No",,,,,,,,,,,"",,3,,"No"
"97-74-49-80","No",,,,,,,,,,,"",,10,,"No"
"65-28-28-23","No",,,,,,,,,,,"",,10,,"No"
"60-02-55-31","No",,,,,,,,,,,"",,5,,"No"
"82-11-02-31",,,,,,,,,,,,"",,,,
"57-80-52-25","No",,,,,,,,,,,"",,7,,"No"
"72-15-05-10","No",,,,,,,,,,,"",,35,,"No"
"74-51-85-05","No",,,,,,,,,,,"",,10,,"No"
"86-09-61-31","No",,,,,,,,,,,"",,2,,"No"
"93-25-93-51","No",,,,,,,,,,,"",,5,,"No"
"46-18-65-43",,,,,,,,,,,,"",,,,
"04-39-31-02","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Directly at the homestead",8,1200,"No"
"95-71-10-81","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Directly at the homestead",8,1500,"No"
"12-15-65-08",,,,,,,,,,,,"",,,,
"44-29-85-16",,,,,,,,,,,,"",,,,
"71-69-40-35","No",,,,,,,,,,,"",,2,,"No"
"06-79-89-11","No",,,,,,,,,,,"",,1,,"No"
"21-46-83-44",,,,,,,,,,,,"",,,,
"53-46-63-99","No",,,,,,,,,,,"",,25,,"No"
"92-47-39-90","No",,,,,,,,,,,"",,5,,"No"
"48-13-13-53","No",,,,,,,,,,,"",,6,,"No"
"22-45-98-08",,,,,,,,,,,,"",,,,
"05-13-82-78","No",,,,,,,,,,,"",,7,,"No"
"38-34-24-20","No",,,,,,,,,,,"",,7,,"No"
"95-32-48-88",,,,,,,,,,,,"",,,,
"38-26-85-56","No",,,,,,,,,,,"",,7,,"No"
"14-26-58-26","No",,,,,,,,,,,"",,1,,"No"
"98-72-74-27",,,,,,,,,,,,"",,,,
"71-71-39-84","No",,,,,,,,,,,"",,7,,"No"
"22-94-31-61","No",,,,,,,,,,,"",,5,,"No"
"76-87-83-96",,,,,,,,,,,,"",,,,
"76-33-66-65",,,,,,,,,,,,"",,,,
"20-69-31-32","No",,,,,,,,,,,"",,4,,"No"
"32-73-67-08","No",,,,,,,,,,,"",,2,,"No"
"52-15-60-99","No",,,,,,,,,,,"",,5,,"No"
"82-73-01-57","Yes","No","No","No","No","No","Yes","No","No",,"Brokers, middlemen, traders","","Market in this village",10,10000,"No"
"89-62-46-70","No",,,,,,,,,,,"",,17,,"No"
"54-18-77-83","No",,,,,,,,,,,"",,3,,"No"
"54-86-93-60","No",,,,,,,,,,,"",,30,,"No"
"33-07-96-51","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Directly at the homestead",5,600,"No"
"10-60-87-78","No",,,,,,,,,,,"",,8,,"No"
"60-37-22-12","No",,,,,,,,,,,"",,3,,"No"
"65-07-81-76","No",,,,,,,,,,,"",,25,,"No"
"94-01-94-60","No",,,,,,,,,,,"",,11,,"No"
"26-94-35-48","No",,,,,,,,,,,"",,7,,"No"
"34-70-02-31",,,,,,,,,,,,"",,,,
"04-31-65-65","No",,,,,,,,,,,"",,4,,"No"
"95-85-00-75",,,,,,,,,,,,"",,,,
"41-04-08-56","No",,,,,,,,,,,"",,4.2,,"No"
"36-17-00-87","No",,,,,,,,,,,"",,30,,"No"
"05-33-40-10","No",,,,,,,,,,,"",,11,,"No"
"27-67-11-74","No",,,,,,,,,,,"",,8,,"No"
"42-16-66-43","No",,,,,,,,,,,"",,15,,"No"
"07-13-95-29","No",,,,,,,,,,,"",,8,,"No"
"96-93-55-42",,,,,,,,,,,,"",,,,
"35-46-21-62","No",,,,,,,,,,,"",,18,,"No"
"40-51-79-00","No",,,,,,,,,,,"",,5,,"No"
"80-05-91-55","No",,,,,,,,,,,"",,1,,"No"
"59-22-24-47","No",,,,,,,,,,,"",,2,,"No"
"78-46-05-26","No",,,,,,,,,,,"",,20,,"No"
"01-54-87-19","Yes","No","No","No","No","No","Yes","No","No",,"Direct buyers, open-air market","","Directly at the homestead",23,15000,"No"
"64-06-48-62","No",,,,,,,,,,,"",,4,,"No"
"21-65-85-03","No",,,,,,,,,,,"",,27,,"No"
"03-81-70-83",,,,,,,,,,,,"",,,,
"22-43-82-01",,,,,,,,,,,,"",,,,
"40-89-32-79","No",,,,,,,,,,,"",,4,,"No"
"94-65-34-20","No",,,,,,,,,,,"",,8,,"No"
"17-73-42-21",,,,,,,,,,,,"",,,,
"86-29-59-93","No",,,,,,,,,,,"",,4,,"No"
"88-87-27-22",,,,,,,,,,,,"",,,,
"17-95-26-62","No",,,,,,,,,,,"",,9,,"No"
"86-23-74-18","No",,,,,,,,,,,"",,21,,"No"
"69-47-17-72",,,,,,,,,,,,"",,,,
"77-46-09-31","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Directly at the homestead",18,3600,"No"
"97-62-36-16","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Directly at the homestead",8,500,"No"
"39-46-61-12","No",,,,,,,,,,,"",,30,,"No"
"51-78-77-10","No",,,,,,,,,,,"",,18,,"No"
"95-19-67-91","No",,,,,,,,,,,"",,30,,"No"
"90-10-35-11","No",,,,,,,,,,,"",,10,,"No"
"43-53-25-48",,,,,,,,,,,,"",,,,
"91-87-02-88","No",,,,,,,,,,,"",,5,,"No"
"54-62-08-69","No",,,,,,,,,,,"",,2,,"No"
"37-56-30-78",,,,,,,,,,,,"",,,,
"08-23-42-65","No",,,,,,,,,,,"",,5,,"No"
"59-85-68-42","No",,,,,,,,,,,"",,20,,"No"
"84-09-48-58",,,,,,,,,,,,"",,,,
"75-58-20-42","No",,,,,,,,,,,"",,40,,"No"
"00-68-70-04","No",,,,,,,,,,,"",,30,,"No"
"51-54-98-03",,,,,,,,,,,,"",,,,
"90-58-96-49","No",,,,,,,,,,,"",,18,,"No"
"07-07-62-62","No",,,,,,,,,,,"",,18,,"No"
"26-08-54-15","No",,,,,,,,,,,"",,3,,"No"
"98-80-86-00",,,,,,,,,,,,"",,,,
"19-36-93-83","No",,,,,,,,,,,"",,4,,"No"
"39-74-73-78","No",,,,,,,,,,,"",,15,,"No"
"73-63-00-42",,,,,,,,,,,,"",,,,
"15-80-74-06","No",,,,,,,,,,,"",,23,,"No"
"40-74-32-61","No",,,,,,,,,,,"",,15,,"No"
"95-10-30-55","No",,,,,,,,,,,"",,8,,"No"
"93-89-51-75","No",,,,,,,,,,,"",,25,,"No"
"75-95-38-57","No",,,,,,,,,,,"",,5,,"No"
"34-96-82-10",,,,,,,,,,,,"",,,,
"90-41-75-26","No",,,,,,,,,,,"",,4,,"No"
"93-64-37-20",,,,,,,,,,,,"",,,,
"91-66-07-16","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Directly at the homestead",12,2500,"No"
"60-51-83-59","No",,,,,,,,,,,"",,18,,"No"
"76-32-07-05","No",,,,,,,,,,,"",,9,,"No"
"16-40-92-10","No",,,,,,,,,,,"",,18,,"No"
"24-75-24-45",,,,,,,,,,,,"",,,,
"93-05-25-38","No",,,,,,,,,,,"",,8,,"No"
"59-77-15-06","No",,,,,,,,,,,"",,.5,,"No"
"43-11-20-48",,,,,,,,,,,,"",,,,
"38-02-62-89","No",,,,,,,,,,,"",,12,,"No"
"21-01-77-10","No",,,,,,,,,,,"",,18,,"No"
"81-78-91-05","No",,,,,,,,,,,"",,12,,"No"
"47-09-64-37","No",,,,,,,,,,,"",,17,,"No"
"34-25-65-08","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Market in this village",10,5000,"No"
"86-44-30-89","No",,,,,,,,,,,"",,4,,"No"
"74-03-89-65",,,,,,,,,,,,"",,,,
"56-65-93-48","No",,,,,,,,,,,"",,15,,"No"
"66-39-11-55","No",,,,,,,,,,,"",,9,,"No"
"14-03-04-43","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Directly at the homestead",10,2000,"No"
"27-47-38-04","No",,,,,,,,,,,"",,5,,"No"
"43-92-12-14","No",,,,,,,,,,,"",,3,,"No"
"05-86-89-30","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Market in this village",1,3000,"No"
"84-33-11-24","No",,,,,,,,,,,"",,5,,"No"
"79-96-52-99","No",,,,,,,,,,,"",,4,,"No"
"27-91-30-19",,,,,,,,,,,,"",,,,
"49-11-32-04","Yes","No","Yes","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Directly at the homestead",17,30600,"No"
"88-01-30-83",,,,,,,,,,,,"",,,,
"53-42-52-41",,,,,,,,,,,,"",,,,
"18-88-95-82","No",,,,,,,,,,,"",,7,,"No"
"44-20-34-87","No",,,,,,,,,,,"",,22,,"No"
"62-58-98-18","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Market in this village",.5,6000,"No"
"10-26-36-54",,,,,,,,,,,,"",,,,
"97-96-81-02","No",,,,,,,,,,,"",,10,,"No"
"29-40-66-47","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Directly at the homestead",12,1800,"No"
"18-40-35-80","No",,,,,,,,,,,"",,8,,"No"
"79-71-02-69","No",,,,,,,,,,,"",,40,,"No"
"25-22-65-60","No",,,,,,,,,,,"",,20,,"No"
"89-59-08-73","No",,,,,,,,,,,"",,8,,"No"
"91-40-38-85",,,,,,,,,,,,"",,,,
"17-33-53-75","Yes","No","No","No","No","No","Yes","No","No",,"Brokers, middlemen, traders","","Directly at the homestead",15,15000,"No"
"48-20-09-62","No",,,,,,,,,,,"",,4,,"No"
"29-88-28-45","No",,,,,,,,,,,"",,20,,"No"
"92-61-60-00","No",,,,,,,,,,,"",,2,,"No"
"98-05-61-12","No",,,,,,,,,,,"",,3,,"No"
"49-80-41-29",,,,,,,,,,,,"",,,,
"56-67-61-31",,,,,,,,,,,,"",,,,
"93-39-60-64","No",,,,,,,,,,,"",,25,,"No"
"75-50-72-64","No",,,,,,,,,,,"",,3,,"No"
"13-68-33-58",,,,,,,,,,,,"",,,,
"67-51-21-12","No",,,,,,,,,,,"",,25,,"No"
"92-63-14-10","No",,,,,,,,,,,"",,25,,"No"
"23-95-53-31","No",,,,,,,,,,,"",,20,,"No"
"76-83-42-25","No",,,,,,,,,,,"",,45,,"No"
"34-04-41-33","No",,,,,,,,,,,"",,4,,"No"
"65-40-10-81","No",,,,,,,,,,,"",,11,,"No"
"32-27-90-36","Yes","No","No","No","No","No","Yes","Yes","No",,"Brokers, middlemen, traders","","Directly at the homestead",7,11500,"No"
"34-35-99-68","No",,,,,,,,,,,"",,.5,,"No"
"96-83-30-59","No",,,,,,,,,,,"",,25,,"No"
"08-93-39-25","No",,,,,,,,,,,"",,40,,"No"
"70-80-52-20","No",,,,,,,,,,,"",,30,,"No"
"98-33-69-97","No",,,,,,,,,,,"",,4,,"No"
"72-65-40-82","No",,,,,,,,,,,"",,3,,"No"
"28-81-45-53","No",,,,,,,,,,,"",,38,,"No"
"06-80-46-73","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Market in this village",38,500,"No"
"09-02-42-42","No",,,,,,,,,,,"",,3,,"No"
"16-61-64-98",,,,,,,,,,,,"",,,,
"29-61-04-95","No",,,,,,,,,,,"",,6,,"No"
"39-38-75-31",,,,,,,,,,,,"",,,,
"49-39-29-75","No",,,,,,,,,,,"",,3,,"No"
"30-17-77-88","No",,,,,,,,,,,"",,4,,"No"
"29-08-77-29","No",,,,,,,,,,,"",,6,,"No"
"69-05-41-80",,,,,,,,,,,,"",,,,
"21-49-13-73","No",,,,,,,,,,,"",,7,,"No"
"75-38-27-75",,,,,,,,,,,,"",,,,
"14-85-47-22","No",,,,,,,,,,,"",,28,,"No"
"53-81-07-04","No",,,,,,,,,,,"",,30,,"No"
"65-80-02-03","No",,,,,,,,,,,"",,10,,"No"
"69-30-60-03","No",,,,,,,,,,,"",,5,,"No"
"21-15-99-40","No",,,,,,,,,,,"",,8,,"No"
"44-56-27-24","No",,,,,,,,,,,"",,45,,"No"
"75-37-22-90","No",,,,,,,,,,,"",,12,,"No"
"67-01-06-94","No",,,,,,,,,,,"",,45,,"No"
"04-57-01-84",,,,,,,,,,,,"",,,,
"53-87-70-93","No",,,,,,,,,,,"",,7,,"No"
"89-42-22-50","No",,,,,,,,,,,"",,45,,"No"
"41-64-40-11",,,,,,,,,,,,"",,,,
"89-49-22-36","No",,,,,,,,,,,"",,45,,"No"
"20-63-38-57","No",,,,,,,,,,,"",,10,,"No"
"84-72-64-66","No",,,,,,,,,,,"",,20,,"No"
"63-42-88-22","Yes","No","No","No","No","No","Yes","No","No",,"Brokers, middlemen, traders","","Rural market in neighbouring other village",11,35000,"No"
"22-88-22-30",,,,,,,,,,,,"",,,,
"27-50-41-80","No",,,,,,,,,,,"",,7,,"No"
"87-50-20-38","No",,,,,,,,,,,"",,3,,"No"
"78-63-95-63","No",,,,,,,,,,,"",,7,,"No"
"21-75-94-85",,,,,,,,,,,,"",,,,
"20-46-30-59","No",,,,,,,,,,,"",,9,,"No"
"12-17-56-74","No",,,,,,,,,,,"",,8,,"No"
"80-41-60-05","No",,,,,,,,,,,"",,4,,"No"
"50-77-28-73","No",,,,,,,,,,,"",,35,,"No"
"42-38-30-13","No",,,,,,,,,,,"",,30,,"No"
"05-33-62-23",,,,,,,,,,,,"",,,,
"17-87-80-73","No",,,,,,,,,,,"",,5,,"No"
"73-58-06-14","No",,,,,,,,,,,"",,18,,"No"
"22-13-82-99","No",,,,,,,,,,,"",,7,,"No"
"49-72-13-69","No",,,,,,,,,,,"",,40,,"No"
"72-23-50-93","No",,,,,,,,,,,"",,35,,"No"
"24-20-09-18","Yes","No","No","No","No","No","Yes","No","No",,"Direct buyers, open-air market","","Directly at the homestead",40,6000,"No"
"02-65-40-62","No",,,,,,,,,,,"",,5,,"No"
"65-04-66-76",,,,,,,,,,,,"",,,,
"87-33-92-13","No",,,,,,,,,,,"",,7,,"No"
"61-75-70-64","No",,,,,,,,,,,"",,7,,"No"
"23-31-62-51","No",,,,,,,,,,,"",,7,,"No"
"95-05-18-77","No",,,,,,,,,,,"",,15,,"No"
"87-43-52-74","No",,,,,,,,,,,"",,9,,"No"
"61-21-03-67","No",,,,,,,,,,,"",,45,,"No"
"72-29-78-52","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Directly at the homestead",13,3000,"No"
"11-76-72-18","No",,,,,,,,,,,"",,15,,"No"
"97-14-88-73","No",,,,,,,,,,,"",,45,,"No"
"68-19-50-42","No",,,,,,,,,,,"",,12,,"No"
"95-00-37-38",,,,,,,,,,,,"",,,,
"94-73-96-31","No",,,,,,,,,,,"",,40,,"No"
"40-23-79-37","No",,,,,,,,,,,"",,25,,"No"
"49-36-92-60","No",,,,,,,,,,,"",,5,,"No"
"21-46-54-95","No",,,,,,,,,,,"",,15,,"No"
"65-71-98-91","No",,,,,,,,,,,"",,5,,"No"
"58-91-32-30","No",,,,,,,,,,,"",,5,,"No"
"18-10-16-95","No",,,,,,,,,,,"",,13,,"No"
"20-74-87-97",,,,,,,,,,,,"",,,,
"42-18-27-84","No",,,,,,,,,,,"",,15,,"No"
"65-19-88-53","No",,,,,,,,,,,"",,30,,"No"
"56-92-07-98","No",,,,,,,,,,,"",,10,,"No"
"74-74-25-12","No",,,,,,,,,,,"",,10,,"No"
"83-96-24-75","No",,,,,,,,,,,"",,2,,"No"
"56-67-49-17","No",,,,,,,,,,,"",,13,,"No"
"16-50-24-00",,,,,,,,,,,,"",,,,
"73-07-75-47","No",,,,,,,,,,,"",,25,,"No"
"26-48-16-48","No",,,,,,,,,,,"",,30,,"No"
"72-76-08-58","No",,,,,,,,,,,"",,4,,"No"
"51-88-01-88","No",,,,,,,,,,,"",,20,,"No"
"94-25-97-12","No",,,,,,,,,,,"",,25,,"No"
"06-34-31-56","No",,,,,,,,,,,"",,15,,"No"
"85-35-12-09","No",,,,,,,,,,,"",,26,,"No"
