interview__key,r_members__id,decision_code,decision_label,decision_maker_1,decision_maker_2,decision_maker_3,decision_maker_4,decision_maker_5
"04-56-93-47",1,"weai_21","Use of Land",1,,,,
"04-56-93-47",2,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,
"04-56-93-47",2,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,
"04-56-93-47",2,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,
"04-56-93-47",2,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,
"04-56-93-47",2,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,
"04-56-93-47",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,
"04-56-93-47",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,
"04-56-93-47",2,"weai_12","How Much Money to Spend on Food?",1,,,,
"04-56-93-47",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,
"04-56-93-47",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,
"04-56-93-47",2,"weai_15","Purchase and Sale of Land and Houses?",1,,,,
"04-56-93-47",2,"weai_16","Expenditure on Children's Education",1,,,,
"04-56-93-47",2,"weai_17","How to Allocate Remittances",1,,,,
"04-56-93-47",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,
"04-56-93-47",2,"weai_19","Whether They Attend a Training or Seminar",1,,,,
"04-56-93-47",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,
"04-56-93-47",2,"weai_21","Use of Land",1,,,,
"48-20-93-40",1,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,,,,
"48-20-93-40",1,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,,,,
"48-20-93-40",1,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,,,,
"48-20-93-40",1,"weai_4","How Much Money to Spend on Farm Inputs?",2,1,,,
"48-20-93-40",1,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,2,,,
"48-20-93-40",1,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,2,,,
"48-20-93-40",1,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,2,,,
"48-20-93-40",1,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,2,,,
"48-20-93-40",1,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,2,,,
"48-20-93-40",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,
"48-20-93-40",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,
"48-20-93-40",1,"weai_12","How Much Money to Spend on Food?",2,1,,,
"48-20-93-40",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",2,1,,,
"48-20-93-40",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,
"48-20-93-40",1,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,
"48-20-93-40",1,"weai_16","Expenditure on Children's Education",1,2,,,
"48-20-93-40",1,"weai_17","How to Allocate Remittances",1,2,,,
"48-20-93-40",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,
"48-20-93-40",1,"weai_19","Whether They Attend a Training or Seminar",1,2,,,
"48-20-93-40",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,
"48-20-93-40",1,"weai_21","Use of Land",2,1,,,
"48-20-93-40",2,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,2,,,
"48-20-93-40",2,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,2,,,
"48-20-93-40",2,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,2,,,
"48-20-93-40",2,"weai_4","How Much Money to Spend on Farm Inputs?",1,2,,,
"48-20-93-40",2,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,2,,,
"48-20-93-40",2,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,2,,,
"48-20-93-40",2,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,2,,,
"48-20-93-40",2,"weai_8","The Use of Large Livestock (Cattle, Donkey)",2,1,,,
"48-20-93-40",2,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",2,1,,,
"48-20-93-40",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,
"48-20-93-40",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,
"48-20-93-40",2,"weai_12","How Much Money to Spend on Food?",2,1,,,
"48-20-93-40",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,
"48-20-93-40",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,
"48-20-93-40",2,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,
"48-20-93-40",2,"weai_16","Expenditure on Children's Education",1,2,,,
"48-20-93-40",2,"weai_17","How to Allocate Remittances",1,2,,,
"48-20-93-40",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,
"48-20-93-40",2,"weai_19","Whether They Attend a Training or Seminar",2,1,,,
"48-20-93-40",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,
"48-20-93-40",2,"weai_21","Use of Land",1,2,,,
"77-28-28-65",1,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,
"77-28-28-65",1,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,
"77-28-28-65",1,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,
"77-28-28-65",1,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,
"77-28-28-65",1,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,
"77-28-28-65",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,
"77-28-28-65",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,
"77-28-28-65",1,"weai_12","How Much Money to Spend on Food?",1,,,,
"77-28-28-65",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,
"77-28-28-65",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,
"77-28-28-65",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,
"77-28-28-65",1,"weai_16","Expenditure on Children's Education",1,,,,
"77-28-28-65",1,"weai_17","How to Allocate Remittances",1,,,,
"77-28-28-65",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,
"77-28-28-65",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,
"77-28-28-65",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,
"77-28-28-65",1,"weai_21","Use of Land",1,,,,
"77-28-28-65",2,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,
"77-28-28-65",2,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,
"77-28-28-65",2,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,
"77-28-28-65",2,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,
"77-28-28-65",2,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,
"77-28-28-65",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,
"77-28-28-65",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,
"77-28-28-65",2,"weai_12","How Much Money to Spend on Food?",1,,,,
"77-28-28-65",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,
"77-28-28-65",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,
"77-28-28-65",2,"weai_15","Purchase and Sale of Land and Houses?",1,,,,
"77-28-28-65",2,"weai_16","Expenditure on Children's Education",1,,,,
"77-28-28-65",2,"weai_17","How to Allocate Remittances",1,,,,
"77-28-28-65",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,
"77-28-28-65",2,"weai_19","Whether They Attend a Training or Seminar",1,,,,
"77-28-28-65",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,
"77-28-28-65",2,"weai_21","Use of Land",1,,,,
"11-74-52-10",2,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,,,,
"11-74-52-10",2,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,,,,
"11-74-52-10",2,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,,,,
"11-74-52-10",2,"weai_4","How Much Money to Spend on Farm Inputs?",1,,,,
"11-74-52-10",2,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,
"11-74-52-10",2,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,
"11-74-52-10",2,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,
"11-74-52-10",2,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,
"11-74-52-10",2,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,
"11-74-52-10",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,
"11-74-52-10",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,
"11-74-52-10",2,"weai_12","How Much Money to Spend on Food?",1,,,,
"11-74-52-10",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,
"11-74-52-10",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,
"11-74-52-10",2,"weai_15","Purchase and Sale of Land and Houses?",1,,,,
"11-74-52-10",2,"weai_16","Expenditure on Children's Education",1,,,,
"11-74-52-10",2,"weai_17","How to Allocate Remittances",1,,,,
"11-74-52-10",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,
"11-74-52-10",2,"weai_19","Whether They Attend a Training or Seminar",1,,,,
"11-74-52-10",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,
"11-74-52-10",2,"weai_21","Use of Land",1,,,,
"11-74-52-10",9,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,,,,
"11-74-52-10",9,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,,,,
"11-74-52-10",9,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,,,,
"11-74-52-10",9,"weai_4","How Much Money to Spend on Farm Inputs?",1,,,,
"11-74-52-10",9,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,
"11-74-52-10",9,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,
"11-74-52-10",9,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,
"11-74-52-10",9,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,
"11-74-52-10",9,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,
"11-74-52-10",9,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,
"11-74-52-10",9,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,
"11-74-52-10",9,"weai_12","How Much Money to Spend on Food?",1,,,,
"11-74-52-10",9,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,
"11-74-52-10",9,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,
"11-74-52-10",9,"weai_15","Purchase and Sale of Land and Houses?",1,,,,
"11-74-52-10",9,"weai_16","Expenditure on Children's Education",1,,,,
"11-74-52-10",9,"weai_17","How to Allocate Remittances",1,,,,
"11-74-52-10",9,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,
"11-74-52-10",9,"weai_19","Whether They Attend a Training or Seminar",1,,,,
"11-74-52-10",9,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,
"11-74-52-10",9,"weai_21","Use of Land",1,,,,
"15-73-69-92",1,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,
"15-73-69-92",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,
"15-73-69-92",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,
"15-73-69-92",1,"weai_12","How Much Money to Spend on Food?",1,,,,
"15-73-69-92",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,
"15-73-69-92",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,
"15-73-69-92",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,
"15-73-69-92",1,"weai_16","Expenditure on Children's Education",1,,,,
"15-73-69-92",1,"weai_17","How to Allocate Remittances",1,,,,
"15-73-69-92",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,
"15-73-69-92",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,
"15-73-69-92",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,
"15-73-69-92",1,"weai_21","Use of Land",1,,,,
"15-73-69-92",2,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,
"15-73-69-92",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,
"15-73-69-92",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,
"15-73-69-92",2,"weai_12","How Much Money to Spend on Food?",1,,,,
"15-73-69-92",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,
"15-73-69-92",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,
"15-73-69-92",2,"weai_15","Purchase and Sale of Land and Houses?",1,,,,
"15-73-69-92",2,"weai_16","Expenditure on Children's Education",1,,,,
"15-73-69-92",2,"weai_17","How to Allocate Remittances",1,,,,
"15-73-69-92",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,
"15-73-69-92",2,"weai_19","Whether They Attend a Training or Seminar",1,,,,
"15-73-69-92",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,
"15-73-69-92",2,"weai_21","Use of Land",1,,,,
"18-25-85-30",1,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,
"18-25-85-30",1,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,
"18-25-85-30",1,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,
"18-25-85-30",1,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,
"18-25-85-30",1,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,
"18-25-85-30",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,
"18-25-85-30",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,
"18-25-85-30",1,"weai_12","How Much Money to Spend on Food?",1,,,,
"18-25-85-30",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,
"18-25-85-30",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,
"18-25-85-30",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,
"18-25-85-30",1,"weai_16","Expenditure on Children's Education",1,,,,
"18-25-85-30",1,"weai_17","How to Allocate Remittances",1,,,,
"18-25-85-30",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,
"18-25-85-30",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,
"18-25-85-30",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,
"18-25-85-30",1,"weai_21","Use of Land",1,,,,
"18-25-85-30",2,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,
"18-25-85-30",2,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,
"18-25-85-30",2,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,
"18-25-85-30",2,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,
"18-25-85-30",2,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,
"18-25-85-30",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,
"18-25-85-30",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,
"18-25-85-30",2,"weai_12","How Much Money to Spend on Food?",1,,,,
"18-25-85-30",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,
"18-25-85-30",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,
"18-25-85-30",2,"weai_15","Purchase and Sale of Land and Houses?",1,,,,
"18-25-85-30",2,"weai_16","Expenditure on Children's Education",1,,,,
"18-25-85-30",2,"weai_17","How to Allocate Remittances",1,,,,
"18-25-85-30",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,
"18-25-85-30",2,"weai_19","Whether They Attend a Training or Seminar",1,,,,
"18-25-85-30",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,
"18-25-85-30",2,"weai_21","Use of Land",1,,,,
"97-74-49-80",1,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,,,,
"97-74-49-80",1,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,,,,
"97-74-49-80",1,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,,,,
"97-74-49-80",1,"weai_4","How Much Money to Spend on Farm Inputs?",1,,,,
"97-74-49-80",1,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,
"97-74-49-80",1,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,
"97-74-49-80",1,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,
"97-74-49-80",1,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,
"97-74-49-80",1,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,
"97-74-49-80",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,
"97-74-49-80",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,
"97-74-49-80",1,"weai_12","How Much Money to Spend on Food?",1,,,,
"97-74-49-80",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,
"97-74-49-80",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,
"97-74-49-80",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,
"97-74-49-80",1,"weai_16","Expenditure on Children's Education",1,,,,
"97-74-49-80",1,"weai_17","How to Allocate Remittances",1,,,,
"97-74-49-80",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,
"97-74-49-80",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,
"97-74-49-80",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,
"97-74-49-80",1,"weai_21","Use of Land",1,,,,
"97-74-49-80",2,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,,,,
"97-74-49-80",2,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,,,,
"97-74-49-80",2,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,,,,
"97-74-49-80",2,"weai_4","How Much Money to Spend on Farm Inputs?",1,,,,
"97-74-49-80",2,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,
"97-74-49-80",2,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,
"97-74-49-80",2,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,
"97-74-49-80",2,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,
"97-74-49-80",2,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,
"97-74-49-80",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,
"97-74-49-80",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,
"97-74-49-80",2,"weai_12","How Much Money to Spend on Food?",1,,,,
"97-74-49-80",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,
"97-74-49-80",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,
"97-74-49-80",2,"weai_15","Purchase and Sale of Land and Houses?",1,,,,
"97-74-49-80",2,"weai_16","Expenditure on Children's Education",1,,,,
"97-74-49-80",2,"weai_17","How to Allocate Remittances",1,,,,
"97-74-49-80",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,
"97-74-49-80",2,"weai_19","Whether They Attend a Training or Seminar",1,,,,
"97-74-49-80",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,
"97-74-49-80",2,"weai_21","Use of Land",1,,,,
"65-28-28-23",1,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,,,,
"65-28-28-23",1,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,,,,
"65-28-28-23",1,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,,,,
"65-28-28-23",1,"weai_4","How Much Money to Spend on Farm Inputs?",1,,,,
"65-28-28-23",1,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,
"65-28-28-23",1,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,
"65-28-28-23",1,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,
"65-28-28-23",1,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,
"65-28-28-23",1,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,
"65-28-28-23",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,
"65-28-28-23",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,
"65-28-28-23",1,"weai_12","How Much Money to Spend on Food?",1,,,,
"65-28-28-23",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,
"65-28-28-23",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,
"65-28-28-23",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,
"65-28-28-23",1,"weai_16","Expenditure on Children's Education",1,,,,
"65-28-28-23",1,"weai_17","How to Allocate Remittances",1,,,,
"65-28-28-23",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,
"65-28-28-23",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,
"65-28-28-23",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,
"65-28-28-23",1,"weai_21","Use of Land",1,,,,
"65-28-28-23",2,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,,,,
"65-28-28-23",2,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,,,,
"65-28-28-23",2,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,,,,
"65-28-28-23",2,"weai_4","How Much Money to Spend on Farm Inputs?",1,,,,
"65-28-28-23",2,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,
"65-28-28-23",2,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,
"65-28-28-23",2,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,
"65-28-28-23",2,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,
"65-28-28-23",2,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,
