interview__key,s0_duration,s1_duration,s2_duration,s3_duration,s4_duration,s5_duration,s6_duration,s7_duration,s8_duration,s9_duration,s10_duration,s11_duration,s12_duration,s13_duration,s15_duration,interview__duration2,interview__duration,interview__duration_minutes,date,time
"31-16-66-31",2.01,19.38002865329513,1.119318181818182,11.944,18.618,8.220000000000001,6.72,6.267999999999999,33.13,8.542,1.37,29.25,2.24,2.51,3.25,154.5713468351133,"00.03:08:21",188.35,"2023-06-06","11:40:16"
"88-03-82-39",3.062378223495702,19.38002865329513,1.26,11.944,9.1,.15,5.024928366762178,5.51,24.26126074498567,5.65,1.000571428571429,11.66,1.371647727272727,5.28,8.489999999999998,113.1448151443828,"00.02:46:59",166.9833333333333,"2023-06-06","10:01:38"
"59-90-45-51",4.21,24.12,1.119318181818182,11.26,18.618,2.27,7.07,3.720458452722063,24.26126074498567,5.904485714285714,2.03,32.556,1.47,4.84,5.17,148.6195230938116,"00.03:38:11",218.1833333333333,"2023-06-06","10:58:16"
"68-61-83-10",2.51,17.14,2.404,7.625558739255014,10.25063037249284,4.337118644067797,5.37,4.24,31.38,5.904485714285714,1.000571428571429,17.45193732193732,1.371647727272727,2.66,5.7,119.3459499478828,"00.02:34:58",154.9666666666667,"2023-06-06","07:21:50"
"96-11-54-44",4.34,32.31,1.119318181818182,7.625558739255014,10.25063037249284,9.69,5.024928366762178,3.720458452722063,24.26126074498567,7.65,.9399999999999999,21.96,1.87,3.344212034383954,3.75,137.8563668924199,"00.03:17:43",197.7166666666667,"2023-06-06","11:41:36"
"70-22-33-16",2.62,16.5,1.29,7.03,10.25063037249284,8.539999999999999,6.59,2.41,37.694,7.48,.35,27.96,.99,2.25,4.43,136.3846303724928,"00.02:11:24",131.4,"2023-06-06","07:45:41"
"12-54-99-38",3.45,14.38,.8100000000000001,6.8,5.03,5.94,8.212,3.720458452722063,21.83,5.904485714285714,.37,27.98,1.53,1.82,2.47,110.2469441670078,"00.02:02:38",122.6333333333333,"2023-06-06","10:03:32"
"39-44-22-57",2.27,12.12,.54,4.9,4.462,4.337118644067797,4.86,1.73,18.98,4.57,.7,17.45193732193732,1.8,2.92,4.359570200573066,86.00062616657819,"00.01:58:48",118.8,"2023-06-06","12:13:05"
"11-92-45-50",2.71,29.43,.98,8.470000000000001,10.25063037249284,5.49,4.2,3.78,25.4,5.24,1.91,10.57,2.14,3.4,7.36,121.3306303724928,"00.02:40:49",160.8166666666667,"2023-06-06","10:24:54"
"73-14-88-64",3.062378223495702,10.42,1.16,10.52,9.699999999999999,6.34,7.18,4.04,24.26126074498567,5.17,.96,17.45193732193732,1.371647727272727,2.97,6.45,111.0572240176914,"00.03:03:51",183.85,"2023-06-05","06:38:16"
