interview__key,ctry,region,dist,village,ea,hhid,res_ident,attempt_1,reason_not_interviewed,reason_not_interviewed_other,replacement,is_replacement,interviewed_consent,res_head,res_rel,interview_possible
"62-34-36-23","Zambia","Western province","Sesheke","Silolo","Katima 1","100011812","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"54-21-12-64","Zambia","Western province","Sesheke","Makusi","Katima 1","100011814","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"56-96-68-33","Zambia","Western province","Sesheke","Makusi","Katima 2","100011915","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"77-02-55-05","Zambia","Western province","Sesheke","Mwanota","Katima 1","100011805","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"14-81-15-88","Zambia","Western province","Sesheke","Makusi","Katima 2","100011907","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"96-74-08-90","Zambia","Western province","Sesheke","Mwanota","Katima 1","100011811","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"96-06-73-25","Zambia","Western province","Sesheke","Silolo","Katima 1","100011808","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-47-72-19","Zambia","Western province","Sesheke","Mwanota","Katima 1","100011810","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-26-40-66","Zambia","Western province","Sesheke","Silolo","Katima 1","100011815","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"14-99-63-02","Zambia","Western province","Sesheke","Makusi","Katima 1","100011813","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"19-21-27-06","Zambia","Western province","Sesheke","Makusi","Katima 2","100011911","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"37-56-42-12","Zambia","Western province","Sesheke","Makusi","Katima 2","100011904","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"16-65-20-98","Zambia","Western province","Sesheke","Mwanota","Katima 1","100011806","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"09-74-03-14","Zambia","Western province","Sesheke","Mwanota","Katima 1","100011816","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"39-03-54-61","Zambia","Western province","Sesheke","Makusi","Katima 2","100011902","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"86-35-86-55","Zambia","Western province","Sesheke","silolo school","Katima 1","100011801","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"88-11-61-94","Zambia","Western province","Sesheke","Silolo","Katima 1","100011804","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"93-61-35-58","Zambia","Western province","Sesheke","silolo","Katima 1","100011802","No","Yes","Household not found","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"87-48-20-01","Zambia","Western province","Sesheke","Silolo","Katima 1","100011807","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"66-77-51-72","Zambia","Western province","Sesheke","Makusi","Katima 2","100011912","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"31-16-66-31","Zambia","Western province","Sesheke","Makusi","Katima 2","100011906","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"88-03-82-39","Zambia","Western province","Sesheke","Makusi","Katima 2","100011903","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"59-90-45-51","Zambia","Western province","Mwandi","Kakulwani","Magumwi","100021212","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"68-61-83-10","Zambia","Western province","Mwandi","Mbaene","Magumwi","100021214","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"96-11-54-44","Zambia","Western province","Mwandi","Mbaene","Magumwi","100021201","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"70-22-33-16","Zambia","Western province","Mwandi","Namanjanga","Magumwi","100021207","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"12-54-99-38","Zambia","Western province","Mwandi","Namanjanga","Magumwi","100021206","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"39-44-22-57","Zambia","Western province","Mwandi","Namanjanga","Magumwi","100021208","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"11-92-45-50","Zambia","Western province","Mwandi","Mbaene","Magumwi","100021213","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"73-14-88-64","Zambia","Western province","Sesheke","Makusi","Katima 2","100011901","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"59-60-22-11","Zambia","Western province","Sesheke","Makusi","Katima 2","100011905","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"63-18-15-01","Zambia","Western province","Mwandi","Kakulwani","Magumwi","100021215","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"40-24-89-40","Zambia","Western province","Mwandi","Namanjanga","Magumwi","100021209","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"26-37-34-30","Zambia","Western province","Mwandi","Namanjanga","Magumwi","100021204","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"57-72-53-25","Zambia","Western province","Mwandi","Mbaene","Magumwi","100021211","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"15-31-68-47","Zambia","Western province","Mwandi","Namanjanga","Magumwi","100021205","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"54-23-26-42","Zambia","Western province","Sesheke","Silolo","Katima 1","100011809","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"06-33-74-17","Zambia","Western province","Mwandi","Nakalamba","Simungoma","100021302","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"09-17-76-18","Zambia","Western province","Mwandi","Nakalamba","Simungoma","100021301","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"91-72-91-72","Zambia","Western province","Sesheke","Malembutuka","Lusu 1","100012209","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"07-58-36-50","Zambia","Western province","Mwandi","Nakalamba","Simungoma","100021315","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"27-63-39-98","Zambia","Western province","Mwandi","Nakalamba","Simungoma","100021303","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"31-14-07-01","Zambia","Western province","Sesheke","Sakaumbulu","Lusu 1","100012208","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"96-79-76-17","Zambia","Western province","Sesheke","Lusu","Lusu 1","100012206","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"23-90-90-29","Zambia","Western province","Sesheke","Mulenengi","Lusu 1","100012215","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"99-47-47-96","Zambia","Western province","Mwandi","Nakalamba","Simungoma","100021307","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"48-69-67-88","Zambia","Western province","Mwandi","Nakalamba","Simungoma","100021306","No","No",,"","Yes","Yes",1,"Head of the household",,"Yes"
"93-76-93-98","Zambia","Western province","Mwandi","Nakalamba","Simungoma","100021305","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"02-49-04-36","Zambia","Western province","Mwandi","Sibitwani","Simungoma","100021309","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"97-96-55-67","Zambia","Western province","Mwandi","Mbaene","Magumwi","100021202","Yes",,,"",,"No",1,"Representative of the head","Brother","Yes"
"55-00-90-34","Zambia","Western province","Sesheke","Silolo","Katima 2","100011908","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-92-93-10","Zambia","Western province","Sesheke","Lusu","Lusu 1","100012201","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
