interview__key,r_purpose_tr__id,road_4__1,road_4__2,road_4__3,road_4__4,road_4__5,road_4__6,road_4__7,road_4__8,road_4__96,road_5
"56-08-93-09","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"56-08-93-09","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Less often"
"17-42-48-26","Go to the market","No","No","Yes","No","No","No","No","No","No","A few times a year"
"48-20-15-07","Go to the market","Yes","No","No","No","No","No","No","No","No","Less often"
"48-20-15-07","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"48-20-15-07","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Less often"
"48-20-15-07","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Less often"
"14-03-97-85","Go to the market","Yes","No","Yes","No","No","No","No","No","No","A few times a year"
"14-03-97-85","Access medical treatment","Yes","No","Yes","No","Yes","No","No","No","No","A few times a year"
"85-88-72-49","Go to the market","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"85-88-72-49","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"85-88-72-49","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"85-88-72-49","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"44-34-38-88","Access medical treatment","Yes","No","No","No","No","Yes","No","No","No","Less often"
"83-00-22-24","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"83-00-22-24","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"83-00-22-24","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"53-00-05-97","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Less often"
"57-74-38-33","Go to the market","Yes","No","No","Yes","No","No","No","No","No","Once a week or more often"
"57-74-38-33","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"65-24-72-96","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"65-24-72-96","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"65-24-72-96","Go to the field","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"67-69-19-83","Go to the market","Yes","No","No","No","No","No","No","Yes","No","Less often"
"67-69-19-83","Visit friends/ relatives","Yes","No","No","No","No","No","No","Yes","No","Less often"
"65-02-79-39","Go to the market","Yes","No","Yes","No","No","No","Yes","No","No","A few times a year"
"36-55-19-74","Go to the market","Yes","No","Yes","No","No","No","No","No","No","Once or twice a month"
"36-55-19-74","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"36-55-19-74","Visit friends/ relatives","Yes","No","Yes","No","No","No","No","No","No","Once a week or more often"
"02-47-11-50","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"02-47-11-50","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"34-55-62-08","Go to the market","Yes","Yes","Yes","No","No","No","No","No","No","Almost every week"
"34-55-62-08","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"34-55-62-08","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"21-53-06-24","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"21-53-06-24","Access medical treatment","Yes","No","No","Yes","No","No","No","No","No","Once or twice a month"
"54-20-19-80","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"54-20-19-80","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"54-20-19-80","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"54-20-19-80","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"77-37-06-75","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"77-37-06-75","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"77-37-06-75","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"17-29-45-21","Go to the market","No","No","Yes","No","No","No","No","No","No","Less often"
"17-29-45-21","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"17-29-45-21","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Less often"
