interview__key,as_loc01_in,as_loc02_in,as_loc03_in,as_loc04_in,as_loc05_in,as_loc06_in,as_loc07_in,as_loc08_in,as_loc09_in,as_loc10_in,as_loc11_in,as_loc12_in,as_loc13_in,as_loc14_in,as_loc15_in,as_loc16_in,trst01,trst02,trst03,trst04,trst05,exp_ev1_01,exp_ev1_03,exp_ev1_05,exp_ev1_06,exp_ev1_07,exp_ev1_11,exp_ev1_12,exp_ev1_13,exp_ev1_14,exp_ev1_15
"02-76-65-17","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Disagree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Slightly worried","Worried","Worried","Worried","Worried","Worried","Worried"
"91-57-65-34","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","trust","trust","distrust","distrust","trust","Extremely worried","Extremely worried","Extremely worried","Very worried","Very worried","Very worried","Worried","Very worried","Worried","Not at all worried"
"61-08-28-75","Agree","Strongly agree","Disagree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","trust","Worried","Very worried","Extremely worried","Extremely worried","Worried","Slightly worried","Extremely worried","Slightly worried","Extremely worried","Extremely worried"
"08-98-76-07","Strongly agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","strongly trust","strongly trust","strongly trust","trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Very worried","Very worried","Very worried","Very worried"
"07-58-78-17","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Very worried","Worried","Very worried","Worried","Worried","Worried","Slightly worried"
"50-08-29-58","Agree","Strongly agree","Disagree","Disagree","Agree","Strongly disagree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","trust","Extremely worried","Very worried","Very worried","Worried","Worried","Slightly worried","Very worried","Slightly worried","Not at all worried","Not at all worried"
"21-97-24-76","Strongly agree","Strongly agree","Disagree","Disagree","Strongly agree","Strongly agree","Disagree","Disagree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Disagree","Disagree","strongly trust","strongly trust","strongly trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Worried","Slightly worried","Very worried","Extremely worried","Not at all worried","Extremely worried"
"47-86-23-98","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"58-41-17-07","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Strongly disagree","Strongly disagree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Worried","Very worried","Extremely worried","Very worried","Very worried","Very worried","Very worried","Very worried"
"27-41-68-88","Agree","Agree","Agree","Agree","Disagree","Indifferent (neither nor)","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","trust","trust","trust","distrust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Slightly worried","Extremely worried","Slightly worried","Slightly worried","Slightly worried"
"36-57-67-99","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","strongly trust","trust","trust","trust","trust","Worried","Very worried","Worried","Worried","Very worried","Very worried","Very worried","Worried","Very worried","Worried"
"14-01-18-55","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Disagree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Slightly worried","Worried","Worried","Worried","Worried","Worried","Worried"
"25-45-40-50","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"28-45-95-92","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Extremely worried","Very worried","Worried","Worried","Worried","Worried","Worried","Worried","Slightly worried"
"52-38-49-21","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Agree","strongly trust","strongly trust","trust","trust","strongly trust","Worried","Not at all worried","Slightly worried","Very worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"59-05-06-39","Strongly disagree","Disagree","Agree","Indifferent (neither nor)","Agree","Strongly agree","Agree","Strongly agree","Disagree","Strongly disagree","Indifferent (neither nor)","Agree","Strongly agree","Disagree","Disagree","Indifferent (neither nor)","strongly distrust","distrust","indifferent","trust","strongly trust","Not at all worried","Slightly worried","Worried","Very worried","Extremely worried","Not at all worried","Slightly worried","Worried","Very worried","Extremely worried"
"07-23-34-26","Strongly agree","Strongly agree","Agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"74-55-33-17","Strongly agree","Agree","Agree","Agree","Strongly disagree","Agree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","strongly distrust","trust","indifferent","strongly trust","indifferent","Very worried","Worried","Very worried","Extremely worried","Worried","Extremely worried","Very worried","Extremely worried","Extremely worried","Very worried"
"63-06-38-69","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","strongly trust","trust","distrust","trust","trust","Slightly worried","Worried","Very worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Worried","Not at all worried"
"05-74-67-92","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly distrust","strongly trust","strongly trust","strongly trust","Extremely worried","Worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Slightly worried","Slightly worried"
"98-46-70-51","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Worried","Worried","Worried","Worried","Not at all worried"
"36-97-15-03","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","trust","Worried","Worried","Very worried","Very worried","Worried","Worried","Very worried","Very worried","Very worried","Worried"
"31-20-72-58","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","distrust","distrust","trust","Extremely worried","Extremely worried","Extremely worried","Worried","Slightly worried","Very worried","Very worried","Slightly worried","Worried","Not at all worried"
"59-12-76-31","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Extremely worried","Very worried","Extremely worried","Very worried","Worried","Worried","Worried","Worried","Slightly worried","Not at all worried"
"07-54-13-18","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Extremely worried","Very worried","Very worried","Very worried","Worried","Worried","Not at all worried"
"84-52-73-65","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Indifferent (neither nor)","Indifferent (neither nor)","trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Not at all worried","Extremely worried","Extremely worried","Slightly worried","Not at all worried","Very worried","Not at all worried","Not at all worried","Not at all worried"
"85-09-03-91","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Disagree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","Disagree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Not at all worried","Not at all worried","Slightly worried","Worried","Very worried","Worried","Slightly worried"
"56-01-39-00","Agree","Strongly agree","Disagree","Disagree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","strongly trust","trust","trust","trust","Very worried","Very worried","Extremely worried","Very worried","Worried","Slightly worried","Worried","Slightly worried","Very worried","Slightly worried"
"69-33-88-72","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Not at all worried","Worried","Worried","Slightly worried","Very worried"
"26-09-67-07","Strongly agree","Strongly agree","Disagree","Indifferent (neither nor)","Agree","Agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly disagree","Disagree","Disagree","Disagree","trust","trust","trust","indifferent","indifferent","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried","Slightly worried","Not at all worried","Worried","Not at all worried","Not at all worried"
"69-39-81-14","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","indifferent","indifferent","trust","Extremely worried","Very worried","Extremely worried","Very worried","Worried","Worried","Worried","Worried","Worried","Slightly worried"
"00-76-43-47","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","strongly trust","trust","trust","trust","Worried","Very worried","Extremely worried","Extremely worried","Slightly worried","Slightly worried","Very worried","Worried","Not at all worried","Slightly worried"
"29-40-24-48","Indifferent (neither nor)","Agree","Agree","Disagree","Agree","Indifferent (neither nor)","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","strongly trust","Extremely worried","Extremely worried","Very worried","Extremely worried","Extremely worried","Slightly worried","Very worried","Worried","Worried","Slightly worried"
"79-00-21-46","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","indifferent","strongly trust","strongly trust","strongly trust","strongly trust","Very worried","Worried","Worried","Slightly worried","Worried","Worried","Worried","Worried","Very worried","Very worried"
"46-34-68-84","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Worried"
"45-00-04-40","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","strongly trust","strongly trust","trust","trust","trust","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"22-15-19-43","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","strongly trust","trust","trust","strongly trust","trust","Very worried","Very worried","Extremely worried","Very worried","Very worried","Very worried","Extremely worried","Very worried","Very worried","Very worried"
"09-01-21-24","Disagree","Strongly agree","Strongly agree","Agree","Agree","Agree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Worried","Worried","Worried"
"28-05-99-59","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","indifferent","trust","indifferent","trust","trust","Worried","Very worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"78-33-63-09","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","distrust","distrust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Extremely worried"
"21-06-84-39","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","trust","Very worried","Worried","Very worried","Very worried","Worried","Very worried","Very worried","Very worried","Very worried","Very worried"
"96-45-29-81","Strongly agree","Strongly agree","Disagree","Disagree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","trust","strongly trust","trust","trust","trust","Very worried","Slightly worried","Extremely worried","Very worried","Slightly worried","Not at all worried","Worried","Slightly worried","Not at all worried","Not at all worried"
"82-78-33-54","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Worried","Very worried","Very worried","Very worried","Worried","Very worried","Worried","Worried","Very worried"
"01-53-98-85","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Disagree","Disagree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","strongly trust","indifferent","strongly trust","distrust","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Worried","Worried","Worried"
"15-34-27-17","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","strongly trust","strongly trust","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Very worried","Extremely worried","Worried","Extremely worried","Not at all worried","Worried","Slightly worried"
"84-32-88-02","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","strongly trust","strongly trust","strongly trust","strongly trust","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Worried","Worried","Worried"
"02-43-89-26","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"36-62-21-63","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Worried","Worried","Worried"
"98-63-71-97","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Worried","Worried","Worried","Slightly worried","Not at all worried","Slightly worried","Slightly worried","Worried","Worried","Worried"
"07-88-71-07","Strongly agree","Strongly agree","Disagree","Agree","Agree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Slightly worried","Worried","Worried","Worried","Slightly worried","Slightly worried"
"18-07-56-01","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"76-16-53-82","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Slightly worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"36-91-65-20","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","trust","trust","trust","trust","trust","Very worried","Slightly worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"22-29-07-01","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"53-93-66-67","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Extremely worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"37-39-06-63","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","strongly trust","trust","strongly trust","trust","trust","Very worried","Very worried","Very worried","Worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried"
"17-95-97-27","Indifferent (neither nor)","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Disagree","Disagree","Agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"92-61-03-62","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","trust","Worried","Worried","Very worried","Worried","Worried","Worried","Worried","Worried","Very worried","Worried"
"02-86-94-14","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","strongly trust","trust","trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Very worried","Very worried"
"26-53-37-24","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","strongly trust","trust","trust","Very worried","Extremely worried","Slightly worried","Extremely worried","Worried","Slightly worried","Worried","Very worried","Not at all worried","Extremely worried"
"73-57-99-74","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Slightly worried","Slightly worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Slightly worried"
"49-29-23-58","Strongly agree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Slightly worried","Very worried","Extremely worried","Worried","Worried","Worried"
"71-13-07-75","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Disagree","Disagree","Strongly disagree","Strongly disagree","trust","trust","trust","trust","trust","Not at all worried","Not at all worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"19-53-43-56","Disagree","Agree","Indifferent (neither nor)","Disagree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","distrust","distrust","distrust","trust","trust","Worried","Very worried","Worried","Worried","Very worried","Worried","Worried","Worried","Worried","Worried"
"57-61-80-20","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","trust","trust","trust","trust","trust","Very worried","Very worried","Worried","Very worried","Very worried","Very worried","Worried","Worried","Very worried","Very worried"
"66-47-36-80","Strongly agree","Strongly agree","Disagree","Disagree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","trust","Worried","Very worried","Extremely worried","Worried","Slightly worried","Not at all worried","Worried","Worried","Not at all worried","Slightly worried"
"55-47-02-66","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"69-74-76-81","Strongly agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"25-51-33-57","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","trust","trust","trust","trust","trust","Worried","Not at all worried","Very worried","Very worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"99-83-71-81","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"30-46-44-49","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"03-30-12-96","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","strongly trust","trust","trust","trust","trust","Very worried","Very worried","Worried","Very worried","Worried","Very worried","Worried","Worried","Worried","Worried"
"35-16-22-13","Strongly agree","Strongly agree","Strongly disagree","Indifferent (neither nor)","Strongly disagree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","indifferent","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried","Very worried","Not at all worried","Not at all worried","Not at all worried"
"96-28-28-46","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","strongly trust","trust","trust","trust","trust","Very worried","Worried","Worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried"
"10-32-26-69","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Very worried","Very worried","Worried","Very worried","Very worried","Slightly worried","Extremely worried"
"68-75-69-07","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Disagree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried"
