interview__key,road_1,road_2,road_3__1,road_3__2,road_3__3,road_3__4,road_3__5,road_3__6,road_3__7,road_3__8,road_3_oth,road_6,road_7,road_8,road_9,road_10,road_11_oth,road_12__1,road_12__2,road_12__3,road_12__4,road_12__5,road_12__6,road_12__7,road_12__96,road_12_oth,road_13,road_14__1,road_14__2,road_14__3,road_14__4,road_14__5,road_14__96,road_14_oth
"94-81-42-69","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","Yes","No","No",
"93-63-81-71","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,4,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"98-80-95-52","Murram/ gravel road","Well passable","No","No","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"43-02-26-99","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"53-75-34-84","Murram/ gravel road","Well passable","Yes","Yes","Yes","No","No","No","No","No",,2,"Yes","No",,"No",,"No","Yes","No","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"27-49-80-27","Murram/ gravel road","Well passable","No","No","Yes","No","Yes","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"33-72-39-68","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","Yes","No","No","No",,2,"No",,,,,,,,,,,,,,,"Yes","Yes","Yes","No","No","No",
"17-79-25-12","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","No","No","No","No",,1,"Yes","No",,"No",,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","Yes","No",
"74-51-58-80","Murram/ gravel road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","No","No","No","No",,8,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"22-03-45-06","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"29-14-83-70","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,2,"Yes","No",,"No",,"No","No","Yes","No","No","No","No","No",,"Yes","No","No","No","No","No","Yes",
"54-67-39-05","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"72-58-55-05","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","Yes","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"04-15-15-88","Murram/ gravel road","Well passable","Yes","Yes","Yes","No","Yes","No","No","No",,1,"Yes","No",,"No",,"No","Yes","No","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"27-95-56-36","Murram/ gravel road","Well passable","Yes","No","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"53-49-41-59","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","No","No","No","No",,1,"Yes","No",,"No",,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","Yes","No",
"39-17-22-92","Murram/ gravel road","Well passable","Yes","Yes","Yes","No","No","No","No","No",,2,"Yes","No",,"No",,"No","Yes","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"74-39-55-58","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"26-22-03-23","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","No","No","Yes","No","No","No",,1,"No",,,,,,,,,,,,,,,"Yes","Yes","No","No","No","No",
"09-03-01-05","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","Yes","Yes","No","No","No","No","No",,180,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"15-07-16-66","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"06-67-11-07","Murram/ gravel road","Well passable","Yes","Yes","Yes","No","No","No","No","No",,1,"Yes","No",,"No",,"No","Yes","Yes","Yes","Yes","No","No","No",,"Yes","No","No","No","No","Yes","No",
"66-85-51-19","Murram/ gravel road","Well passable","No","Yes","No","No","Yes","No","No","No",,1,"No",,,,,,,,,,,,,,,"Yes","Yes","No","No","No","No",
"62-23-34-43","Murram/ gravel road","Well passable","Yes","Yes","Yes","No","No","No","No","No",,5,"Yes","No",,"No",,"No","Yes","Yes","Yes","Yes","No","No","No",,"Yes","No","No","No","No","Yes","No",
"40-89-37-32","Murram/ gravel road","Well passable","Yes","Yes","Yes","No","No","No","No","No",,3,"Yes","No",,"No",,"No","Yes","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"47-88-11-20","Murram/ gravel road","Well passable","Yes","Yes","Yes","No","No","No","No","No",,3,"Yes","No",,"No",,"No","No","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"92-32-27-35","Murram/ gravel road","Well passable","No","Yes","Yes","No","No","No","No","No",,1,"Yes","No",,"No",,"Yes","Yes","Yes","Yes","No","No","No","No",,"No","Yes","Yes","No","No","No","No",
"67-30-34-31","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","No","No","No","Yes",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"41-24-19-16","Murram/ gravel road","Well passable","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"45-68-78-48","Murram/ gravel road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","No","No","No","No",,7,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"02-28-32-41","Murram/ gravel road","Well passable","No","No","Yes","No","No","No","No","No",,60,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"42-76-32-22","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","No","No","No","No",,4,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"79-53-86-42","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","Yes","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"27-88-22-86","Tarmac road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","No","No","No","No",,1,"Yes","No",,"No",,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","No","Yes",
"92-15-50-98","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,30,"No",,,,,,,,,,,,,,,"Yes","No","No","No","No","No",
"59-62-31-80","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","Yes","Yes","No","No","No","No","No",,120,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"36-99-50-88","Murram/ gravel road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","Yes","No","No","No",,1,"Yes","No",,"No",,"No","Yes","No","Yes","No","No","No","No",,"No","No","No","No","No","Yes","No",
"44-25-16-47","Murram/ gravel road","Well passable","No","No","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"59-82-52-95","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","No","No","Yes","No","No","No",,100,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"74-78-76-52","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","No","No","No","No",,5,"Yes","No",,"No",,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","Yes","No",
"83-63-78-61","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"38-59-12-03","Murram/ gravel road","Well passable","Yes","Yes","No","No","No","No","No","No",,1,"Yes","No",,"No",,"No","No","Yes","Yes","Yes","No","No","No",,"No","No","No","Yes","No","No","No",
"52-04-43-36","Murram/ gravel road","Well passable","Yes","Yes","Yes","No","No","No","No","No",,2,"Yes","No",,"No",,"No","No","No","No","Yes","No","No","No",,"Yes","No","No","No","No","Yes","No",
"13-43-00-98","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","Yes","No","No","No",,1,"Yes","No",,"No",,"No","No","No","Yes","No","No","No","No",,"No","No","No","No","No","Yes","No",
"52-45-15-44","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"84-06-43-96","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"85-25-67-57","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","Yes","Yes","No","No","No","No","No",,120,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"99-71-69-71","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","No","No","No","No",,1,"Yes","No",,"No",,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","No","Yes",
"90-84-04-84","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","Yes","No","No","No",,18,"No",,,,,,,,,,,,,,,"Yes","Yes","No","No","No","No",
"75-65-72-44","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"56-76-80-56","Murram/ gravel road","Almost not passable","No","No","Yes","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"95-24-62-42","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","No","No","Yes","No","No","No",,120,"Yes","No",,"No",,"No","Yes","No","Yes","No","No","No","No",,"No","No","Yes","No","No","No","No",
"42-51-00-37","Murram/ gravel road","Well passable","No","No","Yes","No","No","No","No","No",,60,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"36-23-13-87","Murram/ gravel road","Well passable","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"70-84-37-07","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","No","No","Yes","No","No","No",,120,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"99-94-97-40","None of these","Almost not passable","No","Yes","Yes","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"40-68-37-93","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","No","No","No","No",,7,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"08-64-31-45","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","Yes","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"24-71-47-80","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"53-67-73-98","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","No","No","No","No",,15,"No",,,,,,,,,,,,,,,"No","No","No","Yes","No","No",
"89-30-04-89","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","No","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"85-35-76-75","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","Yes","Yes","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"34-78-22-26","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","No","No","No","No",,10,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"59-51-95-60","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","No","No","No","No",,10,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"22-44-88-72","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"35-56-47-30","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"43-44-87-36","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","No","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"25-90-73-61","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","No","No","No","No",,10,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"00-81-85-48","Dirt road/ bush road","Very well passable, in both rainy and dry season","No","No","No","No","Yes","No","No","No",,60,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"82-05-74-76","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"69-02-12-40","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","No","No","No","No",,8,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"68-49-12-16","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"47-72-15-93","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"46-77-79-60","None of these","Almost not passable","No","Yes","Yes","No","No","No","No","No",,30,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"54-41-53-68","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","No","No","No","No",,180,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"35-84-29-80","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","No","No","No","No",,25,"No",,,,,,,,,,,,,,,"Yes","Yes","No","No","No","No",
"82-89-49-08","Murram/ gravel road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"13-17-77-46","Dirt road/ bush road","Almost not passable","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"87-42-29-56","Murram/ gravel road","Well passable","No","No","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"24-84-60-85","None of these","Almost not passable","Yes","Yes","No","No","No","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"78-85-83-52","Tarmac road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"78-33-54-01","None of these","Almost not passable","Yes","No","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"54-69-71-08","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","Yes","Yes","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"30-10-42-29","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"52-71-69-48","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","No","No","No","No",,4,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"88-38-32-86","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"78-51-51-91","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","No","No","No","No",,30,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"98-42-68-21","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","No","No","No","No",,25,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"23-92-64-64","Dirt road/ bush road","Almost not passable","Yes","Yes","Yes","No","Yes","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"33-60-76-52","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"99-53-97-21","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"35-30-07-09","None of these","Almost not passable","No","Yes","Yes","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"84-39-86-14","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","No","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"33-93-88-48","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"93-94-24-13","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","Yes","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"02-86-42-10","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","No","No","Yes","No","No","No",,150,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"18-90-95-90","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","Yes","No","No","No",,10,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"71-80-40-68","None of these","Very well passable, in both rainy and dry season","Yes","No","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"03-80-12-55","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,6,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"03-05-82-85","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"96-34-34-83","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","No","No","No","No",,20,"No",,,,,,,,,,,,,,,"Yes","No","No","No","No","No",
"84-86-67-50","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","No","No","No","No",,10,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"65-50-61-63","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","No","No","Yes","No","No","No",,120,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"14-25-07-27","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,2,"Yes","No",,"No",,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","No","Yes",
"95-81-39-58","None of these","Almost not passable","Yes","No","Yes","No","Yes","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"63-48-87-87","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","No","No","No","No",,30,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"49-38-87-08","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","No","No","Yes","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"56-09-22-69","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","No","No","Yes","No","No","No",,200,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"52-67-58-90","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,8,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"61-51-30-74","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"90-75-70-65","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,10,"No",,,,,,,,,,,,,,,"No","No","No","Yes","No","No",
"70-34-30-04","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,20,"No",,,,,,,,,,,,,,,"Yes","No","No","No","No","No",
"00-18-21-78","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,60,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"80-41-37-09","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"62-10-09-84","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"16-01-99-93","Tarmac road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"91-31-71-31","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","No","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"14-78-47-78","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"07-03-43-18","Dirt road/ bush road","Very well passable, in both rainy and dry season","No","No","No","No","Yes","No","No","No",,45,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"87-80-74-34","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"39-19-95-41","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","Yes","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"13-94-38-36","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","Yes","Yes","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"64-10-30-77","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"98-88-46-23","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","No","No","No","No",,60,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"35-26-63-26","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"77-44-63-61","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","No","No","Yes","No","No","No",,210,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"26-64-90-32","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"15-44-39-66","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"97-96-32-80","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"65-28-62-87","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","Yes","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"91-95-41-16","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"65-02-00-05","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"48-22-83-32","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"53-04-96-58","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"93-77-89-30","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","Yes","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"03-06-71-34","Dirt road/ bush road","Almost not passable","No","No","No","No","Yes","No","No","No",,200,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"38-24-53-68","Tarmac road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","Yes","No","No","No",,1,"No",,,,,,,,,,,,,,,"Yes","No","Yes","No","No","No",
"76-44-39-80","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","Yes","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"17-98-15-90","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","Yes","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"43-89-48-48","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","Yes","No","No","Yes","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"46-95-44-44","Tarmac road","Very well passable, in both rainy and dry season","No","Yes","No","No","Yes","No","No","No",,2,"No",,,,,,,,,,,,,,,"Yes","Yes","Yes","No","No","No",
"79-36-03-31","Tarmac road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,2,"Yes","No",,"No",,"Yes","Yes","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"37-08-68-08","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"76-66-08-56","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"84-78-41-82","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","Yes","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"33-73-65-41","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","No","No","No","No",,120,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"15-05-96-27","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","No","No","No","No",,10,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
