interview__key,r_otherincome__id,inc_oth_amt,int_oth_income,who_other_income__0,who_other_income__1,othinc_pr,othinc_pr_oth,othinc_provider,othinc_provider_oth,benefits,oth_benefits,oth_income_use__1,oth_income_use__2,oth_income_use__3,oth_income_use__4,oth_income_use__5,oth_income_use__6,oth_income_use__7,oth_income_use__96,otherinc_use_others
"89-01-00-04","Savings, interest or other investment income",100,"Lump sum (single payment)",2,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"00-37-37-14","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",2,.a,,"",,"",,"",0,0,1,0,0,0,0,0,""
"00-37-37-14","Savings, interest or other investment income",300,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"52-43-66-41","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Monthly",1,.a,"Older persons cash transfer","","Both national and local governments","","Cash","",3,1,0,2,0,0,0,0,""
"83-13-77-99","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,"Others ➡️ Specify","for people who are not married and don't work","National government","","Cash","",0,1,2,0,3,0,0,0,""
"61-91-44-04","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Monthly",1,.a,"Older persons cash transfer","","Both national and local governments","","Cash","",0,1,0,0,0,0,0,0,""
"47-87-04-23","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Every three months",3,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"54-46-59-23","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Every three months",1,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,0,2,0,0,0,""
"47-72-11-03","Savings, interest or other investment income",2000,"Every year",1,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"17-63-18-37","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"36-67-78-55","Rental income, residential property (apartment, house)",900,"Monthly",1,.a,,"",,"",,"",1,3,2,0,0,0,0,0,""
"83-43-24-20","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Monthly",1,.a,"Older persons cash transfer","","National government","","Food","",0,1,0,0,0,0,0,0,""
"44-68-45-91","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"92-79-83-19","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Lump sum (single payment)",1,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"84-11-52-01","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Monthly",1,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"04-80-79-59","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Monthly",1,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"86-90-94-39","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100,"Monthly",1,.a,"Others ➡️ Specify","Monthly allowance","Other➡️specify","Individual","Cash","",0,1,0,0,0,0,0,0,""
"86-90-94-39","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,"Poverty reduction program","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"92-06-91-29","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,2,0,0,0,""
"98-80-95-52","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",2,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"27-49-80-27","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"33-72-39-68","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Monthly",2,.a,,"",,"",,"",0,1,3,0,2,0,0,0,""
"17-79-25-12","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Monthly",1,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"74-51-58-80","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Monthly",1,.a,"Others ➡️ Specify","social welfare","National government","","Cash","",0,1,0,0,0,0,0,0,""
"29-14-83-70","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"04-15-15-88","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,,"",,"",,"",0,2,1,0,0,0,0,0,""
"27-95-56-36","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1200,"Every three months",5,6,,"",,"",,"",0,1,0,0,0,0,0,0,""
"53-49-41-59","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,"Others ➡️ Specify","remittance from son","Other➡️specify","son","Cash","",0,2,1,0,0,0,0,0,""
"53-49-41-59","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"39-17-22-92","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"74-39-55-58","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Monthly",1,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"74-39-55-58","Savings, interest or other investment income",400,"Lump sum (single payment)",2,.a,,"",,"",,"",0,0,2,1,0,0,0,0,""
"26-22-03-23","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Every three months",1,.a,"Poverty reduction program","","National government","","Cash","",1,2,3,0,0,0,0,0,""
"06-67-11-07","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,"Older persons cash transfer","","Both national and local governments","","Cash","",0,0,1,0,0,0,0,0,""
"66-85-51-19","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",800,"Every three months",1,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,3,2,0,0,0,""
"41-24-19-16","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Monthly",3,.a,"Healthcare benefits","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"45-68-78-48","Other➡️specify:",100,"Every three months",4,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"79-53-86-42","Savings, interest or other investment income",5000,"Every year",2,.a,,"",,"",,"",0,2,1,0,0,0,0,0,""
"92-15-50-98","Savings, interest or other investment income",400,"Lump sum (single payment)",1,2,,"",,"",,"",0,1,0,0,0,0,0,0,""
"59-62-31-80","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",250,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"36-99-50-88","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"36-99-50-88","Savings, interest or other investment income",50,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"59-82-52-95","Savings, interest or other investment income",1500,"Every three months",1,.a,,"",,"",,"",0,1,0,0,2,0,0,0,""
"74-78-76-52","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",3,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"13-43-00-98","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"85-25-67-57","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"99-71-69-71","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Every three months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"90-84-04-84","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Every three months",1,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,0,2,0,0,0,""
"75-65-72-44","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",2,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"56-76-80-56","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50,"Every three months",2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"42-51-00-37","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"99-94-97-40","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",800,"Every three months",1,3,,"",,"",,"",0,2,1,0,0,0,0,0,""
"08-64-31-45","International remittances - cash transfers/gifts from individuals (relatives, friends) from abroad",20,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"53-67-73-98","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,2,"buying soap and lotion"
"89-30-04-89","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Every three months",1,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,2,0,0,0,0,""
"85-35-76-75","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",800,"Every 6 months",2,.a,,"",,"",,"",0,2,3,0,1,0,0,0,""
"85-35-76-75","Savings, interest or other investment income",500,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,2,0,0,0,""
"43-44-87-36","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,"Older persons cash transfer","","Both national and local governments","","Cash","",0,1,0,2,0,0,0,0,""
"00-81-85-48","Savings, interest or other investment income",150,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"82-05-74-76","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",0,,1,2,"Others ➡️ Specify","Allowance","Other➡️specify","Parental care","Food","",,,,,,,,,""
"82-05-74-76","Rental income, residential property (apartment, house)",100,"Monthly",1,2,"Others ➡️ Specify","Rent","Other➡️specify","Self","Cash","",0,1,0,0,0,0,0,0,""
"82-05-74-76","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Monthly",1,2,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"69-02-12-40","Rental income, residential property (apartment, house)",250,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"47-72-15-93","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"46-77-79-60","Savings, interest or other investment income",1600,"Every year",1,.a,,"",,"",,"",0,0,1,0,2,0,0,0,""
"54-41-53-68","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",5,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"35-84-29-80","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Monthly",1,.a,,"",,"",,"",0,1,0,2,3,0,0,0,""
"24-84-60-85","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,"Poverty reduction program","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"78-85-83-52","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,"Older persons cash transfer","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"54-69-71-08","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Monthly",1,.a,,"",,"",,"",0,0,1,0,0,0,0,0,""
"30-10-42-29","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,,"",,"",,"",0,1,3,0,2,0,0,0,""
"30-10-42-29","Savings, interest or other investment income",70,"Monthly",1,.a,,"",,"",,"",1,0,0,0,0,0,0,0,""
"88-38-32-86","International remittances - cash transfers/gifts from individuals (relatives, friends) from abroad",100,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"88-38-32-86","Savings, interest or other investment income",1000,"Lump sum (single payment)",1,.a,,"",,"",,"",1,0,0,0,0,0,0,0,""
"98-42-68-21","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Monthly",1,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"33-60-76-52","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"99-53-97-21","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,"Poverty reduction program","","Both national and local governments","","Cash","",0,1,2,0,0,0,0,0,""
"35-30-07-09","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",3,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"33-93-88-48","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",3,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"02-86-42-10","Savings, interest or other investment income",300,"Monthly",1,.a,"Others ➡️ Specify","own business","Other➡️specify","Own","Cash","",0,1,0,0,2,0,0,0,""
"02-86-42-10","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",800,"Every three months",3,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,2,0,0,0,0,""
"71-80-40-68","International remittances - cash transfers/gifts from individuals (relatives, friends) from abroad",500,"Every three months",2,.a,,"",,"",,"",0,0,1,2,0,0,0,0,""
"03-80-12-55","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Lump sum (single payment)",1,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"03-05-82-85","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"14-25-07-27","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Monthly",7,.a,"Healthcare benefits","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"63-48-87-87","Other➡️specify:",400,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"49-38-87-08","International remittances - cash transfers/gifts from individuals (relatives, friends) from abroad",500,"Monthly",1,.a,"Others ➡️ Specify","Help from children","Other➡️specify","Children","Cash","",0,1,0,0,0,0,0,0,""
"49-38-87-08","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,"Older persons cash transfer","","Both national and local governments","","Cash","",0,1,0,0,0,0,0,0,""
"62-10-09-84","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,,"",,"",,"",0,1,0,2,0,0,0,3,"buying soap and lotion"
"16-01-99-93","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",2,.a,"Older persons cash transfer","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"91-31-71-31","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Monthly",1,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"07-03-43-18","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Every three months",1,.a,"Poverty reduction program","","National government","","Cash","",0,1,2,0,3,0,0,0,""
"98-88-46-23","International remittances - cash transfers/gifts from individuals (relatives, friends) from abroad",100,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"98-88-46-23","Savings, interest or other investment income",200,"Lump sum (single payment)",6,.a,,"",,"",,"",0,0,1,0,0,0,0,0,""
"77-44-63-61","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Every three months",1,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,3,2,0,0,0,""
"15-44-39-66","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Monthly",1,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"97-96-32-80","Savings, interest or other investment income",7500,"Every year",1,.a,,"",,"",,"",1,0,0,0,0,0,0,0,""
"65-28-62-87","Savings, interest or other investment income",2500,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"91-95-41-16","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",2,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"91-95-41-16","Savings, interest or other investment income",1000,"Monthly",1,2,,"",,"",,"",0,2,1,0,0,0,0,0,""
"48-22-83-32","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",2000,"Monthly",1,.a,"Pension","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"93-77-89-30","Savings, interest or other investment income",200,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"38-24-53-68","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Every three months",1,.a,"Poverty reduction program","","National government","","Cash","",0,1,2,3,0,0,0,0,""
"76-44-39-80","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Every three months",2,.a,"Poverty reduction program","","National government","","Cash","",0,0,1,2,0,0,0,0,""
"43-89-48-48","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Lump sum (single payment)",1,.a,"Others ➡️ Specify","social welfare grant","National government","","Cash","",0,1,0,0,0,0,0,0,""
"46-95-44-44","Savings, interest or other investment income",200,"Every three months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"79-36-03-31","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,"Poverty reduction program","","National government","","Food","",0,1,0,0,0,0,0,0,""
"76-66-08-56","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Monthly",1,3,"Older persons cash transfer","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"84-78-41-82","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"33-73-65-41","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"04-08-02-81","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Monthly",2,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"05-46-14-17","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Lump sum (single payment)",1,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"21-68-94-15","Savings, interest or other investment income",2000,"Monthly",1,2,,"",,"",,"",0,0,0,0,1,0,0,0,""
"92-36-21-21","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Every three months",2,.a,"Poverty reduction program","","National government","","Cash","",0,0,1,2,0,0,0,0,""
"14-57-41-87","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Every three months",2,.a,"Poverty reduction program","","National government","","Cash","",0,0,1,0,0,0,0,0,""
"96-30-76-58","Savings, interest or other investment income",100,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"94-10-09-72","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Lump sum (single payment)",1,.a,"Others ➡️ Specify","disability grant","National government","","Cash","",0,1,0,0,0,0,0,0,""
"63-44-25-02","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",0,,1,.a,"Others ➡️ Specify","Family care","Other➡️specify","Family","Food","",,,,,,,,,""
"63-44-25-02","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"66-67-56-06","Savings, interest or other investment income",200,"Every three months",1,.a,,"",,"",,"",0,1,3,0,2,0,0,0,""
"90-79-08-36","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",400,"Every three months",2,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
