interview__key,r_members__id,live_here,absence_res,absence_res_oth,ha03,ha_rel,age,marital,ha07,religio,religio_1,educ1,educ2,school_attnd,school_attnd_oth,educ3,ex_student,year_graduate,study_program,emp_member,Ibr3,lbr13
"59-41-96-68",3,12,,"","Female","Child/Adopted Child","32",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"59-41-96-68",4,12,,"","Male","Child/Adopted Child","23",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"59-41-96-68",5,12,,"","Female","Grandchild","11",,"Subiya",,"","Standard 5","Yes",,"",,"","","","No",,
"59-41-96-68",6,12,,"","Male","Grandchild","5",,"Subiya",,"","Nursey/ Kindergarten/ECD","Yes",,"",400,"","","",,,
"59-41-96-68",7,12,,"","Male","Grandchild","Less than 1 year",,"Subiya",,"",,"No","Other","Too young to begin school",,"","","",,,
"22-18-88-41",1,12,,"","Male","Self/Head","42","Never Married","Hambukushu","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Had to help at home","",,"","","","Yes","Yes","No"
"22-18-88-41",2,12,,"","Female","Other Non-Relative","37",,"Hambukushu",,"","Form 3","No","Had to help at home","",,"","","","No",,
"22-18-88-41",3,12,,"","Female","Child/Adopted Child","14",,"Hambukushu",,"","Form 1","Yes",,"",,"","","","No",,
"22-18-88-41",4,12,,"","Female","Child/Adopted Child","4",,"Hambukushu",,"",,"No","Too expensive","",,"","","",,,
"22-18-88-41",5,12,,"","Female","Child/Adopted Child","1",,"Hambukushu",,"",,"No","Other","She's still young",,"","","",,,
"24-64-78-21",1,12,,"","Female","Self/Head","57","Never Married","Bakalaka","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Sickness or calamity in family","",,"","","","Yes","No","Yes"
"24-64-78-21",2,6,"Members that left - Other (Specify)","Visiting friends and family","Female","Child/Adopted Child","28",,"Kalanga",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"24-64-78-21",3,12,,"","Male","Child/Adopted Child","26",,"Kalanga",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"24-64-78-21",4,12,,"","Male","Niece/Nephew","33",,"Kalanga",,"","Other educational training","No","Completed desired schooling","",,"","","","No",,
"24-64-78-21",5,12,,"","Female","Grandchild","3",,"Tswana Subgroup",,"",,"No","Other","Still young",,"","","",,,
"86-04-16-80",1,12,,"","Female","Self/Head","51","Widow/ Widower","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"86-04-16-80",2,12,,"","Female","Child/Adopted Child","30",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"86-04-16-80",3,12,,"","Female","Child/Adopted Child","26",,"Subiya",,"","University level",,,"",,"Gaborone University College","2019","Bachelor of science in public health","Yes","Yes","No"
"92-49-74-52",1,12,,"","Female","Self/Head","55","Never Married","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Completed desired schooling","",,"","","","No",,
"92-49-74-52",2,12,,"","Female","Mother/Father","103",,"Subiya",,"","No formal education","No","I don't Know","",,"","","","No",,
"92-49-74-52",3,12,,"","Male","Child/Adopted Child","28",,"Kalanga",,"","University level",,,"",,"Gaborone University College Of Law And Professional Studies","2020","Business in Occupational Health and Safety","No",,
"92-49-74-52",4,12,,"","Female","Grandchild","5",,"Mmirwa/ Tswana Sub-group",,"","No formal education","No","Other","Minor",,"","","",,,
"92-49-74-52",5,12,,"","Male","Grandchild","1",,"Subiya",,"",,"No","Other","Minor",,"","","",,,
"92-49-74-52",6,3,"Members that left - Other economic reasons","","Male","Child/Adopted Child","2",,"Kalanga",,"",,"No","Other","Minor",,"","","",,,
"92-49-74-52",7,12,,"","Female","Child/Adopted Child","27",,"Kalanga",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"24-72-61-31",1,12,,"","Female","Self/Head","58","Widow/ Widower","Mosarwa","Catholic","","Standard 7","No","Poor school quality","",,"","","","No",,
"24-72-61-31",2,12,,"","Female","Grandchild","8",,"Moyeyi",,"","Standard 3","Yes",,"",,"","","",,,
"04-92-41-49",1,12,,"","Male","Self/Head","49","Never Married","mirwa","African Traditional religion","","Standard 6","No","Not willing to attend further","",,"","","","No",,
"04-92-41-49",2,12,,"","Female","Wife/Husband","49",,"subiya",,"","Standard 7","No","Poor academic progress","",,"","","","Yes","Yes","No"
"04-92-41-49",3,12,,"","Male","Child/Adopted Child","21",,"subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"04-92-41-49",4,12,,"","Female","Child/Adopted Child","24",,"subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"04-92-41-49",5,12,,"","Female","Child/Adopted Child","14",,"subiya",,"","Standard 7","Yes",,"",,"","","","No",,
"04-92-41-49",6,12,,"","Female","Grandchild","11",,"subiya",,"","Standard 5","Yes",,"",,"","","","No",,
"04-92-41-49",7,12,,"","Male","Grandchild","4",,"subiya",,"",,"No","Other","still young",,"","","",,,
"04-92-41-49",8,12,,"","Female","Grandchild","1",,"subiya",,"",,"No","Other","still young",,"","","",,,
"10-43-22-87",1,12,,"","Female","Self/Head","31","Never Married","Lozi","Other➡️ Please specify","christianity","Form 3","Yes",,"",,"","","","Yes","Yes","No"
"10-43-22-87",2,12,,"","Male","Sister/Brother","30",,"lozi",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"10-43-22-87",3,12,,"","Female","Other Relative","30",,"Kalanga",,"","Standard 2","No","Had to help with family","",,"","","","Yes","Yes","No"
"10-43-22-87",4,12,,"","Female","Sister/Brother","24",,"lozi",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"10-43-22-87",5,12,,"","Male","Niece/Nephew","16",,"lozi",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"10-43-22-87",6,12,,"","Female","Child/Adopted Child","13",,"lozi",,"","Standard 7","Yes",,"",,"","","","No",,
"10-43-22-87",7,12,,"","Male","Other Non-Relative","13",,"Kalanga",,"","Standard 6","Yes",,"",,"","","","No",,
"10-43-22-87",8,12,,"","Male","Niece/Nephew","9",,"lozi",,"","Standard 2","Yes",,"",,"","","",,,
"10-43-22-87",9,12,,"","Male","Niece/Nephew","7",,"lozi",,"","Standard 1","Yes",,"",,"","","",,,
"32-83-01-09",1,12,,"","Male","Other Relative","59",,"Morotsi",,"","Standard 7","No","Further schooling not available","",,"","","","Yes","Yes","No"
"79-05-50-27",1,12,,"","Female","Wife/Husband","34",,"San",,"","Form 3","No","Had to help with family","",,"","","","No",,
"79-05-50-27",2,12,,"","Male","Self/Head","36","Never Married","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Had to help with family","",,"","","","Yes","Yes","No"
"79-05-50-27",3,12,,"","Male","Child/Adopted Child","11",,"Kalanga",,"","Standard 5","Yes",,"",,"","","","No",,
"79-05-50-27",4,12,,"","Male","Child/Adopted Child","6",,"Subiya",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","",,,
"79-05-50-27",5,12,,"","Female","Child/Adopted Child","4",,"Subiya",,"",,"No","Other","too young",,"","","",,,
"27-16-23-86",1,12,,"","Male","Self/Head","53","Married monogamously","Kalanga","Protestant demoninantions (incl all non-catholic denominations)","","Standard 5","No","Completed desired schooling","",,"","","","No",,
"27-16-23-86",2,12,,"","Female","Wife/Husband","66",,"Subiya",,"","No formal education","No","Completed desired schooling","",,"","","","No",,
"27-16-23-86",3,12,,"","Female","Child/Adopted Child","42",,"Kalanga",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"27-16-23-86",4,12,,"","Female","Child/Adopted Child","45",,"Kalanga",,"","Form 3","No","Had to help at home","",,"","","","Yes","Yes","No"
"27-16-23-86",5,12,,"","Male","Child/Adopted Child","23",,"Kalanga",,"","Form 3","No","Refused to answer","",,"","","","No",,
"27-16-23-86",6,12,,"","Male","Child/Adopted Child","27",,"Kalanga",,"","Form 3","No","Too expensive","",,"","","","No",,
"12-61-67-91",1,12,,"","Female","Self/Head","30","Never Married","bayei","Protestant demoninantions (incl all non-catholic denominations)","","Standard 5","No","Poor academic progress","",,"","","","No",,
"12-61-67-91",2,12,,"","Female","Sister/Brother","33",,"bayei",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"12-61-67-91",3,12,,"","Female","Other Relative","22",,"bayei",,"","Standard 7","No","Not willing to attend further","",,"","","","No",,
"12-61-67-91",4,12,,"","Female","Other Relative","38",,"bayei",,"","No formal education","No","Sickness or calamity in family","",,"","","","No",,
"12-61-67-91",5,12,,"","Female","Other Relative","20",,"bayei",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"12-61-67-91",6,12,,"","Female","Other Relative","15",,"bayei",,"","Form 2","Yes",,"",,"","","","No",,
"12-61-67-91",7,12,,"","Female","Other Relative","12",,"bayei",,"","Standard 7","Yes",,"",,"","","","No",,
"12-61-67-91",8,12,,"","Female","Child/Adopted Child","9",,"bayei",,"","Standard 3","Yes",,"",,"","","",,,
"12-61-67-91",9,12,,"","Female","Child/Adopted Child","3",,"bayei",,"",,"No","Other","still young",,"","","",,,
"12-61-67-91",10,12,,"","Male","Other Relative","2",,"bayei",,"",,"No","Other","still young",,"","","",,,
"12-61-67-91",11,8,"New arrivals - New born","","Female","Child/Adopted Child","Less than 1 year",,"bayei",,"",,"No","Other","still a baby",,"","","",,,
"12-61-67-91",12,8,"New arrivals - New born","","Female","Child/Adopted Child","Less than 1 year",,"bayei",,"",,"No","Other","still a baby",,"","","",,,
"12-61-67-91",13,12,,"","Female","Other Relative","1",,"bayei",,"",,"No","Other","still a baby",,"","","",,,
"58-55-75-07",1,12,,"","Female","Self/Head","65","Widow/ Widower","Tawana","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Had to help at home","",,"","","","Yes","Yes","No"
"58-55-75-07",2,4,"New arrivals - Education","","Female","Grandchild","19",,"Bayei",,"","Form 5","No","Other","Gap year so that she thinks of a career plan",,"","","","No",,
"00-06-72-58",1,12,,"","Male","Self/Head","49","Never Married","MOKHURUTSHE","Non-religious","","Standard 7","No","Had to help with family","",,"","","","No",,
"00-06-72-58",2,12,,"","Female","Wife/Husband","54",,"SAN",,"","Standard 5","No","Parents did not want","",,"","","","No",,
"00-06-72-58",3,12,,"","Male","Child/Adopted Child","20",,"SAN",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"00-06-72-58",4,12,,"","Female","Child/Adopted Child","24",,"SAN",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"00-06-72-58",5,12,,"","Male","Child/Adopted Child","29",,"SAN",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"45-71-57-97",1,12,,"","Female","Self/Head","60","Never Married","tonga","African Traditional religion","","Standard 7","No","Parents did not want","",,"","","","No",,
"45-71-57-97",2,12,,"","Male","Niece/Nephew","47",,"subiya",,"","No formal education","No","Parents did not want","",,"","","","No",,
"45-71-57-97",3,12,,"","Male","Child/Adopted Child","41",,"tawana",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"45-71-57-97",4,12,,"","Male","Child/Adopted Child","38",,"tawana",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"45-71-57-97",5,12,,"","Female","Child/Adopted Child","32",,"tonga",,"","University level",,,"",,"Boitekanelo college","2015","Diploma in Occupation health","No",,
"45-71-57-97",6,12,,"","Male","Wife/Husband","27",,"Tonga",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"45-71-57-97",7,12,,"","Male","Grandchild","12",,"tawana",,"","Standard 6","Yes",,"",,"","","","No",,
"45-71-57-97",8,12,,"","Male","Grandchild","12",,"kalanga",,"","Standard 5","Yes",,"",,"","","","No",,
"45-71-57-97",9,12,,"","Female","Grandchild","11",,"kalanga",,"","Standard 6","Yes",,"",,"","","","No",,
"45-71-57-97",10,12,,"","Male","Grandchild","6",,"tonga",,"","No formal education","No","Other","still young",,"","","",,,
"45-71-57-97",11,12,,"","Female","Grandchild","4",,"tawana",,"",,"No","Other","still young",,"","","",,,
"18-81-00-96",1,12,,"","Male","Self/Head","67","Married monogamously","Ndebele","Protestant demoninantions (incl all non-catholic denominations)","","Standard 2","No","Had to help with farm work","",,"","","","Yes","Yes","No"
"18-81-00-96",2,12,,"","Female","Wife/Husband","63",,"Kalanga",,"","Standard 7","No","Parents did not want","",,"","","","Yes","Yes","No"
"18-81-00-96",3,12,,"","Female","Child/Adopted Child","37",,"Kalanga",,"","Form 2","No","Poor academic progress","",,"","","","Yes","Yes","No"
"18-81-00-96",4,12,,"","Female","Grandchild","15",,"Kalanga",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"18-81-00-96",5,12,,"","Female","Grandchild","14",,"Kalanga",,"","Form 2","Yes",,"",,"","","","No",,
"18-81-00-96",6,12,,"","Male","Grandchild","5",,"Kalanga",,"","No formal education","No","Other","Going to standard 1 next year",,"","","",,,
"09-79-14-71",1,12,,"","Female","Wife/Husband","60",,"kalanga",,"","Standard 7","No","Parents did not want","",,"","","","No",,
"09-79-14-71",2,12,,"","Male","Self/Head","50","Married monogamously","san","African Traditional religion","","Standard 7","No","Parents did not want","",,"","","","Yes","Yes","No"
"71-80-89-34",1,12,,"","Male","Self/Head","59","Never Married","Tswapong","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Too expensive","",,"","","","Yes","Yes","No"
"71-80-89-34",2,12,,"","Female","Other Non-Relative","64",,"Subiya",,"","Form 3","No","Pregnancy","",,"","","","Yes","Yes","Yes"
"05-16-40-57",1,12,,"","Female","Self/Head","72","Widow/ Widower","Tswana","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Had to help at home","",,"","","","No",,
"05-16-40-57",2,12,,"","Female","Child/Adopted Child","44",,"Tswana",,"","Form 2","No","Poor academic progress","",,"","","","Yes","Yes","No"
"05-16-40-57",3,12,,"","Female","Grandchild","16",,"Kalanga",,"","Form 3","Yes",,"",,"","","","No",,
"05-16-40-57",4,12,,"","Female","Grandchild","14",,"Kalanga",,"","Standard 2","Yes",,"",,"","","","No",,
"11-65-24-94",1,12,,"","Female","Self/Head","47","Widow/ Widower","subiya","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"11-65-24-94",2,12,,"","Male","Child/Adopted Child","25",,"subiya",,"","Form 5","No","Too expensive","",,"","","","No",,
"11-65-24-94",3,12,,"","Male","Child/Adopted Child","19",,"subiya",,"","Form 5","No","Too expensive","",,"","","","No",,
"11-65-24-94",4,12,,"","Female","Child/Adopted Child","7",,"lozi",,"","Standard 4","Yes",,"",,"","","",,,
"11-65-24-94",5,12,,"","Male","Niece/Nephew","5",,"subiya",,"","No formal education","No","Other","she is a minor",,"","","",,,
"11-65-24-94",6,1,"New arrivals - Education","","Male","Niece/Nephew","7",,"subiya",,"","Standard 1","Yes",,"",,"","","",,,
"55-44-38-36",1,12,,"","Female","Self/Head","54","Never Married","Motawana","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"55-44-38-36",2,12,,"","Male","Child/Adopted Child","28",,"Mosubiya",,"","University level",,,"",,"New era College","2016","Civil construction","Yes","Yes","No"
"55-44-38-36",3,12,,"","Male","Child/Adopted Child","26",,"Mosubiya",,"","University level",,,"",,"Career dreams","2018","Food production","Yes","Yes","No"
"84-73-72-31",1,12,,"","Male","Self/Head","44","Never Married","Subiya","Other➡️ Please specify","christianity","University level",,,"",,"university of south africa","2004","diploma in animal health","Yes","Yes","No"
"84-73-72-31",2,12,,"","Male","Sister/Brother","24",,"subiya",,"","University level",,,"",,"Gaborone university college of law","2020","Diploma in health and safety","Yes","Yes","No"
"37-03-14-78",1,12,,"","Male","Self/Head","59","Never Married","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Poor academic progress","",,"","","","Yes","Yes","No"
"37-03-14-78",2,12,,"","Female","Wife/Husband","48",,"Subiya",,"","Form 2","No","Poor academic progress","",,"","","","No",,
"37-03-14-78",3,12,,"","Female","Child/Adopted Child","27",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"37-03-14-78",4,12,,"","Male","Child/Adopted Child","18",,"Subiya",,"","Form 4","No","Poor academic progress","",,"","","","No",,
"37-03-14-78",5,12,,"","Female","Child/Adopted Child","11",,"Subiya",,"","Standard 6","Yes",,"",,"","","","No",,
"37-03-14-78",6,12,,"","Male","Child/Adopted Child","11",,"Subiya",,"","Standard 6","Yes",,"",,"","","","No",,
"77-78-34-26",1,12,,"","Female","Self/Head","29","Never Married","subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"77-78-34-26",2,12,,"","Female","Child/Adopted Child","6",,"kalanga",,"","No formal education","Yes",,"",,"","","",,,
"77-78-34-26",3,12,,"","Male","Child/Adopted Child","2",,"Kalanga",,"",,"No","Other","Minor",,"","","",,,
"92-09-46-86",1,12,,"","Female","Wife/Husband","40",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","Yes"
"92-09-46-86",2,12,,"","Male","Self/Head","50","Married monogamously","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"92-09-46-86",3,12,,"","Male","Child/Adopted Child","20",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"92-09-46-86",4,12,,"","Female","Child/Adopted Child","13",,"Subiya",,"","Standard 7","Yes",,"",,"","","","No",,
"27-55-59-32",1,12,,"","Female","Self/Head","48","Never Married","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"27-55-59-32",2,12,,"","Female","Child/Adopted Child","7",,"Subiya",,"","Standard 2","Yes",,"",,"","","",,,
"27-55-59-32",3,12,,"","Female","Child/Adopted Child","22",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"65-23-07-01",1,12,,"","Female","Self/Head","59","Never Married","Ndebele","African Traditional religion","","Standard 4","No","Parents did not want","",,"","","","No",,
"65-23-07-01",2,12,,"","Male","Child/Adopted Child","40",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"65-23-07-01",3,12,,"","Female","Child/Adopted Child","30",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"65-23-07-01",4,12,,"","Female","Child/Adopted Child","24",,"Ndebele",,"","Form 4","No","Pregnancy","",,"","","","No",,
"65-23-07-01",5,12,,"","Male","Grandchild","2",,"Subiya",,"",,"No","Other","Minor",,"","","",,,
"65-23-07-01",6,12,,"","Male","Grandchild","9",,"Subiya",,"","Standard 3","Yes",,"",,"","","",,,
"79-30-25-19",1,12,,"","Female","Self/Head","34","Never Married","SUBIYA","Non-religious","","Form 3","No","Poor academic progress","",,"","","","No",,
"79-30-25-19",2,12,,"","Male","Sister/Brother","28",,"TSWANA",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"79-30-25-19",3,12,,"","Female","Child/Adopted Child","18",,"TSWANA",,"","Form 4","No","Pregnancy","",,"","","","No",,
"79-30-25-19",4,12,,"","Female","Child/Adopted Child","15",,"TSWANA",,"","Form 2","Yes",,"",,"","","","No",,
"79-30-25-19",5,12,,"","Female","Child/Adopted Child","14",,"TSWANA",,"","Form 2","Yes",,"",,"","","","No",,
"75-18-13-88",1,12,,"","Female","Self/Head","70","Divorced /Separated","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Had to help with family","",,"","","","No",,
"75-18-13-88",2,12,,"","Female","Sister/Brother","75",,"Subiya",,"","No formal education","No","Had to help with family","",,"","","","No",,
"75-18-13-88",3,12,,"","Male","Grandchild","13",,"Kalanga",,"","Standard 7","Yes",,"",,"","","","No",,
"40-16-04-38",1,12,,"","Male","Self/Head","52","Never Married","NANJWA","Protestant demoninantions (incl all non-catholic denominations)","","Standard 5","No","Had to help at home","",,"","","","No",,
"40-16-04-38",2,12,,"","Male","Niece/Nephew","27",,"SAN",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"40-16-04-38",3,12,,"","Female","Niece/Nephew","30",,"SAN",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"40-16-04-38",4,12,,"","Male","Child/Adopted Child","21",,"NANJWA",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"49-34-25-75",1,12,,"","Female","Self/Head","86","Never Married","SAN","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Parents did not want","",,"","","","No",,
"49-34-25-75",2,12,,"","Female","Child/Adopted Child","44",,"SUBIYA",,"","Form 2","No","Pregnancy","",,"","","","No",,
"49-34-25-75",3,12,,"","Female","Grandchild","26",,"SUBIYA",,"","Form 4","No","Sickness or calamity in family","",,"","","","Yes","Yes","No"
"49-34-25-75",4,12,,"","Female","Grandchild","24",,"TSWANA",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"49-34-25-75",5,12,,"","Female","Grandchild","22",,"TSWANA",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"02-31-03-32",1,12,,"","Female","Self/Head","65","Never Married","Kalanga","Catholic","","Standard 7","No","Had to help at home","",,"","","","No",,
"02-31-03-32",2,12,,"","Female","Child/Adopted Child","32",,"kalanga",,"","Form 5","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"02-31-03-32",3,12,,"","Male","Grandchild","5",,"kalanga",,"","Nursey/ Kindergarten/ECD","Yes",,"",500,"","","",,,
"88-23-45-95",1,12,,"","Female","Self/Head","56","Never Married","Subiya","Catholic","","Standard 7","No","Too far away","",,"","","","Yes","Yes","Yes"
"88-23-45-95",2,12,,"","Female","Child/Adopted Child","26",,"Yeyi",,"","Form 4","No","Pregnancy","",,"","","","No",,
"88-23-45-95",3,12,,"","Male","Child/Adopted Child","35",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"88-23-45-95",4,12,,"","Female","Child/Adopted Child","14",,"Kalanga",,"","Form 2","Yes",,"",,"","","","No",,
"88-23-45-95",5,12,,"","Male","Grandchild","7",,"Nambya",,"","Standard 2","Yes",,"",,"","","",,,
"88-23-45-95",6,12,,"","Male","Grandchild","1",,"Subiya",,"",,"No","Other","Still young",,"","","",,,
"92-15-40-92",1,12,,"","Male","Self/Head","31","Never Married","san","Other➡️ Please specify","christianity","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"92-15-40-92",2,12,,"","Female","Other Non-Relative","25",,"subiya",,"","Form 2","No","Other","did not have money for transport to go back to school atbthe time",,"","","","No",,
"92-15-40-92",3,12,,"","Male","Child/Adopted Child","8",,"subiya",,"","Standard 1","Yes",,"",,"","","",,,
"06-55-62-53",1,12,,"","Female","Other Non-Relative","42",,"Ndebele",,"","Standard 7","No","Not willing to attend further","",,"","","","Yes","Yes","No"
"06-55-62-53",2,12,,"","Male","Child/Adopted Child","20",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"06-55-62-53",3,12,,"","Male","Child/Adopted Child","12",,"Subiya",,"","Standard 7","Yes",,"",,"","","","No",,
"06-55-62-53",4,12,,"","Male","Child/Adopted Child","10",,"Subiya",,"","Standard 5","Yes",,"",,"","","",,,
"06-55-62-53",5,12,,"","Male","Grandchild","1",,"Ndebele",,"",,"No","Parents did not want","",,"","","",,,
"06-55-62-53",6,11,"Members that left - Other economic reasons","","Male","Self/Head","44","Never Married","Subiya","Non-religious","","Form 2","No","Poor academic progress","",,"","","","Yes","No","Yes"
"57-74-77-03",1,12,,"","Female","Self/Head","50","Never Married","Ndebele","Protestant demoninantions (incl all non-catholic denominations)","","Form 2","No","Poor academic progress","",,"","","","Yes","No","Yes"
"57-74-77-03",2,12,,"","Female","Child/Adopted Child","29",,"Ndebele",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"57-74-77-03",3,12,,"","Female","Child/Adopted Child","25",,"Ndebele",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"57-74-77-03",4,12,,"","Male","Grandchild","10",,"Ndebele",,"","Standard 4","Yes",,"",,"","","",,,
"57-74-77-03",5,12,,"","Female","Grandchild","6",,"Ndebele",,"","Standard 1","Yes",,"",,"","","",,,
"57-74-77-03",6,12,,"","Male","Grandchild","Less than 1 year",,"Ndebele",,"",,"No","Other","too young",,"","","",,,
"57-74-77-03",7,12,,"","Male","Grandchild","4",,"Ndebele",,"",,"No","Other","too young",,"","","",,,
"28-44-25-15",1,12,,"","Female","Self/Head","58","Divorced /Separated","San","Other➡️ Please specify","Christianity","No formal education","No","I don't Know","",,"","","","No",,
"28-44-25-15",2,12,,"","Female","Son/Daughter-In-Law","41",,"najwa",,"","Form 1","No","Not willing to attend further","",,"","","","Yes","Yes","No"
"28-44-25-15",3,12,,"","Female","Son/Daughter-In-Law","41",,"najwa",,"","Standard 5","No","Pregnancy","",,"","","","Yes","Yes","No"
"28-44-25-15",4,12,,"","Male","Son/Daughter-In-Law","38",,"najwa",,"","No formal education","No","Other","too old to start schooling at the time",,"","","","No",,
"28-44-25-15",5,12,,"","Female","Son/Daughter-In-Law","32",,"najwa",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"28-44-25-15",6,12,,"","Male","Grandchild","26",,"najwa",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"28-44-25-15",7,12,,"","Male","Grandchild","26",,"najwa",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"28-44-25-15",8,12,,"","Male","Grandchild","22",,"najwa",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"28-44-25-15",9,12,,"","Male","Grandchild","18",,"najwa",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"28-44-25-15",10,12,,"","Male","Grandchild","16",,"najwa",,"","Form 1","Yes",,"",,"","","","No",,
"28-44-25-15",11,12,,"","Male","Grandchild","9",,"najwa",,"","Standard 3","Yes",,"",,"","","",,,
"28-44-25-15",12,12,,"","Female","Grandchild","5",,"najwa",,"","Nursey/ Kindergarten/ECD","Yes",,"",1000,"","","",,,
"28-44-25-15",13,12,,"","Female","Grandchild","3",,"najwa",,"",,"No","Too expensive","",,"","","",,,
"90-03-82-22",1,12,,"","Female","Niece/Nephew","30",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"90-03-82-22",2,12,,"","Female","Self/Head","50","Widow/ Widower","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Too expensive","",,"","","","No",,
"90-03-82-22",3,12,,"","Female","Sister/Brother","47",,"Subiya",,"","Form 3","No","Too expensive","",,"","","","Yes","Yes","No"
"90-03-82-22",4,12,,"","Female","Niece/Nephew","27",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"90-03-82-22",6,12,,"","Male","Niece/Nephew","23",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"24-47-59-03",1,12,,"","Female","Self/Head","64","Never Married","subiya","African Traditional religion","","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"24-47-59-03",2,12,,"","Male","Child/Adopted Child","38",,"subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"24-47-59-03",3,12,,"","Male","Other Relative","49",,"subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"23-30-88-30",1,12,,"","Female","Other Non-Relative","43",,"Subiya",,"","Standard 4","No","Poor academic progress","",,"","","","No",,
"23-30-88-30",2,12,,"","Male","Self/Head","43","Never Married","Hambukushu","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
