interview__key,r_members__id,live_here,absence_res,absence_res_oth,ha03,ha_rel,age,marital,ha07,religio,religio_1,educ1,educ2,school_attnd,school_attnd_oth,educ3,ex_student,year_graduate,study_program,emp_member,Ibr3,lbr13
"72-38-90-85",1,12,,"","Male","Self/Head","57","Never Married","motswapong","Other➡️ Please specify","christianity","Standard 4","No","I don't Know","",,"","","","Yes","Yes","No"
"72-38-90-85",2,12,,"","Female","Other Non-Relative","47",,"Kalanga",,"","Form 2","No","Poor academic progress","",,"","","","Yes","Yes","No"
"72-38-90-85",3,12,,"","Female","Child/Adopted Child","27",,"Kalanga",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"72-38-90-85",4,12,,"","Male","Child/Adopted Child","19",,"kalanga",,"","Form 3","Yes",,"",,"","","","No",,
"72-38-90-85",5,12,,"","Male","Child/Adopted Child","17",,"Kalanga",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"72-38-90-85",6,12,,"","Female","Child/Adopted Child","15",,"Kalanga",,"","Form 2","Yes",,"",,"","","","No",,
"72-38-90-85",7,12,,"","Female","Child/Adopted Child","13",,"kalanga",,"","Standard 6","Yes",,"",,"","","","No",,
"72-38-90-85",8,12,,"","Female","Grandchild","7",,"kalanga",,"","Standard 1","Yes",,"",,"","","",,,
"72-38-90-85",9,12,,"","Female","Child/Adopted Child","6",,"kalanga",,"","Standard 1","Yes",,"",,"","","",,,
"72-38-90-85",10,12,,"","Female","Child/Adopted Child","5",,"kalanga",,"","No formal education","No","Too expensive","",,"","","",,,
"72-38-90-85",11,12,,"","Female","Grandchild","5",,"kalanga",,"","No formal education","No","Too expensive","",,"","","",,,
"76-02-43-67",1,12,,"","Male","Self/Head","54","Never Married","Tswana","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Poor academic progress","",,"","","","No",,
"76-02-43-67",2,12,,"","Female","Wife/Husband","51",,"Nanjwa",,"","Form 5","No","Too expensive","",,"","","","Yes","Yes","No"
"76-02-43-67",3,12,,"","Female","Brother/Sister-In-Law","46",,"Nanjwa",,"","Form 2","No","Completed desired schooling","",,"","","","No",,
"76-02-43-67",4,12,,"","Male","Son/Daughter-In-Law","25",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"76-02-43-67",5,12,,"","Female","Son/Daughter-In-Law","19",,"Nanjwa",,"","Form 5","No","Too expensive","",,"","","","No",,
"76-02-43-67",6,12,,"","Female","Other Non-Relative","18",,"Tswana",,"","Form 3","No","Pregnancy","",,"","","","No",,
"76-02-43-67",7,12,,"","Male","Grandchild","10",,"Tswana",,"","Standard 3","Yes",,"",,"","","",,,
"76-02-43-67",8,12,,"","Female","Grandchild","Less than 1 year",,"Subiya",,"",,"No","Other","She's still young",,"","","",,,
"58-63-03-99",1,12,,"","Male","Self/Head","52","Married monogamously","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Sickness or calamity in family","",,"","","","Yes","Yes","No"
"58-63-03-99",2,12,,"","Female","Wife/Husband","50",,"Subiya",,"","Form 4","No","Pregnancy","",,"","","","Yes","Yes","No"
"58-63-03-99",3,12,,"","Male","Child/Adopted Child","26",,"Subiya",,"","University level",,,"",,"University of Botswana","2020","Environmental Health","No",,
"53-04-65-79",1,12,,"","Female","Self/Head","53","Married monogamously","najwa","Protestant demoninantions (incl all non-catholic denominations)","","Standard 5","No","Parents did not want","",,"","","","No",,
"53-04-65-79",2,12,,"","Male","Child/Adopted Child","34",,"najwa",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"48-16-15-04",1,12,,"","Female","Self/Head","40","Married monogamously","Shona","Protestant demoninantions (incl all non-catholic denominations)","","Form 4","No","Poor academic progress","",,"","","","No",,
"85-34-28-65",1,12,,"","Male","Self/Head","28","Never Married","subiya","African Traditional religion","","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"08-72-41-04",1,12,,"","Female","Self/Head","88","Widow/ Widower","Monajwa","Catholic","","No formal education","No","Had to help with family","",,"","","","No",,
"08-72-41-04",3,12,,"","Female","Son/Daughter-In-Law","74",,"Kalanga",,"","Form 2","No","Pregnancy","",,"","","","No",,
"08-72-41-04",4,12,,"","Male","Child/Adopted Child","36",,"Monajwa",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"08-72-41-04",5,12,,"","Male","Child/Adopted Child","62",,"Monajwa",,"","Standard 7","No","Further schooling not available","",,"","","","Yes","Yes","No"
"48-20-18-94",1,12,,"","Female","Self/Head","50","Divorced /Separated","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Too expensive","",,"","","","Yes","Yes","No"
"48-20-18-94",2,2,"Members that left - Looking for work elsewhere","","Male","Child/Adopted Child","38",,"Subiya",,"","University level",,,"",,"University of Botswana","2007","Nursing","Yes","Yes","No"
"48-20-18-94",3,12,,"","Female","Niece/Nephew","40",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"56-53-54-49",1,12,,"","Male","Self/Head","70","Married monogamously","Mongwato","African Traditional religion","","Form 5","No","Completed desired schooling","",,"","","","Yes","No","Yes"
"56-53-54-49",2,12,,"","Female","Wife/Husband","67",,"Mombukushu",,"","Standard 4","No","Completed desired schooling","",,"","","","No",,
"56-53-54-49",3,12,,"","Male","Child/Adopted Child","39",,"Mongwato",,"","Form 5","No","Completed desired schooling","",,"","","","No",,
"56-53-54-49",5,12,,"","Male","Grandchild","3",,"Mongwato",,"",,"No","Other","Minor",,"","","",,,
"01-08-40-07",2,12,,"","Male","Self/Head","63","Married monogamously","Moyei","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"01-08-40-07",3,12,,"","Female","Wife/Husband","55",,"Tswana",,"","Standard 7","No","Poor academic progress","",,"","","","Yes","Yes","No"
"74-08-40-24",1,12,,"","Female","Self/Head","67","Divorced /Separated","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Parents did not want","",,"","","","No",,
"74-08-40-24",2,12,,"","Male","Grandchild","17",,"Subiya",,"","Form 3","Yes",,"",,"","","","No",,
"74-08-40-24",3,12,,"","Male","Grandchild","7",,"Subiya",,"","Standard 1","Yes",,"",,"","","",,,
"14-31-43-40",1,12,,"","Male","Self/Head","51","Married monogamously","Nambya","Protestant demoninantions (incl all non-catholic denominations)","","Other educational training","No","business","",,"","","","Yes","Yes","Yes"
"14-31-43-40",2,12,,"","Female","Wife/Husband","49",,"Subiya",,"","Other educational training","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"14-31-43-40",3,12,,"","Male","Child/Adopted Child","24",,"Nambya",,"","Other educational training","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"14-31-43-40",4,12,,"","Male","Child/Adopted Child","14",,"Nambya",,"","Form 2","Yes",,"",,"","","","No",,
"14-31-43-40",5,12,,"","Male","Child/Adopted Child","12",,"Nambya",,"","Standard 5","Yes",,"",,"","","","No",,
"14-31-43-40",6,12,,"","Male","Niece/Nephew","16",,"Nambya",,"","Form 3","Yes",,"",,"","","","No",,
"14-31-43-40",7,12,,"","Male","Niece/Nephew","15",,"Nambya",,"","Form 2","Yes",,"",,"","","","No",,
"24-80-99-00",1,12,,"","Male","Self/Head","36","Never Married","Ngwato","Non-religious","","Form 3","No","Too expensive","",,"","","","No",,
"24-80-99-00",2,12,,"","Male","Child/Adopted Child","1",,"Ngwato",,"",,"No","I don't Know","",,"","","",,,
"40-28-46-68",1,12,,"","Male","Self/Head","35","Never Married","Kalanga","Protestant demoninantions (incl all non-catholic denominations)","","Form 5","No","Poor school quality","",,"","","","Yes","Yes","No"
"40-28-46-68",2,12,,"","Female","Other Non-Relative","38",,"Tswana",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"40-28-46-68",3,12,,"","Male","Child/Adopted Child","1",,"Tswana",,"",,"No","Other","He's still young",,"","","",,,
"31-20-26-05",1,12,,"","Female","Father/Mother-In-Law","102",,"ndebele",,"","No formal education","No","Parents did not want","",,"","","","No",,
"31-20-26-05",2,12,,"","Male","Self/Head","69","Married monogamously","Ndebele","Other➡️ Please specify","Christianity","Form 2","No","Poor academic progress","",,"","","","No",,
"31-20-26-05",3,12,,"","Female","Wife/Husband","56",,"ndebele",,"","Standard 7","No","Too expensive","",,"","","","Yes","Yes","No"
"31-20-26-05",4,12,,"","Female","Niece/Nephew","6",,"Hambukushu",,"","Standard 1","Yes",,"",,"","","",,,
"31-20-26-05",5,12,,"","Male","Niece/Nephew","5",,"Hambukushu",,"","Nursey/ Kindergarten/ECD","Yes",,"",700,"","","",,,
"31-20-26-05",6,12,,"","Female","Niece/Nephew","5",,"Kalanga",,"","Nursey/ Kindergarten/ECD","Yes",,"",700,"","","",,,
"31-20-26-05",7,12,,"","Male","Niece/Nephew","4",,"hambukushu",,"",,"Yes",,"",0,"","","",,,
"37-39-15-65",1,12,,"","Female","Self/Head","71","Married monogamously","Subiya","Catholic","","No formal education","No","Other","too old",,"","","","Yes","Yes","Yes"
"37-39-15-65",2,12,,"","Male","Grandchild","17",,"Subiya",,"","Form 3","Yes",,"",,"","","","No",,
"37-39-15-65",3,12,,"","Female","Child/Adopted Child","32",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"37-39-15-65",4,12,,"","Female","Grandchild","8",,"Subiya",,"","Standard 2","Yes",,"",,"","","",,,
"37-39-15-65",5,12,,"","Male","Grandchild","10",,"Subiya",,"","Standard 4","Yes",,"",,"","","",,,
"37-39-15-65",6,12,,"","Female","Grandchild","3",,"Subiya",,"",,"Yes",,"",400,"","","",,,
"37-39-15-65",7,12,,"","Female","Grandchild","4",,"Subiya",,"",,"Yes",,"",400,"","","",,,
"45-44-88-31",1,12,,"","Female","Self/Head","56","Married monogamously","BIRWA","Protestant demoninantions (incl all non-catholic denominations)","","University level",,,"",,"UNIVERSITY OF BOTSWANA","2016","BACHELOR DEGREE IN  BUSINESS MANAGEMENT","Yes","Yes","Yes"
"45-44-88-31",2,12,,"","Female","Child/Adopted Child","32",,"SUBIYA",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"45-44-88-31",3,12,,"","Male","Child/Adopted Child","23",,"SUBIYA",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"45-44-88-31",4,12,,"","Female","Child/Adopted Child","27",,"SUBIYA",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"45-44-88-31",5,12,,"","Female","Child/Adopted Child","25",,"SUBIYA",,"","University level",,,"",,"INSTITUTE OF DEVELOPMENT MANAGEMENT (IDM)","2023","CHARTERED INSTITUTE OF PURCHASE AND SUPPLIES","No",,
"45-44-88-31",6,12,,"","Male","Child/Adopted Child","30",,"SUBIYA",,"","University level",,,"",,"GABORONE UNIVERSAL COLLEGE (GUC)","2023","OCCUPATIONAL HEALTH AND SAFETY","No",,
"45-44-88-31",7,12,,"","Female","Child/Adopted Child","37",,"SUBIYA",,"","Form 5","No","Too expensive","",,"","","","Yes","Yes","No"
"45-44-88-31",8,12,,"","Male","Niece/Nephew","26",,"TSWANA",,"","Form 5","Yes",,"",,"","","","No",,
"91-91-62-09",1,12,,"","Female","Wife/Husband","45",,"Nambya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"91-91-62-09",2,12,,"","Male","Self/Head","44","Never Married","Mmirwa","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Sickness or calamity in family","",,"","","","Yes","Yes","No"
"91-91-62-09",3,12,,"","Male","Child/Adopted Child","20",,"Kalanga",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"91-91-62-09",4,12,,"","Male","Niece/Nephew","16",,"Subiya",,"","Form 3","Yes",,"",,"","","","No",,
"91-91-62-09",5,12,,"","Male","Sister/Brother","39",,"Hambukushu",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"91-91-62-09",6,12,,"","Female","Other Relative","3",,"Kalanga",,"",,"No","Other","too young",,"","","",,,
"88-82-89-39",1,12,,"","Female","Self/Head","55","Never Married","Subiya","Catholic","","University level",,,"",,"Pitman","2001","Accounting","No",,
"88-82-89-39",2,12,,"","Female","Child/Adopted Child","28",,"Subiya",,"","University level",,,"",,"GIPS","2019","Business Administration","No",,
"88-82-89-39",3,12,,"","Male","Child/Adopted Child","23",,"Veekuhane",,"","University level",,,"",,"BAC","2023","Business Intelligence and data analysis","No",,
"88-82-89-39",4,12,,"","Female","Other Relative","23",,"Subiya",,"","University level",,,"",,"Baisago","2022","Law and administrative duties","Yes","Yes","No"
"88-82-89-39",5,12,,"","Male","Grandchild","4",,"Subiya",,"",,"No","Other","Still young",,"","","",,,
"79-34-34-89",1,12,,"","Female","Self/Head","33","Never Married","Nanjwa","Catholic","","Standard 3","No","Completed desired schooling","",,"","","","No",,
"79-34-34-89",2,12,,"","Female","Sister/Brother","33",,"Nanjwa",,"","Standard 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"79-34-34-89",3,12,,"","Male","Other Relative","35",,"Nanjwa",,"","University level",,,"",,"University of Botswana","2008","Engineering","No",,
"79-34-34-89",4,12,,"","Male","Sister/Brother","28",,"Nanjwa",,"","Standard 3","No","Poor academic progress","",,"","","","No",,
"79-34-34-89",5,12,,"","Female","Brother/Sister-In-Law","29",,"Tawana",,"","Standard 3","No","Too expensive","",,"","","","Yes","No","Yes"
"07-03-46-78",1,12,,"","Female","Self/Head","39","Never Married","subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"07-03-46-78",2,12,,"","Female","Child/Adopted Child","19",,"subiya",,"","Form 5","No","Too expensive","",,"","","","No",,
"07-03-46-78",3,12,,"","Male","Child/Adopted Child","9",,"subiya",,"","Standard 2","Yes",,"",,"","","",,,
"07-03-46-78",4,12,,"","Female","Child/Adopted Child","5",,"subiya",,"","No formal education","No","Other","minor",,"","","",,,
"07-03-46-78",5,12,,"","Female","Child/Adopted Child","15",,"subiya",,"","Form 1","Yes",,"",,"","","","No",,
"52-55-71-22",1,12,,"","Female","Self/Head","66","Widow/ Widower","Tawana","Protestant demoninantions (incl all non-catholic denominations)","","Form 2","No","Poor academic progress","",,"","","","No",,
"52-55-71-22",2,12,,"","Male","Grandchild","28",,"Tswana",,"","Standard 5","No","Too expensive","",,"","","","No",,
"52-55-71-22",3,12,,"","Male","Grandchild","28",,"Tswapong",,"","Form 5","No","Sickness or calamity in family","",,"","","","Yes","Yes","No"
"52-55-71-22",4,12,,"","Male","Other Relative","22",,"Tawana",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"42-79-46-81",1,12,,"","Female","Self/Head","53","Married monogamously","SAN","African Traditional religion","","Standard 7","No","Completed desired schooling","",,"","","","No",,
"42-79-46-81",2,12,,"","Female","Child/Adopted Child","30",,"TSWANA",,"","Form 3","No","Other","FINANCIALS TO SEND A CHILD TO BOARDING SCHOOL",,"","","","No",,
"42-79-46-81",3,12,,"","Female","Child/Adopted Child","28",,"TSWANA",,"","No formal education","No","Other","DISABILITY",,"","","","No",,
"42-79-46-81",4,12,,"","Female","Child/Adopted Child","20",,"TSWANA",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"42-79-46-81",5,12,,"","Male","Child/Adopted Child","9",,"TSWANA",,"","Standard 4","Yes",,"",,"","","",,,
"42-79-46-81",6,12,,"","Female","Grandchild","7",,"KALANGA",,"","Standard 4","Yes",,"",,"","","",,,
"42-79-46-81",7,12,,"","Female","Grandchild","3",,"KALANGA",,"",,"Yes",,"",250,"","","",,,
"42-79-46-81",8,12,,"","Male","Grandchild","13",,"KALANGA",,"","Standard 7","Yes",,"",,"","","","No",,
"39-12-44-07",1,12,,"","Male","Self/Head","55","Never Married","Mbukushu","Catholic","","Standard 7","No","Had to help at home","",,"","","","No",,
"39-12-44-07",2,12,,"","Male","Sister/Brother","47",,"Mbukushu",,"","No formal education","No","Had to help with family","",,"","","","No",,
"39-12-44-07",3,12,,"","Female","Niece/Nephew","36",,"Tawana",,"","Form 3","No","Too expensive","",,"","","","Yes","Yes","No"
"39-12-44-07",4,12,,"","Female","Niece/Nephew","13",,"Subiya",,"","Form 1","Yes",,"",,"","","","No",,
"39-12-44-07",5,12,,"","Female","Niece/Nephew","10",,"Subiya",,"","Standard 5","Yes",,"",,"","","",,,
"39-12-44-07",6,12,,"","Male","Niece/Nephew","7",,"Subiya",,"","Standard 1","Yes",,"",,"","","",,,
"39-12-44-07",7,12,,"","Female","Niece/Nephew","4",,"Subiya",,"",,"No","Other","still young",,"","","",,,
"21-92-10-43",1,12,,"","Male","Self/Head","59","Never Married","San","Non-religious","","No formal education","No","Had to help with family","",,"","","","Yes","Yes","No"
"21-92-10-43",2,12,,"","Female","Wife/Husband","55",,"San",,"","No formal education","No","Had to help with family","",,"","","","No",,
"29-41-63-44",1,12,,"","Female","Self/Head","37","Never Married","Subiya","Catholic","","Form 3","No","Not willing to attend further","",,"","","","No",,
"29-41-63-44",2,12,,"","Male","Niece/Nephew","26",,"Subiya",,"","Form 3","No","Had to help with family","",,"","","","No",,
"29-41-63-44",3,12,,"","Female","Niece/Nephew","20",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"29-41-63-44",4,12,,"","Male","Child/Adopted Child","15",,"Subiya",,"","Form 2","Yes",,"",,"","","","No",,
"29-41-63-44",5,12,,"","Female","Child/Adopted Child","3",,"Subiya",,"",,"No","Other","Still young",,"","","",,,
"19-83-50-72",1,12,,"","Male","Self/Head","62","Widow/ Widower","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Had to help with family","",,"","","","No",,
"19-83-50-72",2,12,,"","Male","Child/Adopted Child","30",,"Subiya",,"","University level",,,"",,"Phikwe technical college","2017","tourism management","No",,
