interview__key,ctry,region,consti,ea,hhid,res_ident,attempt_1,reason_not_interviewed,reason_not_interviewed_other,replacement,is_replacement,interviewed_consent,res_head,res_rel,interview_possible
"43-40-50-14","Namibia","Zambezi","Linyanti","Sitanta","300017054407","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"33-52-73-44","Namibia","Zambezi","Linyanti","Sitanta","300017054405","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"17-65-44-15","Namibia","Zambezi","Linyanti","Sitanta","300017054408","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"77-00-14-73","Namibia","Zambezi","Linyanti","Sitanta","300017054403","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"78-98-94-60","Namibia","Zambezi","Kabbe South","Impalila North","300016043610","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"50-51-12-24","Namibia","Zambezi","Sibbinda","Sachinga","300013032503","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"45-72-98-81","Namibia","Zambezi","Kabbe South","Impalila South","300016043710","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"98-20-22-18","Namibia","Zambezi","Kabbe South","Impalila South","300016043715","Yes",,,"",,"No",1,"Representative of the head","Granddaughter","Yes"
"12-87-62-64","Namibia","Zambezi","Sibbinda","Bito","300013032111","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"02-24-60-64","Namibia","Zambezi","Sibbinda","Sachinga","300013032506","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"35-93-85-84","Namibia","Zambezi","Kabbe South","Impalila North","300016043614","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"25-08-98-52","Namibia","Zambezi","Kabbe South","Impalila South","300016043711","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"46-54-30-66","Namibia","Zambezi","Sibbinda","Bito","300013032109","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"19-66-62-79","Namibia","Zambezi","Sibbinda","Bito","300013032105","No","Yes","None at home for extended amount of time","","Yes","Yes",1,"Head of the household",,"Yes"
"38-52-59-99","Namibia","Zambezi","Sibbinda","Bito","300013032107","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"18-01-52-21","Namibia","Zambezi","Sibbinda","Bito","300013032106","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"52-91-87-71","Namibia","Zambezi","Kabbe South","Impalila South","300016043705","No","Yes","Other (Specify)","In Zambia camping","Yes","Yes",1,"Head of the household",,"Yes"
"86-58-98-12","Namibia","Zambezi","Kabbe South","Impalila South","300016043706","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"18-53-78-30","Namibia","Zambezi","Sibbinda","Bito","300013032103","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"21-70-10-93","Namibia","Zambezi","Kabbe South","Impalila South","300016043703","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"51-51-64-02","Namibia","Zambezi","Sibbinda","Bito","300013032113","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"65-04-27-87","Namibia","Zambezi","Sibbinda","Sachinga","300013032509","No","Yes","Other (Specify)","The couple is not mentally stable for the interview","Yes","Yes",1,"Head of the household",,"Yes"
"26-67-17-34","Namibia","Zambezi","Sibbinda","Sachinga","300013032512","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"12-55-61-25","Namibia","Zambezi","Sibbinda","Sachinga","300013032508","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"70-21-00-12","Namibia","Zambezi","Kabbe South","Impalila South","300016043701","No","Yes","Other (Specify)","Household HEAD  in Zambia for Medical reasons","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"09-96-00-56","Namibia","Zambezi","Sibbinda","Bito","300013032102","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"93-46-32-90","Namibia","Zambezi","Sibbinda","Sachinga","300013032505","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"39-76-52-63","Namibia","Zambezi","Sibbinda","Sachinga","300013032513","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"44-39-76-83","Namibia","Zambezi","Sibbinda","Sachinga","300013032514","Yes",,,"",,"No",1,"Representative of the head","Sister","Yes"
"57-92-68-31","Namibia","Zambezi","Sibbinda","Sachinga","300013032510","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"70-75-80-97","Namibia","Zambezi","Kabbe South","Kasika","300016054215","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"37-91-43-52","Namibia","Zambezi","Kabbe South","Kasika","300016054216","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"93-94-95-33","Namibia","Zambezi","Kabbe South","Kasika","300016054201","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"50-37-72-10","Namibia","Zambezi","Sibbinda","Makolanga","300013032603","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"29-63-76-51","Namibia","Zambezi","Katima Mulilo Rural","Mafuta 1","300011010201","No","Yes","Other (Specify)","Deceased","Yes","Yes",1,"Head of the household",,"Yes"
"71-36-35-44","Namibia","Zambezi","Sibbinda","Bito","300013032115","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"20-65-14-78","Namibia","Zambezi","Kabbe South","Kasika","300016054206","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"60-95-57-22","Namibia","Zambezi","Kabbe North","Imukusi","300012021313","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"17-61-49-75","Namibia","Zambezi","Sibbinda","Sachinga","300013032515","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"02-95-98-52","Namibia","Zambezi","Kabbe South","Kasika","300016054214","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"77-54-37-57","Namibia","Zambezi","Sibbinda","Sachinga","300013032511","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"49-81-42-49","Namibia","Zambezi","Kabbe South","Kasika","300016054208","No","Yes","Household not found","","Yes","Yes",1,"Head of the household",,"Yes"
"07-97-99-00","Namibia","Zambezi","Sibbinda","Sachinga","300013032507","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"61-38-38-57","Namibia","Zambezi","Sibbinda","Makolanga","300013032611","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"80-45-81-35","Namibia","Zambezi","Katima Mulilo Rural","Liselo","300011010103","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"47-70-03-35","Namibia","Zambezi","Kabbe South","Kasika","300016054211","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"73-01-72-24","Namibia","Zambezi","Sibbinda","Lusu","300013032315","Yes",,,"",,"No",1,"Representative of the head","Niece","Yes"
"70-18-85-80","Namibia","Zambezi","Sibbinda","Bito","300013032101","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"59-96-51-48","Namibia","Zambezi","Katima Mulilo Rural","Liselo","300011010109","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"47-24-68-80","Namibia","Zambezi","Sibbinda","Bito","300013032108","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"98-95-69-34","Namibia","Zambezi","Kabbe North","Imukusi","300012021302","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"94-61-58-26","Namibia","Zambezi","Kabbe North","Imukusi","300012021305","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"84-70-48-38","Namibia","Zambezi","Katima Mulilo Rural","Liselo","300011010102","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"46-07-52-30","Namibia","Zambezi","Katima Mulilo Rural","Liselo","300011010110","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"65-50-88-07","Namibia","Zambezi","Kabbe North","Imukusi","300012021303","No","No",,"","Yes","Yes",1,"Head of the household",,"Yes"
"05-43-02-62","Namibia","Zambezi","Sibbinda","Lusu","300013032316","No","Yes","Other (Specify)","Deceased","Yes","Yes",1,"Head of the household",,"Yes"
"83-84-84-67","Namibia","Zambezi","Kabbe North","Imukusi","300012021311","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"16-35-19-29","Namibia","Zambezi","Kabbe North","Imukusi","300012021304","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"83-90-14-37","Namibia","Zambezi","Katima Mulilo Rural","Liselo","300011010106","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"56-16-94-47","Namibia","Zambezi","Katima Mulilo Rural","Liselo","300011010115","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"16-24-71-47","Namibia","Zambezi","Katima Mulilo Rural","Liselo","300011010114","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"22-33-09-47","Namibia","Zambezi","Kabbe North","Imukusi","300012021312","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"89-17-95-50","Namibia","Zambezi","Sibbinda","Sibbinda 1","300013021904","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"71-12-87-82","Namibia","Zambezi","Kabbe South","Kasika","300016054209","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"93-78-86-25","Namibia","Zambezi","Kabbe South","Kasika","300016054203","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"34-03-26-96","Namibia","Zambezi","Kabbe North","Imukusi","300012021307","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"83-62-75-30","Namibia","Zambezi","Kabbe South","Kasika","300016054212","Yes",,,"",,"No",1,"Representative of the head","Mother","Yes"
"39-30-68-16","Namibia","Zambezi","Kabbe South","Kasika","300016054202","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"25-67-10-82","Namibia","Zambezi","Kabbe North","Imukusi","300012021314","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"87-90-13-56","Namibia","Zambezi","Kabbe North","Imukusi","300012021306","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"38-81-07-74","Namibia","Zambezi","Sibbinda","Sachinga","300013032502","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"29-17-63-12","Namibia","Zambezi","Kabbe South","Kasika","300016054213","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"09-87-36-18","Namibia","Zambezi","Sibbinda","Masokotwane","300013032204","Yes",,,"",,"No",1,"Representative of the head","Granddaughter","Yes"
"37-47-43-04","Namibia","Zambezi","Sibbinda","Sibbinda 1","300013021908","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"19-94-92-45","Namibia","Zambezi","Sibbinda","Masokotwane","300013032207","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"01-51-77-20","Namibia","Zambezi","Sibbinda","Lusu","300013032305","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"14-21-66-73","Namibia","Zambezi","Sibbinda","Masokotwane","300013032210","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"10-12-38-23","Namibia","Zambezi","Sibbinda","Sibbinda 1","300013021913","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"06-71-23-79","Namibia","Zambezi","Katima Mulilo Rural","Mpyuu","300011010709","No","Yes","Other (Specify)","Respondent not available to be interviewed. He is angry and we couldn't change his mind to accept To Be interviewed. I informed my supervisor Vanessa","Yes","Yes",1,"Head of the household",,"Yes"
"09-86-92-43","Namibia","Zambezi","Sibbinda","Lusu","300013032303","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"65-52-71-81","Namibia","Zambezi","Sibbinda","Masokotwane","300013032211","No","Yes","Other (Specify)","Deceased","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"88-09-14-40","Namibia","Zambezi","Sibbinda","Sibbinda 1","300013021901","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"51-32-55-02","Namibia","Zambezi","Katima Mulilo Rural","Mpyuu","300011010701","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"25-85-18-57","Namibia","Zambezi","Sibbinda","Masokotwane","300013032214","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"08-01-73-79","Namibia","Zambezi","Sibbinda","Sibbinda 1","300013021909","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Representative of the head","Daughter","Yes"
"30-31-42-54","Namibia","Zambezi","Katima Mulilo Rural","Mpyuu","300011010703","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"59-41-41-82","Namibia","Zambezi","Sibbinda","Sibbinda 1","300013021911","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"86-80-66-75","Namibia","Zambezi","Sibbinda","Sibbinda 1","300013021902","Yes",,,"",,"No",1,"Representative of the head","Nephew","Yes"
"36-82-19-46","Namibia","Zambezi","Sibbinda","Masokotwane","300013032213","Yes",,,"",,"No",1,"Representative of the head","Grandson","Yes"
"87-16-84-48","Namibia","Zambezi","Sibbinda","Masokotwane","300013032202","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"85-15-56-74","Namibia","Zambezi","Sibbinda","Sibbinda 1","300013021907","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"99-52-45-97","Namibia","Zambezi","Kabbe North","Imukusi","300012021301","No","Yes","Household not found","","Yes","Yes",1,"Head of the household",,"Yes"
"22-42-05-31","Namibia","Zambezi","Kabbe North","Imukusi","300012021310","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"17-88-76-49","Namibia","Zambezi","Katima Mulilo Rural","Mafuta 3","300011011023","No","Yes","Other (Specify)","Withdrew","Yes","Yes",1,"Head of the household",,"Yes"
"95-93-26-61","Namibia","Zambezi","Sibbinda","Masokotwane","300013032201","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"66-25-20-13","Namibia","Zambezi","Sibbinda","Lusu","300013032301","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"56-49-46-49","Namibia","Zambezi","Katima Mulilo Rural","Chabalala","300011010602","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Representative of the head","Daughter","Yes"
"00-63-35-41","Namibia","Zambezi","Kabbe North","Libula","300012021811","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"35-73-88-21","Namibia","Zambezi","Kabbe North","Libula","300012021813","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"90-22-40-74","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021115","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"71-58-33-81","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021109","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"85-67-71-58","Namibia","Zambezi","Sibbinda","Masokotwane","300013032209","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"01-61-71-69","Namibia","Zambezi","Kabbe North","Libula South","300012054322","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"75-50-19-75","Namibia","Zambezi","Sibbinda","Makolanga","300013032612","No","No",,"","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"89-26-96-48","Namibia","Zambezi","Sibbinda","Makolanga","300013032601","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"73-20-13-57","Namibia","Zambezi","Sibbinda","Makolanga","300013032605","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"55-53-09-17","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021106","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"16-20-70-88","Namibia","Zambezi","Katima Mulilo Rural","Liselo","300011010108","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"14-74-46-71","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021108","No","Yes","Other (Specify)","household is in prison","Yes","Yes",1,"Head of the household",,"Yes"
"15-43-32-03","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021105","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"62-79-94-11","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021103","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-11-35-62","Namibia","Zambezi","Sibbinda","Masokotwane","300013032206","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"07-05-49-00","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021113","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"12-21-07-33","Namibia","Zambezi","Sibbinda","Masokotwane","300013032212","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"23-59-76-04","Namibia","Zambezi","Sibbinda","Makolanga","300013032610","No","Yes","Household not found","","Yes","Yes",1,"Head of the household",,"Yes"
"93-87-90-66","Namibia","Zambezi","Katima Mulilo Rural","Mpyuu","300011010706","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"16-34-09-13","Namibia","Zambezi","Sibbinda","Makolanga","300013032604","No","Yes","Household not found","","Yes","Yes",1,"Head of the household",,"Yes"
"85-82-50-77","Namibia","Zambezi","Sibbinda","Makolanga","300013032609","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"89-27-41-66","Namibia","Zambezi","Katima Mulilo Rural","Mpyuu","300011010705","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"22-81-16-32","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021107","No","Yes","Household not found","","Yes","Yes",1,"Head of the household",,"Yes"
"54-44-06-88","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021114","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"47-49-80-52","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021102","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"93-73-35-44","Namibia","Zambezi","Sibbinda","Makolanga","300013032606","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"08-77-46-38","Namibia","Zambezi","Kabbe North","Libula South","300012054309","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"85-57-73-17","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021104","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"48-05-99-35","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021110","No","Yes","Other (Specify)","Got Arrested","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"67-13-56-73","Namibia","Zambezi","Katima Mulilo Rural","Chabalala","300011010601","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"97-33-85-90","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021111","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"10-54-97-94","Namibia","Zambezi","Sibbinda","Masokotwane","300013032205","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"50-35-50-04","Namibia","Zambezi","Sibbinda","Masokotwane","300013032203","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"62-96-39-45","Namibia","Zambezi","Sibbinda","Makolanga","300013032614","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"44-55-26-98","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021112","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"93-47-96-78","Namibia","Zambezi","Katima Mulilo Rural","Bukalo A","300011010408","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"18-43-28-32","Namibia","Zambezi","Sibbinda","Sibbinda 1","300013021903","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"37-21-15-22","Namibia","Zambezi","Katima Mulilo Rural","Bukalo A","300011010414","No","Yes","None at home for extended amount of time","","Yes","Yes",1,"Head of the household",,"Yes"
"87-15-89-67","Namibia","Zambezi","Katima Mulilo Rural","Bukalo B","300011010507","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"79-26-09-22","Namibia","Zambezi","Katima Mulilo Rural","Mpyuu","300011010714","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"75-05-90-14","Namibia","Zambezi","Katima Mulilo Rural","Mpyuu","300011010702","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"24-85-21-24","Namibia","Zambezi","Katima Mulilo Rural","Bukalo A","300011010403","No","Yes","Other (Specify)","Judith was interviewed during another replacement","Yes","Yes",1,"Head of the household",,"Yes"
"91-48-78-65","Namibia","Zambezi","Katima Mulilo Rural","Bukalo B","300011010515","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"32-52-77-66","Namibia","Zambezi","Katima Mulilo Rural","Chabalala","300011010610","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"26-89-84-58","Namibia","Zambezi","Katima Mulilo Rural","Bukalo B","300011010503","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"59-38-71-66","Namibia","Zambezi","Katima Mulilo Rural","Mpyuu","300011010712","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"02-07-52-84","Namibia","Zambezi","Katima Mulilo Rural","Bukalo B","300011010513","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"77-80-39-86","Namibia","Zambezi","Katima Mulilo Rural","Bukalo B","300011010509","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"72-51-39-42","Namibia","Zambezi","Katima Mulilo Rural","Bukalo A","300011010409","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"87-64-80-93","Namibia","Zambezi","Kongola","Mawizyu","300015043315","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"36-99-07-56","Namibia","Zambezi","Katima Mulilo Rural","Bukalo B","300011010510","No","Yes","Household not found","","Yes","Yes",1,"Head of the household",,"Yes"
"75-89-92-79","Namibia","Zambezi","Katima Mulilo Rural","Bukalo A","300011010406","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"44-34-32-32","Namibia","Zambezi","Sibbinda","Masokotwane","300013032208","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"53-52-93-15","Namibia","Zambezi","Katima Mulilo Rural","Bukalo B","300011010502","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"58-35-74-86","Namibia","Zambezi","Katima Mulilo Rural","Mpyuu","300011010707","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"23-82-30-50","Namibia","Zambezi","Katima Mulilo Rural","Mpyuu","300011010711","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"76-76-95-07","Namibia","Zambezi","Katima Mulilo Rural","Bukalo A","300011010405","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"69-18-54-45","Namibia","Zambezi","Katima Mulilo Rural","Chabalala","300011010607","No","Yes","Dwelling destroyed","","Yes","Yes",1,"Head of the household",,"Yes"
"99-14-10-16","Namibia","Zambezi","Katima Mulilo Rural","Bukalo B","300011010505","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"55-02-31-58","Namibia","Zambezi","Katima Mulilo Rural","Mpyuu","300011010710","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"55-65-32-92","Namibia","Zambezi","Sibbinda","Lusu","300013032306","No","Yes","Other (Specify)","The old respondent passed away","Yes","Yes",1,"Head of the household",,"Yes"
"66-00-67-40","Namibia","Zambezi","Sibbinda","Sibbinda 1","300013021914","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"41-51-06-54","Namibia","Zambezi","Katima Mulilo Rural","Chabalala","300011010612","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"07-18-54-62","Namibia","Zambezi","Katima Mulilo Rural","Bukalo B","300011010508","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"73-70-79-76","Namibia","Zambezi","Katima Mulilo Rural","Bukalo B","300011010504","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"40-83-72-17","Namibia","Zambezi","Katima Mulilo Rural","Bukalo B","300011010511","Yes",,,"",,"No",0,,,
"23-74-18-51","Namibia","Zambezi","Sibbinda","Lusu","300013032304","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"18-88-43-52","Namibia","Zambezi","Sibbinda","Lusu","300013032310","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"72-37-85-07","Namibia","Zambezi","Katima Mulilo Rural","Bukalo A","300011010404","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"84-90-52-18","Namibia","Zambezi","Katima Mulilo Rural","Bukalo B","300011010501","Yes",,,"",,"No",1,"Representative of the head","Sister","Yes"
"94-23-16-05","Namibia","Zambezi","Katima Mulilo Rural","Bukalo B","300011010506","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"52-32-19-59","Namibia","Zambezi","Sibbinda","Lusu","300013032317","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"99-83-95-63","Namibia","Zambezi","Kongola","Gesthemane","300015043210","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"46-29-66-50","Namibia","Zambezi","Sibbinda","Lusu","300013032311","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"82-09-67-93","Namibia","Zambezi","Sibbinda","Sibbinda 1","300013021915","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"53-00-44-01","Namibia","Zambezi","Sibbinda","Masokotwane","300013032215","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"34-98-47-22","Namibia","Zambezi","Katima Mulilo Rural","25-26 Miles","300011010810","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"78-72-01-35","Namibia","Zambezi","Kabbe South","Impalila North","300016043605","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"04-97-48-20","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 1","300014032801","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"99-10-52-87","Namibia","Zambezi","Katima Mulilo Rural","27-28 Miles","300011010908","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"92-62-56-72","Namibia","Zambezi","Kongola","Gesthemane","300015043207","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"39-32-10-47","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 1","300014032804","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"25-20-66-75","Namibia","Zambezi","Kongola","Gesthemane","300015043203","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"98-95-69-84","Namibia","Zambezi","Kabbe South","Ngoma","300016043902","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"18-35-44-26","Namibia","Zambezi","Katima Mulilo Rural","27-28 Miles","300011010902","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"59-94-58-22","Namibia","Zambezi","Kongola","Gesthemane","300015043212","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"40-32-33-96","Namibia","Zambezi","Katima Mulilo Rural","25-26 Miles","300011010809","Yes",,,"",,"No",1,"Representative of the head","Mother","Yes"
"18-30-46-42","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 1","300014032802","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"42-15-88-64","Namibia","Zambezi","Kabbe South","Kasika","300016054205","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"19-83-07-46","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 1","300014032815","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"16-76-24-92","Namibia","Zambezi","Kongola","Mayuni","300015043411","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"16-98-25-56","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 2","300014032915","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"08-81-97-68","Namibia","Zambezi","Katima Mulilo Rural","Miyako","300011021101","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"90-75-59-18","Namibia","Zambezi","Kongola","Gesthemane","300015043213","Yes",,,"",,"No",1,"Representative of the head","Niece","Yes"
"01-70-02-35","Namibia","Zambezi","Kabbe South","Ngoma","300016043903","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"23-94-09-23","Namibia","Zambezi","Kabbe South","Ngoma","300016043905","Yes",,,"",,"No",1,"Representative of the head","Niece","Yes"
"08-72-61-50","Namibia","Zambezi","Sibbinda","Lusu","300013032312","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
