interview__key,lnd_mes,lnd_mes_1,lnd01,lnd02,lnd03,lnd04,lnd08,lnd09,lnd06,lnd_ten01,lnd_ten02,lnd_ten03,lnd_ten04,lnd_ten08,lnd_ten09,lnd_ten06,lnd_07,lnd_08,lnd_08_1,lnd_09,lnd_09_1,lnd_10,lnd_11,lnd_12,lnd_13__1,lnd_13__2,lnd_13__3,lnd_13__4,lnd_13__5,lnd_13__6,lnd_13__7,lnd_13__8,lnd_13__9,lnd_13__10,lnd_13__96,lnd_13_oth,f01,f03,f04__1,f04__2,f04__3,f04__96,f04_1,f05,lnd_14,lnd_15,lnd_16,lnd_17,lnd_18,lnd_18_oth,num_plots,more_plot,more_plot_explain
"78-07-95-11","Hectares","",4,0,0,0,.1,0,0,"Private owned with land title",,,,"Private owned with land title",,,"Yes","Other individuals","","Village headman / chairperson","","Yes","Maybe, maybe not","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,1,"Slight increase","Slight increase","No",,,"",1,"No","because of too much ants on my current plot"
"70-58-67-82","Hectares","",10,0,0,0,1,0,0,"Private owned with no land title",,,,"Communally owned",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,22,"The same","The same","No",,,"",1,"No","Satisfied"
"47-04-86-67","Hectares","",4,0,0,10,.5,0,0,"Private owned with no land title",,,"Communally owned","Private owned with no land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,7,"Massive decrease","Massive decrease","No",,,"",1,"Yes","additional farm plot"
"92-02-45-21","Hectares","",0,0,0,0,.2,0,0,,,,,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",0,"Yes","Maybe one can start a business and build houses for the kids"
"88-75-68-17","Hectares","",4,0,0,0,.6,0,0,"Communally owned",,,,"Communally owned",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,2,"Slight decrease","Massive decrease","No",,,"",2,"No","we have enough"
"24-82-46-82","Hectares","",.5,0,0,0,.15,0,0,"Private owned with no land title",,,,"Private owned with land title",,,"Yes","Within family","","Clan / Elder","","No","Very likely","Yes","No","No","No","No","No","No","No","No","Yes","No","No",,"No",,,,,,,5,"Slight decrease","Slight decrease","No",,,"",1,"No","No money for an additional plot"
"21-42-97-88","Hectares","",2,0,0,0,.15,0,0,"Communally owned",,,,"Communally owned",,,"Yes","Other individuals","","Clan / Elder","","Yes","Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,9,"Slight decrease","Massive decrease","No",,,"",1,"Yes","To extend her farming land"
"87-09-20-52","Hectares","",1,0,0,0,.2,0,0,"Communally owned",,,,"Communally owned",,,"No",,"",,"",,"Very likely","No",,,,,,,,,,,,,"No",,,,,,,38,"Slight decrease","Massive decrease","No",,,"",1,"No","we have enough"
"68-10-75-89","Hectares","",1,0,0,0,.5,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"Yes","Within family","","LC Court","","Yes","Maybe, maybe not","No",,,,,,,,,,,,,"No",,,,,,,2,"Slight decrease","Massive decrease","No",,,"",1,"No","this is all we have, no money to acquire additional plot"
"43-52-85-97","Hectares","",3,0,0,0,.1,0,0,"Communally owned",,,,"Communally owned",,,"No",,"",,"",,"Maybe, maybe not","No",,,,,,,,,,,,,"No",,,,,,,3,"Slight increase","Slight increase","No",,,"",0,"No","They don't have enough money to build or do anything even if they get a plot"
"00-31-45-58","Hectares","",0,0,0,0,.2,0,0,,,,,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight increase","Slight increase","No",,,"",0,"Yes","There no money to build anything even if they get another plot"
"89-47-55-13","Hectares","",2,0,0,0,.2,0,0,"Communally owned",,,,"Communally owned",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,3,"Slight decrease","Massive decrease","No",,,"",1,"No","we have enough"
"86-75-09-05","Hectares","",0,0,0,0,.1,0,0,,,,,"Communally owned",,,"No",,"",,"",,"Maybe, maybe not","No",,,,,,,,,,,,,"No",,,,,,,3,"The same","The same","No",,,"",0,"No","satisfied"
"70-15-38-18","Hectares","",1,0,0,0,.1,0,.1,"Communally owned",,,,"Communally owned",,"Communally owned","Yes","Other individuals","","LC Court","","No","Very likely","No",,,,,,,,,,,,,"No",,,,,,,1,"The same","The same","No",,,"",0,"Yes","To shift"
"13-43-56-11","Hectares","",1,0,0,0,.1,0,0,"Private owned with land title",,,,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,12,"Slight increase","Slight decrease","No",,,"",1,"No","She doesn't have money to build on invest in to the plot"
